,lugares,LAT_google,LON_google,labels,Quotes,Position
420,Paris,48.856614,2.3522219,GPE,"He had a wife and two pretty children in Cologne, and he shared his Paris apartment with St,phame, but that would not stop him making a play for another girl",21
597,St,37.2245103,-95.7021189,GPE,"He had a wife and two pretty children in Cologne, and he shared his Paris apartment with St,phame, but that would not stop him making a play for another girl",22
633,china,35.86166,104.195397,GPE,"But everything French was beautiful: their bridges, their boulevards, their furniture, even their china tableware",23
421,Paris,48.856614,2.3522219,GPE,"Dieter loved Paris nightclubs, champagne, foie gras, and warm baguette He enjoyed buying shirts and ties at Charvet, the legendary chemisier opposite the Ritz hotel",24
59,Charvet,48.8681626,2.3303124,GPE,"Dieter loved Paris nightclubs, champagne, foie gras, and warm baguette He enjoyed buying shirts and ties at Charvet, the legendary chemisier opposite the Ritz hotel",25
539,Ritz,38.7329697,-82.9965047,FAC,"Dieter loved Paris nightclubs, champagne, foie gras, and warm baguette He enjoyed buying shirts and ties at Charvet, the legendary chemisier opposite the Ritz hotel",26
422,Paris,48.856614,2.3522219,GPE,He could happily have lived in Paris forever,27
208,Germany,51.165691,10.451526,GPE,"But to Dieter, the dry academic life his father led seemed unbearably dull, and he had horrified his parents by becoming a policeman, one of the first university graduates in Germany so to do",28
396,Meuse,49.6490699,5.027425,FAC,"In May 1940, when General Heinz Gudenan’s panzer tanks crossed the river Meuse at Sedan and swept triumphantly through France to the English Channel in a week, Dieter impulsively applied for a commission in the army",29
124,France,46.227638,2.213749,GPE,"In May 1940, when General Heinz Gudenan’s panzer tanks crossed the river Meuse at Sedan and swept triumphantly through France to the English Channel in a week, Dieter impulsively applied for a commission in the army",30
410,North Africa,26.0197776,32.277834,GPE,In North Africa his results had been noticed by Rommel himself,31
423,Paris,48.856614,2.3522219,GPE,"Poised, sensual, and shrewd, she had been the owner of a Paris store selling ladies’ hats that were devastatingly chic and obscenely expensive",32
209,Germany,51.165691,10.451526,GPE,"She had lost the store and spent six months in a French prison, and she had been on her way to a camp in Germany when Dieter rescued her",33
125,France,46.227638,2.213749,GPE,"Field Marshal Erwin Rommel, the “Desert Fox,” was now Commander of Army Group B, defending northern France",34
424,Paris,48.856614,2.3522219,GPE,"In the last few months, from his base in Paris, he had ranged all over northern France, barking at sleepy sentries and putting the fear of God into lazy captains, tightening up security at railway signal boxes, train sheds, vehicle parks, and airfield control towers",35
126,France,46.227638,2.213749,GPE,"In the last few months, from his base in Paris, he had ranged all over northern France, barking at sleepy sentries and putting the fear of God into lazy captains, tightening up security at railway signal boxes, train sheds, vehicle parks, and airfield control towers",36
24,Berlin,52.52000659999999,13.404954,GPE,Through this building passed all telephone traffic from the High Command in Berlin to German forces in northern France,37
127,France,46.227638,2.213749,GPE,Through this building passed all telephone traffic from the High Command in Berlin to German forces in northern France,38
83,Cologne,50.937531,6.9602786,GPE,Weber and Dieter had been young policemen together in Cologne in the twenties,39
683,the chfteau gate,29.931423,-95.2720251,FAC,"Everyone froze: the guards at the chfteau gate, the sentries patrolling the fence, the Gestapo major, and the well-dressed German with the glamorous mistress",40
128,France,46.227638,2.213749,GPE,"Around the dry marble bowl were parked a truck, an armored car, a Mercedes sedan painted the gray-green of the German army, and two black Citro%0ns of the Traction Avant type favored by the Gestapo in France",41
47,Canada,56.130366,-106.346771,GPE,".4 Mark I, the kind the Resistance called a Canadian Rifle, because many of them were made in Canada",42
79,Chflons,40.5761894,-122.3540056,FAC,"The Renault had been stolen this morning in Chflons, and Michel had changed its license plates",43
637,face.-“You,28.385233,-81.563874,FAC,"She held his hands and looked into his face.-“You protected me,” she said",44
620,Versailles,48.8048649,2.1203554,GPE,"The chfteau was laid out as a series of reception rooms, one leading into the next on the Versailles pattern, he found",45
251,Interrogation Center,32.9154857,-96.80248689999999,FAC,At the end of the corridor was a door marked Interrogation Center,46
202,Frankfurt,50.1109221,8.6821267,GPE,“What are you doing here?” he said in a Frankfurt accent,47
553,Sainte-C,25.6479292,-100.2897048,FAC," CHAPTER 5 CILBERTE AND FLICK left the town of Sainte-C,cile behind, heading for the city of Reims on a country back road",48
489,Reims,49.258329,4.031696,GPE," CHAPTER 5 CILBERTE AND FLICK left the town of Sainte-C,cile behind, heading for the city of Reims on a country back road",49
554,Sainte-C,25.6479292,-100.2897048,FAC,"Their progress was slowed by many crossroads, but the number of junctions made it impossible for the Gestapo to block every route away from Sainte-C,cile",50
129,France,46.227638,2.213749,GPE,"After France surrendered in 1940, and Michel was demobilized, he had not returned to his lectureship at the Sorbonne but had come back to his hometown, to be deputy head of a high school, and-his real motive-to organize a Resistance circuit",51
555,Sainte-C,25.6479292,-100.2897048,GPE,"Back in Sainte-C,cile, some of the team must have been taken alive",52
333,London,51.5073509,-0.1277583,GPE,.” Flick was scheduled to return to London tonight,53
60,Chatelle,45.35511409999999,-73.7176254,GPE,"She was to rendezvous with a plane in a meadow outside the village of Chatelle, five miles north of Reims",54
490,Reims,49.258329,4.031696,FAC,"She was to rendezvous with a plane in a meadow outside the village of Chatelle, five miles north of Reims",55
491,Reims,49.258329,4.031696,FAC,"But then, Flick thought, why not? They were entering the suburbs of Reims",56
334,London,51.5073509,-0.1277583,GPE,“I need time alone with Michel before I return to London,57
335,London,51.5073509,-0.1277583,GPE,I’ll get London to send you another radio operator,58
336,London,51.5073509,-0.1277583,GPE,".” Flick’s friends in London had taught Michel to like whisky, before the war",59
39,Britain,55.378051,-3.435973,GPE,"Agents from Britain often brought whisky with them, for their own use or for their comrades-in-arms, but it seemed an unlikely drink for a French girl",60
337,London,51.5073509,-0.1277583,GPE,How could he cuddle up to another woman when Flick was lying in bed alone in London? She turned and looked at the bed,61
92,England,52.3555177,-1.1743197,GPE,You’re going back to England,62
61,Chatelle,45.35511409999999,-73.7176254,GPE,I need you to drive me to Chatelle,63
62,Chatelle,45.35511409999999,-73.7176254,GPE,".” THE VILLAGE OF Chatelle consisted of a few buildings clustered around a crossroads: three farmhouses, a strip of laborers’ cottages, and a bakery that served the surrounding farms and hamlets",64
241,Hudson,41.240056,-81.44066699999999,LOC,"This had never actually happened, but on one occasion a spectator had been run over by a Hudson bomber and killed",65
627,Westland,42.32420399999999,-83.400211,GPE,"The aircraft was a Westland Lysander, a small, high- winged monoplane, painted matte black",66
130,France,46.227638,2.213749,GPE,"When Flick had flown in, perilously late at four in the morning, she had been able to see from the air the red glare of the baker’s oven, and driving through the village she had smelled the new bread, the essence of France",67
93,England,52.3555177,-1.1743197,GPE,"As the plane leveled and headed for England, she realized with a sudden surge of grief that she might never see them again",68
556,Sainte-C,25.6479292,-100.2897048,FAC,"Yesterday evening, Dieter had found a neat row of bullet holes stitched in the generous curve of its offside fender, a souvenir of the skirmish in the square at Sainte-C,cile, but there was no mechanical damage, and he felt the holes added to the car’s glamour, like a dueling scar on the cheek of a Prussian officer",69
425,Paris,48.856614,2.3522219,GPE,"Lieutenant Hesse masked the headlights to drive through the blacked-out streets of Paris, then removed the covers when they got on the road to Normandy",70
408,Normandy,48.87987039999999,0.1712529,GPE,"Lieutenant Hesse masked the headlights to drive through the blacked-out streets of Paris, then removed the covers when they got on the road to Normandy",71
131,France,46.227638,2.213749,GPE,"Would the Allies reconquer France, driving the occupying forces out? The thought of Germany defeated was dismal",72
210,Germany,51.165691,10.451526,GPE,"Would the Allies reconquer France, driving the occupying forces out? The thought of Germany defeated was dismal",73
211,Germany,51.165691,10.451526,GPE,"Perhaps there would be some kind of peace settlement, with Germany surrendering France and Poland but keeping Austria and Czechoslovakia",74
132,France,46.227638,2.213749,GPE,"Perhaps there would be some kind of peace settlement, with Germany surrendering France and Poland but keeping Austria and Czechoslovakia",75
482,Poland,51.919438,19.145136,GPE,"Perhaps there would be some kind of peace settlement, with Germany surrendering France and Poland but keeping Austria and Czechoslovakia",76
10,Austria,47.516231,14.550072,GPE,"Perhaps there would be some kind of peace settlement, with Germany surrendering France and Poland but keeping Austria and Czechoslovakia",77
90,Czechoslovakia,39.7784223,-84.1646244,GPE,"Perhaps there would be some kind of peace settlement, with Germany surrendering France and Poland but keeping Austria and Czechoslovakia",78
84,Cologne,50.937531,6.9602786,GPE,"He found it hard to imagine everyday life back in Cologne, with his wife and family, after the excitement and sensual indulgence of Paris and Stephanie",79
426,Paris,48.856614,2.3522219,GPE,"He found it hard to imagine everyday life back in Cologne, with his wife and family, after the excitement and sensual indulgence of Paris and Stephanie",80
212,Germany,51.165691,10.451526,GPE,"The only happy ending, for Dieter and for Germany, would be for Rommel’s army to push the invaders back into the sea",81
320,La Roche-Guyon,49.080652,1.629129,FAC,"Before dawn on a damp morning Hesse drove into the small medieval village of La Roche-Guyon, on the Seine river between Paris and Rouen",82
593,Seine,48.6382687,2.4489006,LOC,"Before dawn on a damp morning Hesse drove into the small medieval village of La Roche-Guyon, on the Seine river between Paris and Rouen",83
427,Paris,48.856614,2.3522219,GPE,"Before dawn on a damp morning Hesse drove into the small medieval village of La Roche-Guyon, on the Seine river between Paris and Rouen",84
548,Rouen,49.44323199999999,1.099971,GPE,"Before dawn on a damp morning Hesse drove into the small medieval village of La Roche-Guyon, on the Seine river between Paris and Rouen",85
321,La Roche-Guyon,49.080652,1.629129,FAC,The castle of La Roche-Guyon was Rommel’s headquarters,86
133,France,46.227638,2.213749,GPE,"Dieter was a sybarite, enjoying all the cultural and sensual pleasures France had to offer",87
253,Italy,41.87194,12.56738,GPE,".” As they walked along the hallway, Dieter said, “What do you hear from Italy?” “Nothing but bad news,” Goedel said",88
397,Montgomery,32.3792233,-86.3077368,GPE,"In that he was the polar opposite of his desert opponent, Montgomery, whose philosophy was never to attack until you were certain of victory",89
557,Sainte-C,25.6479292,-100.2897048,FAC,"He recounted yesterday’s attack at Sainte-C,cile: the imaginative planning, the plentiful weaponry, and most of all the bravery of the fighters",90
428,Paris,48.856614,2.3522219,GPE,.” The Gestapo’s French headquarters was at 84 avenue Foch in Paris,91
23,Berchtesgaden,47.6301796,13.0000742,GPE,"“Tell them that Major Franck will interrogate the prisoners today, or their next phone call will come from Berchtesgaden",92
338,London,51.5073509,-0.1277583,GPE," CHAPTER 7 FLICK LANDED AT RAF Tempsford, an airstrip fifty miles north of London, near the village of Sandy in Bedfordshire",93
587,Sandy,40.5649781,-111.8389726,GPE," CHAPTER 7 FLICK LANDED AT RAF Tempsford, an airstrip fifty miles north of London, near the village of Sandy in Bedfordshire",94
21,Bedfordshire,52.0627394,-0.5292091,GPE," CHAPTER 7 FLICK LANDED AT RAF Tempsford, an airstrip fifty miles north of London, near the village of Sandy in Bedfordshire",95
94,England,52.3555177,-1.1743197,GPE,"She would have known, just from the cool, damp taste of the night air in her mouth, that she was back in England",96
134,France,46.227638,2.213749,GPE,"She loved France, but this was home",97
339,London,51.5073509,-0.1277583,GPE,A young woman in the uniform of a FANY corporal was waiting with a powerful Jaguar to drive her to London,98
237,Hertfordshire,51.80978229999999,-0.2376744,GPE,Dawn broke as the fast car sped through the Hertfordshire villages of Stevenage and Knebworth,99
604,Stevenage,51.903761,-0.196612,GPE,Dawn broke as the fast car sped through the Hertfordshire villages of Stevenage and Knebworth,100
313,Knebworth,51.8655339,-0.182981,GPE,Dawn broke as the fast car sped through the Hertfordshire villages of Stevenage and Knebworth,101
135,France,46.227638,2.213749,GPE,The feeling made her all the more determined to return to France,102
558,Sainte-C,25.6479292,-100.2897048,FAC,"She pictured the people she had left behind at Sainte-C,cile: Albert, young Bertrand, beautiful Genevieve, and the others dead or captured",103
639,north London,51.5073509,-0.1277583,GPE,"By the time they reached the north London suburbs it was full daylight, and the special people of the early morning were out and about: postmen and milkmen making their deliveries, train drivers and bus conductors walking to work",104
12,Baker Street,35.4775936,-97.51853589999999,FAC,She woke up when the car turned into Baker Street,105
483,Portman Square,51.5161838,-0.1558333,FAC,"The car turned into Portman Square and stopped outside Orchard Court, an apartment building",106
416,Orchard Court,42.6457616,-87.846862,FAC,"The car turned into Portman Square and stopped outside Orchard Court, an apartment building",107
340,London,51.5073509,-0.1277583,GPE,"Much decorated in the First World War, he had become a rabble-rousing labor organizer in the twenties, and was a veteran of the 1936 Battle of Cable Street, when Cockneys attacked Fascists who were trying to march through a Jewish neighborhood in London’s East End",108
559,Sainte-C,25.6479292,-100.2897048,FAC,"She told him what had happened in the square at Sainte-C,cile",109
95,England,52.3555177,-1.1743197,GPE,"In May 1940 she had been in England, visiting her mother, and Michel had been in the army, like most able-bodied young Frenchmen, so the fall of France had left them stranded in different countries",110
136,France,46.227638,2.213749,GPE,"In May 1940 she had been in England, visiting her mother, and Michel had been in the army, like most able-bodied young Frenchmen, so the fall of France had left them stranded in different countries",111
112,Europe,54.5259614,15.2551187,LOC,"“If the invasion fails, we’ve lost Europe",112
492,Reims,49.258329,4.031696,FAC,"“If I had a few weeks, I might put together a team from women in half a dozen different Resistance circuits, but it would take too long to find them and get them to Reims",113
493,Reims,49.258329,4.031696,FAC,".” “All right, what about the French people inside? The telephone operators are local women, aren’t they?” “Some are local, but most are brought in from Reims by bus",114
40,Britain,55.378051,-3.435973,GPE,"God knows, there were plenty of fools in Britain who thought Hitler offered the kind of strong modernizing government we all needed-although you don’t hear much from those people nowadays",115
137,France,46.227638,2.213749,GPE,Percy had not been to occupied France,116
138,France,46.227638,2.213749,GPE,You’ve had contact with most of the Resistance circuits in northern France,117
139,France,46.227638,2.213749,GPE,"commander of the 21st Army Group, which was about to invade France, had set up improvised headquarters in west London, at a school whose pupils had been evacuated to safer accommodation in the countryside",118
716,west London,51.5073509,-0.1277583,GPE,"commander of the 21st Army Group, which was about to invade France, had set up improvised headquarters in west London, at a school whose pupils had been evacuated to safer accommodation in the countryside",119
36,Boston,42.3600825,-71.0588801,GPE,"Paul Chancellor from Boston, Massachusetts, thought it was bullshit",120
392,Massachusetts,42.4072107,-71.3824374,GPE,"Paul Chancellor from Boston, Massachusetts, thought it was bullshit",121
140,France,46.227638,2.213749,GPE,"He had been with the Office of Strategic Services, the American secret agency, and had served under cover in France and French-speaking North Africa",122
411,North Africa,26.0197776,32.277834,GPE,"He had been with the Office of Strategic Services, the American secret agency, and had served under cover in France and French-speaking North Africa",123
429,Paris,48.856614,2.3522219,GPE,"(As a child he had lived in Paris, where Pa was military attach, at the U",124
417,Pa,41.2033216,-77.1945247,GPE,"(As a child he had lived in Paris, where Pa was military attach, at the U",125
677,the U.S. Embassy,45.4278901,-75.6958523,FAC,"(As a child he had lived in Paris, where Pa was military attach, at the U.SEmbassy",126
390,Marseilles,43.296482,5.36978,GPE,.) Paul had been wounded six months ago in a shoot-out with the Gestapo in Marseilles,127
393,Massachusetts,42.4072107,-71.3824374,GPE,"For one thing, he had paid his dues: in high school he had captained the side that won the Massachusetts championship, but he would never again kick a ball with his right foot",128
141,France,46.227638,2.213749,GPE,"“Well, F Section of SUE has more than a hundred agents in France-in fact, virtually all our people are over there,” Graves began",129
213,Germany,51.165691,10.451526,GPE,It’s an access node for the new cable route to Germany,130
25,Berlin,52.52000659999999,13.404954,GPE,Most of the telephone and telex traffic between the High Command in Berlin and German forces in France passes through that building,131
142,France,46.227638,2.213749,GPE,Most of the telephone and telex traffic between the High Command in Berlin and German forces in France passes through that building,132
214,Germany,51.165691,10.451526,GPE,Knocking it out wouldn’t do us much harm-we won’t be calling Germany-but would wreak havoc with the enemy’s communications,133
35,Bletchley,52.002175,-0.7501369999999999,GPE,“Thanks to our code breakers at Bletchley,134
582,Sainte-Cdcile,46.388197,4.6191829,FAC,Destroying the telephone exchange at Sainte-Cdcile would give the Allies a crucial advantage,135
143,France,46.227638,2.213749,GPE,She had survived under cover in France longer than anyone,136
144,France,46.227638,2.213749,GPE,"Her code name was Leopardess, and people said she moved around the streets of occupied France with the silent footsteps of a dangerous cat",137
494,Reims,49.258329,4.031696,FAC," CHAPTER 9 THE VAST, SOOTY bulk of the cathedral loomed over the center of Reims like a divine reproach",138
659,the Hotel Frankfort,44.6327896,-86.2416611,FAC,"Dieter Franck’s sky-blue Hispano-Suiza pulled up at midday outside the Hotel Frankfort, taken over by the German occupiers",139
560,Sainte-C,25.6479292,-100.2897048,FAC,"Dieter told Lieutenant Hesse to drive to the chfteau at Sainte-C,cile and make sure the Gestapo were ready to cooperate",140
145,France,46.227638,2.213749,GPE,"“If the invasion is successful, and the Allies win back France, it will be the end for you and me",141
399,Montreal,45.5016889,-73.567256,GPE,I have a sister in Montreal,142
146,France,46.227638,2.213749,GPE,"“Did you mean the part about us separating, if the Germans leave France?” He put his arm around her shoulders and pulled her to him",143
252,Interrogation Center,32.9154857,-96.80248689999999,FAC,He found the door marked Interrogation Center and went in,144
495,Reims,49.258329,4.031696,FAC,"“You’re in your sixties, and you’ve probably lived in or around Reims all your life",145
691,the rue du Bois,45.5157791,-73.7089471,FAC,She has a house in the rue du Bois,146
63,Chatelle,45.35511409999999,-73.7176254,GPE,"“And when they leave?” They were picked up by plane in a field codenamed Champ de Pierre, actually a pasture near the village of Chatelle, Gaston revealed",147
341,London,51.5073509,-0.1277583,GPE,Dieter asked Gaston about liaison with London,148
342,London,51.5073509,-0.1277583,GPE,"Who had ordered the attack on the telephone exchange? Gaston explained that Flick-Major Clairet-was the circuit’s commanding officer, and she had brought orders from London",149
147,France,46.227638,2.213749,GPE,She has been all over northern France,150
148,France,46.227638,2.213749,GPE,"He wanted her in France, where he could catch her and interrogate her",151
660,the Hotel Frankfort,44.6327896,-86.2416611,FAC,"Outside the Hotel Frankfort, he did not so much park the car as abandon it",152
19,Bayswater,40.6067815,-73.7669075,GPE, CHAPTER 10 FLICK’S HOME WAS a bedsitter in a big old house in Bayswater,153
149,France,46.227638,2.213749,GPE,"She spent little time there, not for fear of bombs but because real life went on elsewhere-in France, at SOE headquarters, or at one of SOE’s training centers around the country",154
406,Nice,43.7101728,7.261953200000001,GPE,"There was little of her in the room: a photo of Michel playing a guitar, a shelf of Flaubert and Moliere in French, a watercolor of Nice she had painted at the age of fifteen",155
26,Berlin,52.52000659999999,13.404954,GPE,"Berlin had been bombed by a force of 1,500 planes last Wednesday, she read",156
324,Ladbroke Grove,51.5176117,-0.210149,GPE,The sun was setting over the elegant terraces of Ladbroke Grove,157
13,Baker Street,35.4775936,-97.51853589999999,FAC,.” She dressed quickly and took the Underground to Baker Street,158
484,Portman Square,51.5161838,-0.1558333,FAC,Percy was waiting for her in the flat in Portman Square,159
113,Europe,54.5259614,15.2551187,LOC,"If the invasion fails, we’ve lost Europe",160
226,Gloucestershire,51.8642112,-2.2380335,GPE,"“You came to our house in Gloucestershire once, actually",161
496,Reims,49.258329,4.031696,GPE,Your contact in Reims is a woman codenamed Bourgeoise,162
588,Sandy,40.5649781,-111.8389726,LOC,".” At a large country house in the village of Sandy, near the Tempsford airstrip, Brian would be dressed in French-style clothes and given the forged papers he needed to pass through Gestapo checkpoints and buy food",163
606,Tempsford,52.1705845,-0.2917975,GPE,".” At a large country house in the village of Sandy, near the Tempsford airstrip, Brian would be dressed in French-style clothes and given the forged papers he needed to pass through Gestapo checkpoints and buy food",164
583,Sainte-Cdcile,46.388197,4.6191829,FAC,"If the man you saw in the square at Sainte-Cdcile should happen to be among them, I’d be interested to know his name",165
85,Cologne,50.937531,6.9602786,GPE,"1930 Waltraud Loewe, 1 son 1 dtr; Superintendent, Criminal Investigation Department, Cologne police, to 1940; Major, Intelligence Section, Afrika Korps, to? A star of Rommel’s intelligence staff this officer is said to be a skilled interrogator and a ruthless torturer",166
86,Cologne,50.937531,6.9602786,GPE,"The fact that he had a family in Cologne did not prevent his having a mistress in France, it seemed",167
150,France,46.227638,2.213749,GPE,"The fact that he had a family in Cologne did not prevent his having a mistress in France, it seemed",168
14,Baker Street,35.4775936,-97.51853589999999,FAC,"“He went to number sixty-four Baker Street, and they sent him here",169
400,Monty,45.8121546,-72.4380157,FAC,Then she remembered the arrogant major who had been so rude to her this morning at Monty’s headquarters,170
91,Downing Street,42.4726433,-82.8957587,FAC,A Downing Street aide took the chair,171
497,Reims,49.258329,4.031696,FAC,"They would be dropped near Reims on Friday night, and enter the chfteau on Saturday evening or Sunday",172
383,London Bridge,34.4711349,-114.3489239,FAC,She crossed the river at London Bridge,173
32,Bermondsey,51.49226549999999,-0.0652005,GPE,"Her motorbike roared through the bomb-ravaged wharves and tenements of Bermondsey and Rotherhithe; then she took the Old Kent Road, traditional route of pilgrims, toward Canterbury",174
49,Canterbury,51.280233,1.0789089,GPE,"Her motorbike roared through the bomb-ravaged wharves and tenements of Bermondsey and Rotherhithe; then she took the Old Kent Road, traditional route of pilgrims, toward Canterbury",175
254,Italy,41.87194,12.56738,GPE,"The baron himself, William, was in Italy, fighting his way toward Rome with the Eighth Army, Flick knew",176
545,Rome,41.9027835,12.4963655,GPE,"The baron himself, William, was in Italy, fighting his way toward Rome with the Eighth Army, Flick knew",177
407,Nice,43.7101728,7.261953200000001,GPE,"Every February, Flick and her ma had accompanied the family to their villa in Nice, which was where Flick had learned French",178
151,France,46.227638,2.213749,GPE,.” “I hope you’re not thinking of taking her to France with you,179
152,France,46.227638,2.213749,GPE,".” “Ma, hush! Who said anything about going to France?” “I suppose it’s because she’s so handy with a gun",180
255,Italy,41.87194,12.56738,GPE,“What’s the matter?” “I’m rotting away in the English countryside while my brother’s conquering Italy,181
231,Hampshire,51.05769480000001,-1.3080629,GPE,She took a scratch pad from her blouse and wrote down an address in Hampshire,182
625,Waterloo,42.492786,-92.34257749999999,GPE,You get the train from Waterloo to Brockenhurst,183
692,the rue du Bois,45.5157791,-73.7089471,FAC,"The woman codenamed Bourgeolse, with her house in the rue du Bois, could be his way into the heart of the French Resistance",184
693,the rue du Bois,45.5157791,-73.7089471,FAC,"Sir, I went to the town hall to check out the address in the rue du Bois",185
322,La Roche-Guyon,49.080652,1.629129,FAC,He consulted his notebook and gave the hotel operator Rommel’s number in La Roche-Guyon,186
655,the Field Marshal,32.852688,-96.958238,FAC,I thought the Field Marshal might like to know that,187
6,Atlantic,36.192442,-95.893333,LOC,"“We’re trying to defend the entire Atlantic coastline with a handful of soldiers, and you’re surrounded by able-bodied men who have nothing better to do than track down scared old Jews hiding in barns",188
561,Sainte-C,25.6479292,-100.2897048,FAC,"With a sigh, he jiggled the rest and placed a call to the chfteau at Sainte-C,cile",189
418,Pacific,-8.783195,-124.508523,LOC,He learned that the first-ever tank battle in the Pacific theater had developed yesterday on the island of Biak,190
34,Biak,-1.0381022,135.9800848,GPE,He learned that the first-ever tank battle in the Pacific theater had developed yesterday on the island of Biak,191
0,America,37.09024,-95.712891,GPE,“I helped him escape to America,192
694,the rue du Bois,45.5157791,-73.7089471,FAC,"Hans took the wheel, and they headed for the rue du Bois",193
430,Paris,48.856614,2.3522219,GPE,"Dieter loved champagne in all its forms: the nutty older vintages, the fresh, light, nonvintage cuv,es, the refined blanc de blancs, the demi-sec dessert varieties, even the playful pink beloved of Paris courtesans",194
611,The rue du Bois,45.5157791,-73.7089471,FAC,The rue du Bois was a pleasant tree-lined street on the outskirts of town,195
536,Reims cathedral,49.2538592,4.0340419,FAC,There was a piano under a dust cover and an engraving of Reims cathedral on the wall,196
634,china,35.86166,104.195397,GPE,"The mantelpiece bore a selection of ornaments: a spun-glass swan, a china flower girl, a transparent globe containing a model of the palace at Versailles, and three wooden camels",197
621,Versailles,48.8048649,2.1203554,GPE,"The mantelpiece bore a selection of ornaments: a spun-glass swan, a china flower girl, a transparent globe containing a model of the palace at Versailles, and three wooden camels",198
498,Reims,49.258329,4.031696,GPE,"“Were you born in Reims, Mademoiselle?” “Yes",199
15,Baker Street,35.4775936,-97.51853589999999,FAC,"He went to Baker Street early, but Percy Thwaite was already there, sitting in his office, puffing his pipe and staring at six boxes of files",200
45,Cairo,30.0444196,31.2357116,GPE,"“David’s out in Cairo,” he said",201
613,Tobruk,32.0681759,23.941751,GPE,"“We had some bad moments during the desert war, especially after Rommel reached Tobruk, but now, of course, he’s well out of the line of fire, and I must say I’m glad",202
343,London,51.5073509,-0.1277583,GPE,The other two were in London,203
239,Holloway,36.1765531,-95.8135477,FAC,"Ruby Romain, unfortunately, was in His Majesty’s Prison for Women at Holloway, three miles north of Baker Street, awaiting trial for murder",204
16,Baker Street,35.4775936,-97.51853589999999,FAC,"Ruby Romain, unfortunately, was in His Majesty’s Prison for Women at Holloway, three miles north of Baker Street, awaiting trial for murder",205
562,Sainte-C,25.6479292,-100.2897048,FAC,"It was Simon Fortescue, the pinstriped spook from MI6 who had blamed SOE for the failure at Sainte-C,cile",206
344,London,51.5073509,-0.1277583,GPE,“It’s an airfield in the north London suburbs,207
153,France,46.227638,2.213749,GPE,"He had noticed that she spoke with a south of France accent, so he said, “Where are you from?” “I was born in Marseilles",208
391,Marseilles,43.296482,5.36978,GPE,"He had noticed that she spoke with a south of France accent, so he said, “Where are you from?” “I was born in Marseilles",209
