,lugares,LAT_google,LON_google,labels,Quotes,Position
15,Belgium,50.503887,4.469936,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",17
303,France,46.227638,2.213749,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",18
163,Denmark,56.26392,9.501785,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",19
471,Norway,60.47202399999999,8.468945999999999,GPE,"“The Nazis control Europe: Austria, Czechoslovakia, Holland, Belgium, France, Denmark, Norway",20
387,Italy,41.87194,12.56738,GPE,"Italy is an ally, Spain is sympathetic, Sweden is neutral, and they have a pact with the Soviet Union",21
535,Spain,40.46366700000001,-3.74922,GPE,"Italy is an ally, Spain is sympathetic, Sweden is neutral, and they have a pact with the Soviet Union",22
568,Sweden,60.12816100000001,18.643501,GPE,"Italy is an ally, Spain is sympathetic, Sweden is neutral, and they have a pact with the Soviet Union",23
687,the Soviet Union,47.5042356,-122.0209591,GPE,"Italy is an ally, Spain is sympathetic, Sweden is neutral, and they have a pact with the Soviet Union",24
75,Continent,37.747098,-97.22919800000001,LOC,We have no military forces on the Continent,25
381,Hollywood,34.0928092,-118.3286614,GPE,"Late at night, after all the memoranda had been dictated, the cables sent, the reports annotated, and the minutes initialed, when he was too worried and angry and tense to sleep, Churchill would sit in one of the large VIP seats in the front row with a glass of brandy and lose himself in the latest enchantment from Hollywood",26
418,London,51.5073509,-0.1277583,GPE,"London was blacked out, but a crescent moon gave enough light for them to find their way",27
633,crescent moon,37.0456898,-112.5266315,LOC,"London was blacked out, but a crescent moon gave enough light for them to find their way",28
383,Horse Guards Parade,51.5046308,-0.128348,FAC,"They walked side by side a few yards along Horse Guards Parade to Number One, Storey’s Gate",29
567,Storey’s Gate,51.50039839999999,-0.1296283,FAC,"They walked side by side a few yards along Horse Guards Parade to Number One, Storey’s Gate",30
449,Morlunde,57.32104990000001,15.8635239,GPE,"  On the last day of May 1941, a strange vehicle was seen on the streets of Morlunde, a city on the west coast of Denmark",31
164,Denmark,56.26392,9.501785,GPE,"  On the last day of May 1941, a strange vehicle was seen on the streets of Morlunde, a city on the west coast of Denmark",32
450,Morlunde,57.32104990000001,15.8635239,GPE,"You could sometimes hear good jazz in Morlunde, perhaps because it was an international port, visited by sailors from all over the world",33
642,the Club Hot,34.5148314,-93.05396189999999,FAC,"But when Harald drove up outside the Club Hot, in the heart of the dockside district, its door was closed and its windows shuttered",34
165,Denmark,56.26392,9.501785,GPE,"The occupying power ruled Denmark with a light hand, but allthe same, few people openly insulted the Nazis",35
497,Sande,26.4829154,-80.06562459999999,GPE,"His father was pastor of the church on Sande, a small island a couple of miles offshore",36
76,Copenhagen,55.6760968,12.5683372,GPE,"In Copenhagen, people read it openly on trains and streetcars",37
166,Denmark,56.26392,9.501785,GPE,"Denmark produced millions of pounds of butter every year, but almost all of it was now sent to Germany, and Danes had trouble getting any",38
315,Germany,51.165691,10.451526,GPE,"Denmark produced millions of pounds of butter every year, but almost all of it was now sent to Germany, and Danes had trouble getting any",39
481,Olufsens,33.5573141,-111.899683,GPE,"Despite their rivalry, the Olufsens and the Flemmings were on speaking terms: all members of the Flemming family came to church every Sunday and sat together at the front",40
77,Copenhagen,55.6760968,12.5683372,GPE,"Peter now lived in Copenhagen but had come home for the holiday weekend, Harald assumed",41
78,Copenhagen,55.6760968,12.5683372,GPE,"“This is not Copenhagen,” Peter intoned solemnly",42
333,Hamburg,53.5510846,9.9936819,GPE,".” The pastor’s sister had married a successful young Hamburg dentist who came to Sande on holiday, back in the twenties",43
498,Sande,26.4829154,-80.06562459999999,GPE,".” The pastor’s sister had married a successful young Hamburg dentist who came to Sande on holiday, back in the twenties",44
161,Dachau,48.2629984,11.4339022,GPE,"A year ago he had been arrested on suspicion of hoarding gold and sent to a special kind of prison, called aKonzentrazionslager,in the small Bavarian town of Dachau",45
79,Copenhagen,55.6760968,12.5683372,GPE,"The builders, a Copenhagen firm, had told everyone it was to be a new coastguard station",46
80,Copenhagen,55.6760968,12.5683372,GPE,"If Peter Flemming were part of the local force, he would make sure Harald suffered as much as possible; but he was based in Copenhagen, fortunately",47
81,Copenhagen,55.6760968,12.5683372,GPE,"Ten years older than Harald, he was a flying instructor with the Army Aviation Troops, based at the flying school near Copenhagen",48
167,Denmark,56.26392,9.501785,GPE,"Arne was engaged to an English girl whom he had not seen for more than a year, since the Germans had occupied Denmark",49
332,Gothenburg,57.70887,11.97456,GPE,I found an address for the British Consulate in Gothenburg,50
569,Sweden,60.12816100000001,18.643501,GPE,".” Danes were allowed to send letters to Sweden, which was neutral",51
419,London,51.5073509,-0.1277583,GPE,She might have been killed by a bomb in London,52
257,Easter,36.2680914,-95.7372468,LOC,"I met a girl at Easter, Birgit Claussen",53
258,Easter,36.2680914,-95.7372468,LOC,At Easter he preached about tolerance,54
82,Copenhagen,55.6760968,12.5683372,GPE,“Surely someone in Copenhagen must be starting a Resistance movement?” Arne shrugged,55
371,Hermia Mount,,,LOC," Hermia Mount looked with dismay at her lunch—two charred sausages, a dollop of runny mashed potato, and a mound of overcooked cabbage—and she thought with longing of a bar on the Copenhagen waterfront that served three kinds of herring with salad, pickles, warm bread, and lager beer",56
83,Copenhagen,55.6760968,12.5683372,GPE," Hermia Mount looked with dismay at her lunch—two charred sausages, a dollop of runny mashed potato, and a mound of overcooked cabbage—and she thought with longing of a bar on the Copenhagen waterfront that served three kinds of herring with salad, pickles, warm bread, and lager beer",57
168,Denmark,56.26392,9.501785,GPE,She had been brought up in Denmark,58
84,Copenhagen,55.6760968,12.5683372,GPE,"Hermia had worked in the British Embassy in Copenhagen, first as a secretary, later as assistant to a naval attaché who was in fact with MI6, the secret intelligence service",59
420,London,51.5073509,-0.1277583,GPE,"When her father died, and her mother returned to London, Hermia stayed on, partly because of her job, but mainly because she was engaged to a Danish pilot, Arne Olufsen",60
169,Denmark,56.26392,9.501785,GPE,"Then, on April 9, 1940, Hitler invaded Denmark",61
316,Germany,51.165691,10.451526,GPE,"Four anxious days later, Hermia and a group of British officials had left in a special diplomatic train that brought them through Germany to the Dutch frontier, from where they traveled through neutral Holland and on to London",62
379,Holland,52.132633,5.291265999999999,GPE,"Four anxious days later, Hermia and a group of British officials had left in a special diplomatic train that brought them through Germany to the Dutch frontier, from where they traveled through neutral Holland and on to London",63
421,London,51.5073509,-0.1277583,GPE,"Four anxious days later, Hermia and a group of British officials had left in a special diplomatic train that brought them through Germany to the Dutch frontier, from where they traveled through neutral Holland and on to London",64
170,Denmark,56.26392,9.501785,GPE,Now at the age of thirty Hermia was an intelligence analyst in chargeof MI6’s Denmark desk,65
422,London,51.5073509,-0.1277583,GPE,"Along with most of the service, she had been evacuated from its London headquarters at 54 Broadway, near Buckingham Palace, to Bletchley Park, a large country house on the edge of a village fifty miles north of the capital",66
69,Broadway,37.1465302,-94.47263339999999,FAC,"Along with most of the service, she had been evacuated from its London headquarters at 54 Broadway, near Buckingham Palace, to Bletchley Park, a large country house on the edge of a village fifty miles north of the capital",67
70,Buckingham Palace,51.501364,-0.14189,FAC,"Along with most of the service, she had been evacuated from its London headquarters at 54 Broadway, near Buckingham Palace, to Bletchley Park, a large country house on the edge of a village fifty miles north of the capital",68
31,Bletchley Park,51.9976597,-0.7406863,FAC,"Along with most of the service, she had been evacuated from its London headquarters at 54 Broadway, near Buckingham Palace, to Bletchley Park, a large country house on the edge of a village fifty miles north of the capital",69
423,London,51.5073509,-0.1277583,GPE,"Hermia was glad to be escaping the Blitz, but she wished that by some miracle they could also have evacuated one of London’s charming little Italian or French restaurants, so that she would have something to eat",70
443,Mediterranean,34.5531284,18.0480105,LOC,The British had just lost the Mediterranean island of Crete,71
159,Crete,35.240117,24.8092691,GPE,The British had just lost the Mediterranean island of Crete,72
424,London,51.5073509,-0.1277583,GPE,"She asked him, “What department are you with?” “I work in London, actually",73
304,France,46.227638,2.213749,GPE,I’ve debriefed pilots who have been shot down over France and made their way home,74
171,Denmark,56.26392,9.501785,GPE,".” “What else did they tell you?” “That you’re bilingual in English and Danish—which is why you’re head of the Denmark desk, I presume",75
480,Old Bletchley,51.992294,-0.7473873,GPE,“Or to the Shoulder of Mutton Pub in Old Bletchley,76
32,Bletchley Park,51.9976597,-0.7406863,FAC,"She had seen such flimsy sheets before, here at Bletchley Park",77
172,Denmark,56.26392,9.501785,GPE,"“In Denmark, all schoolchildren learn German, and English and Latin as well",78
448,Miss Mount,37.0939858,-93.8195069,LOC,"“I saw him move in on Miss Mount,” said an older voice",79
425,London,51.5073509,-0.1277583,GPE,"The wide green lawn, with its cedar trees and swan pond, had been disfigured by huts thrown up in haste to accommodate the hundreds of staff from London",80
637,red brick,39.9375686,-82.9877777,FAC,"She crossed the park to the house, an ornate Victorian mansion built of red brick",81
85,Copenhagen,55.6760968,12.5683372,GPE,"On her desk, she found a package from Copenhagen",82
490,Poland,51.919438,19.145136,GPE,"After Hitler’s invasion of Poland, she had laid the foundations of a small spy network in Denmark",83
173,Denmark,56.26392,9.501785,GPE,"After Hitler’s invasion of Poland, she had laid the foundations of a small spy network in Denmark",84
174,Denmark,56.26392,9.501785,GPE,This achievement by Hermia—unique for a woman—had won her promotion to head of the Denmark desk,85
175,Denmark,56.26392,9.501785,GPE,"There was a batch of reports, already decrypted for her by the code room, on German military dispositions in Denmark: army bases on the central island of Fyn; naval traffic in the Kattegat, the sea that separated Denmark from Sweden; and the names of senior German officers in Copenhagen",86
310,Fyn,55.3290605,10.2352908,GPE,"There was a batch of reports, already decrypted for her by the code room, on German military dispositions in Denmark: army bases on the central island of Fyn; naval traffic in the Kattegat, the sea that separated Denmark from Sweden; and the names of senior German officers in Copenhagen",87
176,Denmark,56.26392,9.501785,GPE,"There was a batch of reports, already decrypted for her by the code room, on German military dispositions in Denmark: army bases on the central island of Fyn; naval traffic in the Kattegat, the sea that separated Denmark from Sweden; and the names of senior German officers in Copenhagen",88
570,Sweden,60.12816100000001,18.643501,GPE,"There was a batch of reports, already decrypted for her by the code room, on German military dispositions in Denmark: army bases on the central island of Fyn; naval traffic in the Kattegat, the sea that separated Denmark from Sweden; and the names of senior German officers in Copenhagen",89
86,Copenhagen,55.6760968,12.5683372,GPE,"There was a batch of reports, already decrypted for her by the code room, on German military dispositions in Denmark: army bases on the central island of Fyn; naval traffic in the Kattegat, the sea that separated Denmark from Sweden; and the names of senior German officers in Copenhagen",90
177,Denmark,56.26392,9.501785,GPE," The underground press was, so far, the only sign of resistance to the Nazis in Denmark",91
317,Germany,51.165691,10.451526,GPE,"She glanced through it, reading an indignant article which claimed there was a shortage of butter because all of it was sent to Germany",92
178,Denmark,56.26392,9.501785,GPE,"The package had been smuggled out of Denmark to a go-between in Sweden, who passed it to the MI6 man at the British Legation in Stockholm",93
571,Sweden,60.12816100000001,18.643501,GPE,"The package had been smuggled out of Denmark to a go-between in Sweden, who passed it to the MI6 man at the British Legation in Stockholm",94
545,Stockholm,59.32932349999999,18.0685808,GPE,"The package had been smuggled out of Denmark to a go-between in Sweden, who passed it to the MI6 man at the British Legation in Stockholm",95
546,Stockholm,59.32932349999999,18.0685808,GPE,With the package was a note from the go-between saying he had also passed a copy ofRealityto the Reuters wire service in Stockholm,96
73,Chelsea,36.5402086,-95.439145,GPE,Margaret Mount lived in a small house in Chelsea,97
26,Bletchley,52.002175,-0.7501369999999999,GPE,Today the two had come by train to Bletchley to inspect Hermia’s lodgings,98
369,Hermia,49.115738,-117.721605,GPE,Today the two had come by train to Bletchley to inspect Hermia’s lodgings,99
547,Stockholm,59.32932349999999,18.0685808,GPE,"I wrote to him via the British Legation in Stockholm, and they forwarded the letter, but I never heard back, so I don’t know whether he got it",100
179,Denmark,56.26392,9.501785,GPE,"If Freya was a machine, and the Germans were using it to defend their borders, it might well be in Denmark",101
180,Denmark,56.26392,9.501785,GPE,"The library, at one time the finest in Denmark, was a separate building as large as the church",102
14,Baghdad,33.315241,44.3660671,GPE,“The British have entered Baghdad,103
61,Britain,55.378051,-3.435973,GPE,"“Go to your rooms and destroy anything that might indicate opposition to the Nazis or sympathy with Britain,” he had said",104
87,Copenhagen,55.6760968,12.5683372,GPE,"The school was in a village outside Copenhagen, and it was a year before they saw any Germans",105
181,Denmark,56.26392,9.501785,GPE,Denmark had surrendered within twenty-four hours,106
88,Copenhagen,55.6760968,12.5683372,GPE,"King Christian X rode out on horseback most days, showing himself to the people on the streets of Copenhagen, but it seemed an empty gesture",107
182,Denmark,56.26392,9.501785,GPE,"“Denmark has proved that a partial loss of independence, due to the exigencies of war, need not necessarily lead to undue hardship and strife",108
472,Norway,60.47202399999999,8.468945999999999,GPE,"“Sir, Norway was invaded on the same day as Denmark, but the Norwegians fought for two months",109
183,Denmark,56.26392,9.501785,GPE,"“Sir, Norway was invaded on the same day as Denmark, but the Norwegians fought for two months",110
473,Norway,60.47202399999999,8.468945999999999,GPE,"“Norway is a land of mountains and fjords, difficult to conquer,” he said, bringing his military expertise to bear",111
184,Denmark,56.26392,9.501785,GPE,“Denmark is a flat country with a good road system—impossible to defend against a large motorized army,112
185,Denmark,56.26392,9.501785,GPE,".” “Sir, don’t you think Herr Hitler’s philosophy of national pride and racial purity could be beneficial if adopted here in Denmark?” Woldemar Borr was the son of a prominent Danish Nazi",113
318,Germany,51.165691,10.451526,GPE,“But Germany and Denmark are different countries,114
186,Denmark,56.26392,9.501785,GPE,“But Germany and Denmark are different countries,115
305,France,46.227638,2.213749,GPE,"If Duchwitz thinks our parliament is useless, he should compare our circumstances with those prevailing in France",116
334,Hamburg,53.5510846,9.9936819,GPE,“Will you advise friendly cooperation then?” “And why should they come for Duchwitz?” “The same reason they came for my uncle in Hamburg—because he’s a Jew,117
89,Copenhagen,55.6760968,12.5683372,GPE,He went into the little kitchen of their Copenhagen apartment and turned on the radio,118
90,Copenhagen,55.6760968,12.5683372,GPE,"He was a detective-inspector in the security unit, a section of the Copenhagen criminal investigation department whose job was to keep tabs on union organizers, communists, foreigners, and other potential troublemakers",119
306,France,46.227638,2.213749,GPE,"Juel’s liaison with the occupying power was General Walter Braun, a career soldier who had lost a lung in the battle of France",120
187,Denmark,56.26392,9.501785,GPE,Braun’s aim was to keep Denmark tranquil at all costs,121
572,Sweden,60.12816100000001,18.643501,GPE,Recently Peter had learned that copies ofRealitywere being smuggled to Sweden,122
17,Berlin,52.52000659999999,13.404954,GPE,"Last night, a Swedish detective who was a personal friend of Peter’s had called to say he thought the paper was being carried on a Lufthansa flight from Berlin to Stockholm that stopped at Copenhagen",123
548,Stockholm,59.32932349999999,18.0685808,GPE,"Last night, a Swedish detective who was a personal friend of Peter’s had called to say he thought the paper was being carried on a Lufthansa flight from Berlin to Stockholm that stopped at Copenhagen",124
91,Copenhagen,55.6760968,12.5683372,GPE,"Last night, a Swedish detective who was a personal friend of Peter’s had called to say he thought the paper was being carried on a Lufthansa flight from Berlin to Stockholm that stopped at Copenhagen",125
624,Whitsun,45.55951839999999,-80.3969211,GPE,"On their Whitsun visit to Sande, Peter’s father had tried to persuade him to put Inge into a private nursing home",126
499,Sande,26.4829154,-80.06562459999999,GPE,"On their Whitsun visit to Sande, Peter’s father had tried to persuade him to put Inge into a private nursing home",127
695,the Tivoli Garden,55.6736841,12.5681471,FAC,".” “Don’t you realize that I have a very demanding job? You’ve got nothing on your mind more important than walking with boys in the Tivoli Garden—yet you can’t even get to work on time!” She looked nervously at his gun in the shoulder holster, as if she was afraid he was going to shoot her",128
92,Copenhagen,55.6760968,12.5683372,GPE,"He was greeted by Detective Constable Tilde Jespersen, one of a handful of women in the Copenhagen force",129
188,Denmark,56.26392,9.501785,GPE,"It was the same story in each newspaper, Peter saw: an account of the butter shortage in Denmark, blaming the Germans for taking it all",130
412,Koge Bay,55.45752599999999,12.1821809,LOC,"You might imagine, from his manner, that it was he, not his famous ancestor, who had defeated the Swedish navy at the battle of Koge Bay",131
189,Denmark,56.26392,9.501785,GPE,"Braun said, “That might have been acceptable when their activities were confined to Denmark",132
18,Berlin,52.52000659999999,13.404954,GPE,But this story has gone all over the world!Berlin is furious,133
549,Stockholm,59.32932349999999,18.0685808,GPE,"“All these American newspapers got the story from the Reuters wire service, which picked it up in Stockholm",134
573,Sweden,60.12816100000001,18.643501,GPE,I believe theRealitynewspaper is being smuggled out to Sweden,135
574,Sweden,60.12816100000001,18.643501,GPE,His information from Sweden could be wrong,136
634,earth,37.2321077,-95.7243335,LOC,"However, Braun was right here in front of him, pawing the earth and champing at the bit, and this was not the moment to equivocate",137
550,Stockholm,59.32932349999999,18.0685808,GPE,Last night I spoke to a detective friend in Stockholm who has been discreetly asking questions at the wire service office,138
19,Berlin,52.52000659999999,13.404954,GPE,He thinks the newspaper comes on the Lufthansa flight from Berlin to Stockholm that stops here,139
551,Stockholm,59.32932349999999,18.0685808,GPE,He thinks the newspaper comes on the Lufthansa flight from Berlin to Stockholm that stops here,140
93,Copenhagen,55.6760968,12.5683372,GPE,"“So if we search every passenger boarding the flight here in Copenhagen, we should find the latest edition",141
402,Kastrup,55.6180236,12.6507628,LOC,I’ll go alone to Kastrup aerodrome to make arrangements quietly,142
9,Amager,55.6107703,12.6051632,GPE,"He drove out of the city and across a bridge to the island of Amager, where Kastrup aerodrome was located",143
403,Kastrup,55.6180236,12.6507628,LOC,"He drove out of the city and across a bridge to the island of Amager, where Kastrup aerodrome was located",144
552,Stockholm,59.32932349999999,18.0685808,GPE,"“There will be a special security check on the Lufthansa flight to Stockholm today,” he said",145
20,Berlin,52.52000659999999,13.404954,GPE,"Peter said, “Is the flight coming in on time from Berlin?” “Yes",146
190,Denmark,56.26392,9.501785,GPE,It would simplify Peter’s task if he had to search only those passengers joining the flight in Denmark,147
404,Kastrup,55.6180236,12.6507628,GPE,“I want you to call the pilot and say that no one will be permitted to deplane at Kastrup today,148
21,Berlin,52.52000659999999,13.404954,GPE,"This morning there were scheduled flights to Berlin, Hamburg, the Norwegian capital of Oslo, the southern Swedish city of Malmö, and the Danish holiday island of Bornholm, so he could not be sure which of the passengers were destined for Stockholm",149
335,Hamburg,53.5510846,9.9936819,GPE,"This morning there were scheduled flights to Berlin, Hamburg, the Norwegian capital of Oslo, the southern Swedish city of Malmö, and the Danish holiday island of Bornholm, so he could not be sure which of the passengers were destined for Stockholm",150
483,Oslo,59.9138688,10.7522454,GPE,"This morning there were scheduled flights to Berlin, Hamburg, the Norwegian capital of Oslo, the southern Swedish city of Malmö, and the Danish holiday island of Bornholm, so he could not be sure which of the passengers were destined for Stockholm",151
442,Malmö,41.2661152,-96.7222503,GPE,"This morning there were scheduled flights to Berlin, Hamburg, the Norwegian capital of Oslo, the southern Swedish city of Malmö, and the Danish holiday island of Bornholm, so he could not be sure which of the passengers were destined for Stockholm",152
36,Bornholm,55.160428,14.8668836,GPE,"This morning there were scheduled flights to Berlin, Hamburg, the Norwegian capital of Oslo, the southern Swedish city of Malmö, and the Danish holiday island of Bornholm, so he could not be sure which of the passengers were destined for Stockholm",153
553,Stockholm,59.32932349999999,18.0685808,GPE,"This morning there were scheduled flights to Berlin, Hamburg, the Norwegian capital of Oslo, the southern Swedish city of Malmö, and the Danish holiday island of Bornholm, so he could not be sure which of the passengers were destined for Stockholm",154
554,Stockholm,59.32932349999999,18.0685808,GPE,"While he was asking the Stockholm passengers to come forward, Peter went to a pay phone, called Tilde, and told her all was ready for the raid",155
612,Varde,44.974008,-93.272505,GPE,"When they were assembled in Varde’s office, Peter revealed his identity",156
22,Berlin,52.52000659999999,13.404954,GPE,The flight from Berlin was due now,157
707,the white silk,37.267555,-121.947383,FAC,He pushed its point into the lining of the old lady’s expensive luggage and tore a ragged gash in the white silk,158
94,Copenhagen,55.6760968,12.5683372,GPE, The brown envelope contained the catalogue of a Copenhagen glassware factory,159
409,Kirstenslot,55.6627965,12.5813077,GPE, An old-fashioned carriage drawn by two horses picked up Harald Olufsen and Tik Duchwitz at the railway station in Tik’s home village of Kirstenslot,160
345,Harald,42.3629322,-71.0686461,GPE,At the far end of a half-mile drive Harald saw a fairy-tale castle with battlements and turrets,161
191,Denmark,56.26392,9.501785,GPE,There were hundreds of castles in Denmark,162
319,Germany,51.165691,10.451526,GPE,"“Sir, aren’t you worried about what the Nazis might do to you? We know how badly Jews are treated in Germany and Poland",163
491,Poland,51.919438,19.145136,GPE,"“Sir, aren’t you worried about what the Nazis might do to you? We know how badly Jews are treated in Germany and Poland",164
192,Denmark,56.26392,9.501785,GPE,"But Denmark is not Germany, and the Germans seem to regard us as Danes first and Jews second",165
320,Germany,51.165691,10.451526,GPE,"But Denmark is not Germany, and the Germans seem to regard us as Danes first and Jews second",166
575,Sweden,60.12816100000001,18.643501,GPE,"I suppose I could make a business trip to Sweden, then apply for a visa to the United States",167
701,the United States,37.09024,-95.712891,GPE,"I suppose I could make a business trip to Sweden, then apply for a visa to the United States",168
441,Lutheran,37.06250000000001,-95.677068,GPE,He really could not inflict inspirational Lutheran hymns on a cultured Jewish family,169
500,Sande,26.4829154,-80.06562459999999,GPE,Last year I worked as a laborer at a building site on Sande,170
372,Hermia Mount,,,LOC, Hermia Mount was about to get the sack,171
405,Kastrup,55.6180236,12.6507628,GPE,Two Danes working for MI6 had been arrested at Kastrup aerodrome,172
95,Copenhagen,55.6760968,12.5683372,GPE,Men were risking their lives to send her photographs of Copenhagen harbor with nothing much happening,173
193,Denmark,56.26392,9.501785,GPE,"The more she thought about it, the more likely it seemed that the key to the problem could lie in Denmark",174
321,Germany,51.165691,10.451526,GPE,The Danish west coast seemed the ideal location for a warning station designed to detect bombers approaching Germany,175
194,Denmark,56.26392,9.501785,GPE,And there was no one else in MI6 who had her ground-level knowledge of Denmark,176
33,Bletchley Park,51.9976597,-0.7406863,FAC,His office was a bedroom in the old house of Bletchley Park,177
576,Sweden,60.12816100000001,18.643501,GPE,"Sweden, being a neutral country, was not under his control",178
555,Stockholm,59.32932349999999,18.0685808,GPE,"She crossed her legs and went on, “I think the Swedish go-between has been passing copies of the illegal newspapers to Reuters in Stockholm, and this may have alerted the Germans",179
195,Denmark,56.26392,9.501785,GPE,“Then we’ll need a new way of getting information out of Denmark,180
260,Elsinore,33.6680772,-117.3272615,GPE,"“Fortunately we have set up a fallback option, using the boat train that crosses from Elsinore in Denmark to Helsingborg in Sweden",181
196,Denmark,56.26392,9.501785,GPE,"“Fortunately we have set up a fallback option, using the boat train that crosses from Elsinore in Denmark to Helsingborg in Sweden",182
368,Helsingborg,56.0464674,12.6945121,GPE,"“Fortunately we have set up a fallback option, using the boat train that crosses from Elsinore in Denmark to Helsingborg in Sweden",183
577,Sweden,60.12816100000001,18.643501,GPE,"“Fortunately we have set up a fallback option, using the boat train that crosses from Elsinore in Denmark to Helsingborg in Sweden",184
252,Downing Street,40.6838718,-73.9609311,FAC,.” “The gentleman who came here from Downing Street last week seemed to think otherwise,185
197,Denmark,56.26392,9.501785,GPE,She had found out the name of the long-distance aircraft detection system—radar—but it was clear Woodie would not let her investigate whether the Germans had such a system in Denmark,186
610,Trafalgar Square,51.508039,-0.128069,FAC,.” She met Digby Hoare in Trafalgar Square,187
461,Nelson’s Column,45.5081964,-73.5538417,FAC,She stood at the foot of Nelson’s Column and watched him cross the road from Whitehall,188
621,Whitehall,51.5049822,-0.1265712,GPE,She stood at the foot of Nelson’s Column and watched him cross the road from Whitehall,189
534,Soho,40.723301,-74.0029883,GPE,"They shook hands, then walked toward Soho",190
702,the West End,29.7398525,-95.4704787,GPE,"It was a warm summer evening, and the West End of London was busy, its pavements thronged with people heading for theaters, cinemas, bars, and restaurants",191
426,London,51.5073509,-0.1277583,GPE,"It was a warm summer evening, and the West End of London was busy, its pavements thronged with people heading for theaters, cinemas, bars, and restaurants",192
198,Denmark,56.26392,9.501785,GPE,"As soon as they had ordered, she said, “I want to use my agents in Denmark to find out whether the Germans have radar",193
199,Denmark,56.26392,9.501785,GPE,"“Just the same, it seems likely that some of this machinery is in Denmark",194
530,Scandinavia,62.27864750000001,12.3401709,LOC,.” “It would be a logical place—and the code name ‘Freya’ suggests Scandinavia,195
27,Bletchley,52.002175,-0.7501369999999999,GPE,.” Welwyn was a small town between Bletchley and London,196
427,London,51.5073509,-0.1277583,GPE,.” Welwyn was a small town between Bletchley and London,197
200,Denmark,56.26392,9.501785,GPE,.” “When did you experience all this? There aren’t many Nazis in Denmark,198
23,Berlin,52.52000659999999,13.404954,GPE,.” “I spent a year in Berlin in the thirties,199
474,Norway,60.47202399999999,8.468945999999999,GPE,"The first time she talked to him, in the bar of a ski hotel in Norway, she knew she had found what was missing in her life",200
603,Syria,34.80207499999999,38.996815,GPE,"An Allied army including British, Commonwealth, and Free French forces had invaded Syria",201
297,Europe,54.5259614,15.2551187,LOC,The conflict in Europe was all that really counted,202
487,Pimlico,39.3522557,-76.6744784,GPE,"They walked south, heading for her mother’s house in Pimlico, where Hermia was going to spend the night",203
536,St. James’s Park the,51.5024597,-0.1348109,GPE,As they were crossing St,204
25,Big Ben,35.209704,-80.86064809999999,GPE,"How could she enjoy kissing Digby when she loved Arne? As they passed Big Ben and Westminster Abbey, an air-raid warning put all such thoughts out of her mind",205
619,Westminster,39.8366528,-105.0372046,GPE,.” They hurried through Westminster into Pimlico,206
488,Pimlico,39.3522557,-76.6744784,GPE,.” They hurried through Westminster into Pimlico,207
255,East End,39.4471354,-83.8153239,LOC,"To Hermia’s horror, bombs started to fall nearby, although it was normally the industrial East End that was hardest hit",208
