,lugares,LAT_google,LON_google,labels,Quotes,Position
1156,Ávila,40.656685,-4.6812086,GPE,,39
1157,Ávila,40.656685,-4.6812086,GPE,,40
847,Spain,40.46366700000001,-3.74922,GPE,,41
1158,Ávila,40.656685,-4.6812086,GPE,,42
848,Spain,40.46366700000001,-3.74922,GPE,,43
1159,Ávila,40.656685,-4.6812086,GPE,,44
1160,Ávila,40.656685,-4.6812086,GPE,,45
1161,Ávila,40.656685,-4.6812086,GPE,,46
1162,Ávila,40.656685,-4.6812086,GPE,,47
1163,Ávila,40.656685,-4.6812086,GPE,,48
1164,Ávila,40.656685,-4.6812086,GPE,,49
1165,Ávila,40.656685,-4.6812086,GPE,,50
1166,Ávila,40.656685,-4.6812086,GPE,,51
650,Le llamo desde el,,,FAC,,52
1062,ocho,29.4307999,-98.4898631,GPE,,53
1167,Ávila,40.656685,-4.6812086,GPE,,54
1168,Ávila,40.656685,-4.6812086,GPE,,55
1169,Ávila,40.656685,-4.6812086,GPE,,56
1170,Ávila,40.656685,-4.6812086,GPE,,57
1171,Ávila,40.656685,-4.6812086,GPE,,58
211,Bilbao,43.2630126,-2.9349852,GPE,,59
1172,Ávila,40.656685,-4.6812086,GPE,,60
405,Guggenheim,40.7829796,-73.9589706,FAC,,61
212,Bilbao,43.2630126,-2.9349852,GPE,,62
243,Bollywood,34.150392,-118.44694,GPE,,63
213,Bilbao,43.2630126,-2.9349852,GPE,,64
214,Bilbao,43.2630126,-2.9349852,GPE,"Also, we have a brand-new story just now breaking! EDMOND KIRSCH SURPRISE ANNOUNCEMENT? Tech titans have flooded Bilbao, Spain, this evening to attend a VIP event hosted by futurist Edmond Kirsch at the Guggenheim Museum",65
849,Spain,40.46366700000001,-3.74922,GPE,,66
1090,the Guggenheim Museum,40.7829796,-73.9589706,FAC,,67
352,Europe,54.5259614,15.2551187,LOC, CHAPTER5 THE LARGEST SYNAGOGUEin Europe is located in Budapest on Dohány Street,68
252,Budapest,47.497912,19.040235,GPE,,69
295,Dohány Street,47.4977584,19.0686969,FAC,,70
436,Hungary,47.162494,19.5033041,GPE,,71
288,Danube,46.3108097,18.9257117,GPE,,72
296,Dohány Street,47.4977584,19.0686969,FAC,"He made his way past the boutiques and mysterious “ruin bars” of Dohány Street en route to his home on Marcius 15 Square, a stone’s throw from Elisabeth Bridge, which linked the ancient cities of Buda and Pest, which were formally united in 1873",73
708,Marcius 15 Square,47.4925346,19.0520118,FAC,"He made his way past the boutiques and mysterious “ruin bars” of Dohány Street en route to his home on Marcius 15 Square, a stone’s throw from Elisabeth Bridge, which linked the ancient cities of Buda and Pest, which were formally united in 1873",74
328,Elisabeth Bridge,47.4908824,19.0491978,FAC,,75
249,Buda,30.0817231,-97.8428927,GPE,,76
289,Danube,46.3108097,18.9257117,GPE,,77
267,Cambridge,52.2042666,0.1149085,GPE,,78
740,New York,40.7127753,-74.0059728,GPE,,79
1173,Ávila,40.656685,-4.6812086,GPE,,80
1174,Ávila,40.656685,-4.6812086,GPE,,81
1175,Ávila,40.656685,-4.6812086,GPE,,82
1176,Ávila,40.656685,-4.6812086,GPE,,83
298,Dubai,25.2048493,55.2707828,GPE,,84
985,Turing,37.4120482,-121.9001949,LOC,,85
652,London,51.5073509,-0.1277583,GPE,,86
215,Bilbao,43.2630126,-2.9349852,GPE,,87
246,Boston,42.3600825,-71.0588801,GPE,,88
142,Barcelona,36.0881056,-95.9241306,GPE,,89
658,Madrid,40.4167754,-3.7037902,GPE,,90
850,Spain,40.46366700000001,-3.74922,GPE,,91
724,Montserrat,16.742498,-62.187366,GPE,,92
659,Madrid,40.4167754,-3.7037902,GPE,.”  CHAPTER10 THE HOLY SEATof the Roman Catholic Archdiocese of Madrid—Catedral de la Almudena—is a robust neoclassical cathedral situated adjacent to Madrid’s Royal Palace,93
660,Madrid,40.4167754,-3.7037902,GPE,,94
783,Royal Palace,42.9657502,-71.44927229999999,FAC,,95
0,Almudena Cathedral,40.415651,-3.714552,FAC,,96
661,Madrid,40.4167754,-3.7037902,GPE,,97
1144,the Virgin of Almudena,40.415651,-3.714552,GPE,"Today, the Virgin of Almudena is the patron saint of Madrid, and pilgrims and tourists alike flock to mass at Almudena Cathedral for the privilege of praying before her likeness",98
662,Madrid,40.4167754,-3.7037902,GPE,,99
1,Almudena Cathedral,40.415651,-3.714552,FAC,,100
1132,the Royal Palace’s,34.1439677,-118.2547538,FAC,,101
406,Guggenheim,40.7829796,-73.9589706,FAC,,102
1177,Ávila,40.656685,-4.6812086,GPE,,103
1178,Ávila,40.656685,-4.6812086,GPE,,104
851,Spain,40.46366700000001,-3.74922,GPE,,105
1179,Ávila,40.656685,-4.6812086,GPE,,106
1180,Ávila,40.656685,-4.6812086,GPE,,107
1030,earth,37.2321077,-95.7243335,LOC,,108
1181,Ávila,40.656685,-4.6812086,GPE,,109
1182,Ávila,40.656685,-4.6812086,GPE,,110
1183,Ávila,40.656685,-4.6812086,GPE,,111
1184,Ávila,40.656685,-4.6812086,GPE,,112
1185,Ávila,40.656685,-4.6812086,GPE,,113
1186,Ávila,40.656685,-4.6812086,GPE,,114
1187,Ávila,40.656685,-4.6812086,GPE,,115
1188,Ávila,40.656685,-4.6812086,GPE,,116
1189,Ávila,40.656685,-4.6812086,GPE,,117
299,Dubai,25.2048493,55.2707828,GPE," CHAPTER11 THIRTY KILOMETERS UPthe coastline from Dubai’s glistening skyscrapers, man-made islands, and celebrity party villas lies the city of Sharjah—the ultraconservative Islamic cultural capital of the United Arab Emirates",118
838,Sharjah,25.3462553,55.4209317,GPE,,119
1136,the United Arab Emirates,23.424076,53.847818,GPE,,120
839,Sharjah,25.3462553,55.4209317,GPE,,121
840,Sharjah,25.3462553,55.4209317,GPE,,122
716,Miró,32.7905419,-96.80457779999999,GPE,,123
1016,Winston,32.8956509,-96.8107349,GPE,,124
300,Dubai,25.2048493,55.2707828,GPE,,125
709,Marhaba,40.3625976,-74.9438673,GPE,,126
710,Marhaba,40.3625976,-74.9438673,GPE,,127
1026,all Wi-Fi,40.7055953,-74.0139712,FAC,,128
986,U.S.,37.09024,-95.712891,GPE,,129
978,The Guardia Real,40.5225894,-3.7772348,FAC,,130
852,Spain,40.46366700000001,-3.74922,GPE,,131
853,Spain,40.46366700000001,-3.74922,GPE,,132
979,The Royal Palace,42.9657502,-71.44927229999999,FAC,,133
663,Madrid,40.4167754,-3.7037902,GPE,,134
854,Spain,40.46366700000001,-3.74922,GPE,,135
855,Spain,40.46366700000001,-3.74922,GPE,,136
447,Julián,33.0786552,-116.6019637,GPE,,137
376,Guardia,39.4652901,15.9998557,FAC,,138
856,Spain,40.46366700000001,-3.74922,GPE,,139
404,Guardia Real,42.3703863,-71.1130668,FAC,,140
1028,crescent moon,37.0456898,-112.5266315,LOC,,141
271,Caribbean,21.4691137,-78.6568942,LOC,,142
1190,Ávila,40.656685,-4.6812086,GPE,,143
1191,Ávila,40.656685,-4.6812086,GPE,,144
134,BUDAPEST,47.497912,19.040235,GPE,,145
407,Guggenheim,40.7829796,-73.9589706,GPE,,146
725,Montserrat,16.742498,-62.187366,GPE,,147
1137,the United Arab Emirates,23.424076,53.847818,GPE,,148
329,Emirates,33.9432419,-118.4085359,GPE,,149
350,Eros,29.6652083,-95.215302,GPE,,150
966,Stonehenge,30.07215799999999,-99.2485571,GPE,".” On the ceiling flashed images of Stonehenge, the Sumerian cuneiform tablets, and the Great Pyramids of Egypt",151
1085,the Great Pyramids,29.9792345,31.1342019,LOC,,152
312,Egypt,26.820553,30.802498,GPE,,153
1134,the Sistine Chapel,41.9029468,12.4544835,FAC,,154
1108,the Red Sea,20.280232,38.512573,LOC,,155
977,The Grishneshwar Temple,20.0248456,75.16987189999999,FAC,,156
1192,Ávila,40.656685,-4.6812086,GPE,,157
1193,Ávila,40.656685,-4.6812086,GPE,,158
1194,Ávila,40.656685,-4.6812086,GPE,,159
1195,Ávila,40.656685,-4.6812086,GPE,,160
1196,Ávila,40.656685,-4.6812086,GPE,,161
1197,Ávila,40.656685,-4.6812086,GPE,,162
1198,Ávila,40.656685,-4.6812086,GPE,,163
1199,Ávila,40.656685,-4.6812086,GPE,,164
6,Ambra,38.5803277,-90.2797659,GPE,,165
2,Almudena Cathedral,40.415651,-3.714552,FAC,,166
784,Royal Palace,42.9657502,-71.44927229999999,FAC,,167
857,Spain,40.46366700000001,-3.74922,GPE,,168
858,Spain,40.46366700000001,-3.74922,GPE,,169
859,Spain,40.46366700000001,-3.74922,GPE,,170
860,Spain,40.46366700000001,-3.74922,GPE,,171
726,Montserrat,16.742498,-62.187366,GPE,,172
135,Baghdad,33.315241,44.3660671,GPE,,173
136,Baghdad,33.315241,44.3660671,GPE,,174
1031,earth,37.2321077,-95.7243335,LOC,,175
641,Kitalpha,38.0111428,-84.5510068,FAC,,176
1032,earth,37.2321077,-95.7243335,LOC,,177
137,Baghdad,33.315241,44.3660671,GPE,,178
715,Middle Eastern,29.2985278,42.5509603,LOC,,179
138,Baghdad,33.315241,44.3660671,GPE,,180
861,Spain,40.46366700000001,-3.74922,GPE,,181
972,Texas,31.9685988,-99.9018131,GPE,,182
117,America,37.09024,-95.712891,GPE,,183
973,Texas,31.9685988,-99.9018131,GPE,,184
118,America,37.09024,-95.712891,GPE,,185
974,Texas,31.9685988,-99.9018131,GPE,,186
1033,earth,37.2321077,-95.7243335,LOC,,187
1109,the River of Scientific Knowledge,40.7813241,-73.9739882,LOC,,188
1135,the Space Shuttle,34.0162494,-118.2873699,FAC,,189
7,Ambra,38.5803277,-90.2797659,GPE,,190
8,Ambra,38.5803277,-90.2797659,GPE,,191
377,Guardia,39.4652901,15.9998557,FAC,,192
1200,Ávila,40.656685,-4.6812086,GPE,,193
1201,Ávila,40.656685,-4.6812086,GPE,"As Ávila’s car sped northwest along the meandering Nervión River and disappeared among the fast-moving cars on the Avenida Abandoibarra, Admiral Ávila finally permitted himself to exhale",194
739,Nervión River,25.8672778,-80.34165139999999,LOC,,195
1065,the Avenida Abandoibarra,43.268885,-2.9382012,FAC,,196
216,Bilbao,43.2630126,-2.9349852,GPE,,197
657,MADRID,40.4167754,-3.7037902,GPE, CHAPTER22 MADRID’S PALACIO REALis Europe’s largest royal palace as well as one of its most stunning architectural fusions of Classical and Baroque styles,198
745,PALACIO,41.700099,-83.6488,FAC,,199
353,Europe,54.5259614,15.2551187,LOC,,200
759,Plaza de la,34.0670078,-118.2030278,FAC,,201
746,Palacio de la Zarzuela,40.4832532,-3.8016262,FAC,,202
664,Madrid,40.4167754,-3.7037902,GPE,"In recent months, however, Madrid’s formal palace had become the permanent home for Crown Prince Julián—the forty-two-year-old future king of Spain—who had moved into the palace at the behest of his handlers, who wanted Julián to “be more visible to the country” during this somber period prior to his eventual coronation",203
862,Spain,40.46366700000001,-3.74922,GPE,,204
448,Julián,33.0786552,-116.6019637,GPE,,205
449,Julián,33.0786552,-116.6019637,GPE,,206
988,UK,55.378051,-3.435973,GPE,,207
450,Julián,33.0786552,-116.6019637,GPE,,208
863,Spain,40.46366700000001,-3.74922,GPE,,209
864,Spain,40.46366700000001,-3.74922,GPE,,210
865,Spain,40.46366700000001,-3.74922,GPE,,211
451,Julián,33.0786552,-116.6019637,GPE,,212
452,Julián,33.0786552,-116.6019637,GPE,,213
453,Julián,33.0786552,-116.6019637,GPE,,214
454,Julián,33.0786552,-116.6019637,GPE,,215
455,Julián,33.0786552,-116.6019637,GPE,,216
866,Spain,40.46366700000001,-3.74922,GPE,,217
456,Julián,33.0786552,-116.6019637,GPE,,218
217,Bilbao,43.2630126,-2.9349852,GPE,,219
867,Spain,40.46366700000001,-3.74922,GPE,,220
868,Spain,40.46366700000001,-3.74922,GPE,,221
869,Spain,40.46366700000001,-3.74922,GPE,,222
9,Ambra,38.5803277,-90.2797659,GPE,,223
457,Julián,33.0786552,-116.6019637,GPE,,224
218,Bilbao,43.2630126,-2.9349852,GPE,,225
458,Julián,33.0786552,-116.6019637,GPE,,226
459,Julián,33.0786552,-116.6019637,GPE,,227
1087,the Guardia Real,40.5225894,-3.7772348,FAC,,228
826,Seville,37.3890924,-5.9844589,GPE,,229
10,Ambra,38.5803277,-90.2797659,GPE,,230
11,Ambra,38.5803277,-90.2797659,GPE,,231
870,Spain,40.46366700000001,-3.74922,GPE,,232
665,Madrid,40.4167754,-3.7037902,GPE,,233
785,Royal Palace,42.9657502,-71.44927229999999,FAC,,234
666,Madrid,40.4167754,-3.7037902,GPE," CHAPTER24 TWO HUNDRED YARDSfrom Madrid’s Royal Palace, inside Almudena Cathedral, Bishop Valdespino had momentarily stopped breathing",235
786,Royal Palace,42.9657502,-71.44927229999999,FAC,,236
3,Almudena Cathedral,40.415651,-3.714552,FAC,,237
219,Bilbao,43.2630126,-2.9349852,GPE,,238
253,Budapest,47.497912,19.040235,GPE,,239
667,Madrid,40.4167754,-3.7037902,GPE,,240
668,Madrid,40.4167754,-3.7037902,GPE,,241
669,Madrid,40.4167754,-3.7037902,GPE,,242
670,Madrid,40.4167754,-3.7037902,GPE,,243
1110,the Royal Palace,42.9657502,-71.44927229999999,FAC,,244
428,Hercules,36.7075606,-92.8729505,GPE,,245
871,Spain,40.46366700000001,-3.74922,GPE,,246
747,Palacio de la Zarzuela,40.4832532,-3.8016262,GPE,,247
992,Valdespino,25.737361,-80.2373309,GPE,,248
12,Ambra,38.5803277,-90.2797659,GPE,,249
13,Ambra,38.5803277,-90.2797659,GPE,,250
770,Rome,41.9027835,12.4963655,GPE,,251
220,Bilbao,43.2630126,-2.9349852,GPE,,252
264,Calle de Bailén,40.4167268,-3.7133311,FAC,,253
1202,Ávila,40.656685,-4.6812086,GPE,,254
14,Ambra,38.5803277,-90.2797659,GPE,,255
1111,the Royal Palace,42.9657502,-71.44927229999999,FAC,,256
671,Madrid,40.4167754,-3.7037902,GPE,,257
872,Spain,40.46366700000001,-3.74922,GPE,,258
15,Ambra,38.5803277,-90.2797659,GPE,,259
994,Vatican,41.902916,12.453389,GPE,".” With the election of the most liberal pontiff in Vatican history, thousands of people around the globe were showing their support for the pope’s new policies by displaying the triple cross, even in Langdon’s hometown of Cambridge, Massachusetts",260
268,Cambridge,52.2042666,0.1149085,GPE,,261
713,Massachusetts,42.4072107,-71.3824374,GPE,,262
873,Spain,40.46366700000001,-3.74922,GPE,,263
378,Guardia,39.4652901,15.9998557,FAC,"Besides, it seemed far better that the Guardia assist in the manhunt than waste their skills transporting Ambra to Madrid",264
16,Ambra,38.5803277,-90.2797659,GPE,,265
672,Madrid,40.4167754,-3.7037902,GPE,,266
1017,Winston,32.8956509,-96.8107349,GPE,,267
1034,earth,37.2321077,-95.7243335,LOC,,268
1091,the Guggenheim Museum,40.7829796,-73.9589706,FAC,,269
125,Automatizada,28.4170578,-106.8525989,GPE,,270
673,Madrid,40.4167754,-3.7037902,GPE,,271
674,Madrid,40.4167754,-3.7037902,GPE,,272
1203,Ávila,40.656685,-4.6812086,GPE,,273
874,Spain,40.46366700000001,-3.74922,GPE,,274
875,Spain,40.46366700000001,-3.74922,GPE,,275
143,Barcelona,36.0881056,-95.9241306,GPE,,276
17,Ambra,38.5803277,-90.2797659,GPE,,277
18,Ambra,38.5803277,-90.2797659,GPE,,278
19,Ambra,38.5803277,-90.2797659,GPE,,279
361,Gaudí,31.7093355,-106.4347439,GPE,,280
20,Ambra,38.5803277,-90.2797659,GPE,,281
876,Spain,40.46366700000001,-3.74922,GPE,,282
379,Guardia,39.4652901,15.9998557,FAC,,283
21,Ambra,38.5803277,-90.2797659,GPE,,284
1018,Winston,32.8956509,-96.8107349,FAC,,285
144,Barcelona,36.0881056,-95.9241306,GPE,,286
145,Barcelona,36.0881056,-95.9241306,GPE,,287
1112,the Royal Palace,42.9657502,-71.44927229999999,FAC,,288
675,Madrid,40.4167754,-3.7037902,GPE,,289
380,Guardia,39.4652901,15.9998557,FAC,,290
676,Madrid,40.4167754,-3.7037902,GPE,,291
877,Spain,40.46366700000001,-3.74922,GPE,,292
221,Bilbao,43.2630126,-2.9349852,GPE,,293
22,Ambra,38.5803277,-90.2797659,GPE,,294
647,La Salve Bridge,43.2693833,-2.9317882,FAC,,295
222,Bilbao,43.2630126,-2.9349852,GPE," CHAPTER29 MILES TO THEsouth, on the outskirts of Bilbao, an Uber sedan raced south along Highway AP-68 en route toward Madrid",296
429,Highway AP-68,42.3368688,-2.0212292,FAC,,297
677,Madrid,40.4167754,-3.7037902,GPE,,298
1204,Ávila,40.656685,-4.6812086,GPE,,299
1205,Ávila,40.656685,-4.6812086,GPE,,300
1206,Ávila,40.656685,-4.6812086,GPE,,301
1207,Ávila,40.656685,-4.6812086,GPE,,302
1208,Ávila,40.656685,-4.6812086,GPE,,303
1209,Ávila,40.656685,-4.6812086,GPE,,304
678,Madrid,40.4167754,-3.7037902,GPE,,305
354,Europe,54.5259614,15.2551187,LOC,,306
1210,Ávila,40.656685,-4.6812086,GPE,,307
1211,Ávila,40.656685,-4.6812086,GPE,,308
995,Vatican,41.902916,12.453389,FAC,,309
1212,Ávila,40.656685,-4.6812086,GPE,,310
797,SPAIN,40.46366700000001,-3.74922,GPE,,311
381,Guardia,39.4652901,15.9998557,FAC,,312
878,Spain,40.46366700000001,-3.74922,GPE,,313
1105,the Palacio de la Zarzuela,40.4832532,-3.8016262,FAC,,314
879,Spain,40.46366700000001,-3.74922,GPE,,315
880,Spain,40.46366700000001,-3.74922,GPE,,316
881,Spain,40.46366700000001,-3.74922,GPE,,317
223,Bilbao,43.2630126,-2.9349852,GPE,,318
460,Julián,33.0786552,-116.6019637,GPE,,319
224,Bilbao,43.2630126,-2.9349852,GPE,,320
461,Julián,33.0786552,-116.6019637,GPE,,321
462,Julián,33.0786552,-116.6019637,GPE,,322
23,Ambra,38.5803277,-90.2797659,GPE,,323
463,Julián,33.0786552,-116.6019637,GPE,,324
464,Julián,33.0786552,-116.6019637,GPE,,325
465,Julián,33.0786552,-116.6019637,GPE,,326
466,Julián,33.0786552,-116.6019637,GPE,,327
467,Julián,33.0786552,-116.6019637,GPE,,328
468,Julián,33.0786552,-116.6019637,GPE,,329
882,Spain,40.46366700000001,-3.74922,GPE,,330
254,Budapest,47.497912,19.040235,GPE,,331
290,Danube,46.3108097,18.9257117,GPE,,332
306,East,39.0185336,-94.2792411,LOC,,333
1014,West,37.6740123,-97.34798939999999,LOC,,334
375,Gresham Palace,47.4996722,19.0480417,FAC,,335
250,Buda,30.0817231,-97.8428927,GPE,"To the west, in Buda, high atop Castle Hill, rose the fortified walls of Buda Castle",336
281,Castle Hill,28.5440946,-81.6842813,FAC,,337
251,Buda Castle,47.4962048,19.0395666,FAC,,338
291,Danube,46.3108097,18.9257117,GPE,,339
437,Hungary,47.162494,19.5033041,GPE,,340
679,Madrid,40.4167754,-3.7037902,GPE,,341
727,Montserrat,16.742498,-62.187366,GPE,,342
645,LA SALVE  Bridge,43.2693833,-2.9317882,FAC,.”  CHAPTER32 BILBAO’S LA SALVEBridge crosses the Nervión River in such close proximity to the Guggenheim Museum that the two structures often have the appearance of being fused into one,343
1100,the Nervión River,25.8672778,-80.34165139999999,LOC,,344
1092,the Guggenheim Museum,40.7829796,-73.9589706,FAC,,345
24,Ambra,38.5803277,-90.2797659,GPE,,346
883,Spain,40.46366700000001,-3.74922,GPE,,347
1213,Ávila,40.656685,-4.6812086,GPE,,348
469,Julián,33.0786552,-116.6019637,GPE,,349
470,Julián,33.0786552,-116.6019637,GPE,,350
471,Julián,33.0786552,-116.6019637,GPE,,351
472,Julián,33.0786552,-116.6019637,GPE,,352
1101,the Nervión River,25.8672778,-80.34165139999999,LOC,,353
408,Guggenheim,40.7829796,-73.9589706,FAC,,354
351,España,40.46366700000001,-3.74922,LOC,,355
238,Bilbao Airport,43.302494,-2.911116,FAC,,356
25,Ambra,38.5803277,-90.2797659,GPE,,357
473,Julián,33.0786552,-116.6019637,GPE,,358
474,Julián,33.0786552,-116.6019637,GPE,"Having materialized like a specter in the darkness of Julián’s apartment, Valdespino was adorned in full ecclesiastical vestments and was now giving an impassioned sermon to Julián about the importance of Spain’s traditions, the devoted religiosity of past kings and queens, and the comforting influence of the Church in times of crisis",359
475,Julián,33.0786552,-116.6019637,GPE,,360
884,Spain,40.46366700000001,-3.74922,GPE,,361
225,Bilbao,43.2630126,-2.9349852,GPE,,362
680,Madrid,40.4167754,-3.7037902,GPE,,363
226,Bilbao,43.2630126,-2.9349852,GPE,,364
681,Madrid,40.4167754,-3.7037902,GPE,,365
208,Beijing,39.90419989999999,116.4073963,GPE,,366
885,Spain,40.46366700000001,-3.74922,GPE,,367
227,Bilbao,43.2630126,-2.9349852,GPE,,368
1214,Ávila,40.656685,-4.6812086,GPE,,369
1215,Ávila,40.656685,-4.6812086,GPE,,370
728,Montserrat,16.742498,-62.187366,GPE,,371
476,Julián,33.0786552,-116.6019637,GPE,,372
477,Julián,33.0786552,-116.6019637,GPE,,373
478,Julián,33.0786552,-116.6019637,GPE,,374
26,Ambra,38.5803277,-90.2797659,GPE,,375
787,Royal Palace,42.9657502,-71.44927229999999,FAC,,376
682,Madrid,40.4167754,-3.7037902,GPE,,377
479,Julián,33.0786552,-116.6019637,GPE,,378
228,Bilbao,43.2630126,-2.9349852,GPE,,379
480,Julián,33.0786552,-116.6019637,GPE,,380
481,Julián,33.0786552,-116.6019637,GPE,,381
27,Ambra,38.5803277,-90.2797659,GPE,,382
1113,the Royal Palace,42.9657502,-71.44927229999999,FAC,,383
482,Julián,33.0786552,-116.6019637,GPE,,384
483,Julián,33.0786552,-116.6019637,GPE,,385
1102,the Nervión River,25.8672778,-80.34165139999999,LOC,,386
28,Ambra,38.5803277,-90.2797659,GPE,,387
1114,the Royal Palace,42.9657502,-71.44927229999999,FAC,,388
683,Madrid,40.4167754,-3.7037902,GPE,,389
484,Julián,33.0786552,-116.6019637,GPE,,390
485,Julián,33.0786552,-116.6019637,GPE,,391
486,Julián,33.0786552,-116.6019637,GPE,,392
886,Spain,40.46366700000001,-3.74922,GPE,,393
382,Guardia,39.4652901,15.9998557,FAC,,394
29,Ambra,38.5803277,-90.2797659,GPE,,395
409,Guggenheim,40.7829796,-73.9589706,FAC,,396
383,Guardia,39.4652901,15.9998557,FAC,,397
229,Bilbao,43.2630126,-2.9349852,GPE,,398
30,Ambra,38.5803277,-90.2797659,GPE,,399
887,Spain,40.46366700000001,-3.74922,GPE,,400
1115,the Royal Palace,42.9657502,-71.44927229999999,FAC,,401
31,Ambra,38.5803277,-90.2797659,GPE,,402
1103,the Nervión River,25.8672778,-80.34165139999999,LOC,,403
1216,Ávila,40.656685,-4.6812086,GPE,,404
1217,Ávila,40.656685,-4.6812086,GPE,,405
146,Barcelona,36.0881056,-95.9241306,GPE,,406
147,Barcelona,36.0881056,-95.9241306,GPE,,407
684,Madrid,40.4167754,-3.7037902,GPE,,408
148,Barcelona,36.0881056,-95.9241306,GPE,,409
149,Barcelona,36.0881056,-95.9241306,GPE,,410
1218,Ávila,40.656685,-4.6812086,GPE,,411
150,Barcelona,36.0881056,-95.9241306,GPE,,412
685,Madrid,40.4167754,-3.7037902,GPE,,413
1219,Ávila,40.656685,-4.6812086,GPE,,414
151,Barcelona,36.0881056,-95.9241306,GPE,,415
751,Pamplona,42.812526,-1.6457745,GPE,"The only other vehicles on the road at this hour were thundering tractor trailers, all racing to complete their runs to Pamplona, to Huesca, to Lleida, and finally to one of the largest port cities on the Mediterranean Sea—Barcelona",416
435,Huesca,42.131845,-0.4078058,GPE,"The only other vehicles on the road at this hour were thundering tractor trailers, all racing to complete their runs to Pamplona, to Huesca, to Lleida, and finally to one of the largest port cities on the Mediterranean Sea—Barcelona",417
651,Lleida,41.6175899,0.6200146,GPE,"The only other vehicles on the road at this hour were thundering tractor trailers, all racing to complete their runs to Pamplona, to Huesca, to Lleida, and finally to one of the largest port cities on the Mediterranean Sea—Barcelona",418
1098,the Mediterranean Sea,34.5531284,18.0480105,LOC,,419
152,Barcelona,36.0881056,-95.9241306,GPE,,420
1220,Ávila,40.656685,-4.6812086,GPE,,421
1221,Ávila,40.656685,-4.6812086,GPE,,422
1077,the Cathedral of Seville,37.3858247,-5.9931068,FAC,,423
1222,Ávila,40.656685,-4.6812086,GPE,,424
1223,Ávila,40.656685,-4.6812086,GPE,,425
1224,Ávila,40.656685,-4.6812086,GPE,,426
1225,Ávila,40.656685,-4.6812086,GPE,,427
648,La hora más oscura es justo antes del amanecer,,,FAC,,428
1226,Ávila,40.656685,-4.6812086,GPE,,429
1227,Ávila,40.656685,-4.6812086,GPE,,430
1228,Ávila,40.656685,-4.6812086,GPE,,431
836,Seville’s Hospital Provincial de San Lázaro,37.41446,-5.9828831,FAC,,432
1229,Ávila,40.656685,-4.6812086,GPE,,433
120,Andaluz,29.1380504,-110.9527999,GPE,,434
1230,Ávila,40.656685,-4.6812086,GPE,,435
1231,Ávila,40.656685,-4.6812086,GPE,,436
1232,Ávila,40.656685,-4.6812086,GPE,,437
1233,Ávila,40.656685,-4.6812086,GPE,,438
1234,Ávila,40.656685,-4.6812086,GPE,,439
1235,Ávila,40.656685,-4.6812086,GPE,,440
827,Seville,37.3890924,-5.9844589,GPE,,441
