,lugares,LAT_google,LON_google,labels,Quotes,Position
259,Rome,41.9027835,12.4963655,GPE,"One question looms: Will this highly volatile substance save the world, or will it be used o 
to create the m st deadly weapon ever made?
AUTHOR’S NOTE
R eferences to all works of art, tombs, tunnels, and architecture in Rome are entirely factual (as are their exact locations)",19
528,Tulsa,36.1539816,-95.99277500000001,GPE,"The Shroud of Tulsa , Langdon had called it",20
150,Massachusetts,42.4072107,-71.3824374,GPE," 
Robert Langdon wandered barefoot through his deserted Massachusetts Victorian home and nursed his ritual insomnia remedy-a mug of steaming Nestlé’s Quik",21
104,Ghana,7.946527,-1.023194,GPE,"His shelves were packed with religious artifacts from around the world-an ekuabafrom Ghana, a gold cross from Spain, a cycladic idol from the Aegean, and even a rare woven boccusfrom Borneo, a young warrior’s symbol of perpetual youth",22
389,Spain,40.46366700000001,-3.74922,GPE,"His shelves were packed with religious artifacts from around the world-an ekuabafrom Ghana, a gold cross from Spain, a cycladic idol from the Aegean, and even a rare woven boccusfrom Borneo, a young warrior’s symbol of perpetual youth",23
2,Aegean,39.019184,25.268555,LOC,"His shelves were packed with religious artifacts from around the world-an ekuabafrom Ghana, a gold cross from Spain, a cycladic idol from the Aegean, and even a rare woven boccusfrom Borneo, a young warrior’s symbol of perpetual youth",24
15,Borneo,0.9618833999999999,114.5548495,GPE,"His shelves were packed with religious artifacts from around the world-an ekuabafrom Ghana, a gold cross from Spain, a cycladic idol from the Aegean, and even a rare woven boccusfrom Borneo, a young warrior’s symbol of perpetual youth",25
16,Boston,42.3600825,-71.0588801,GPE,My lab is only an hour’s flight from Boston,26
17,Boston,42.3600825,-71.0588801,GPE,“It will be in Boston in twenty minutes,27
932,the Callahan Tunnel,42.3679524,-71.0461236,FAC,".”4
R obert Langdon’s Saab 900S tore out of the Callahan Tunnel and emerged on the east side of Boston Harbor near the entrance to Logan Airport",28
19,Boston Harbor,42.3387933,-70.9745339,FAC,".”4
R obert Langdon’s Saab 900S tore out of the Callahan Tunnel and emerged on the east side of Boston Harbor near the entrance to Logan Airport",29
137,Logan Airport,42.3656132,-71.0095602,FAC,".”4
R obert Langdon’s Saab 900S tore out of the Callahan Tunnel and emerged on the east side of Boston Harbor near the entrance to Logan Airport",30
9,Aviation Road,43.3309721,-73.7007948,FAC,"Checking his directions Langdon found Aviation Road and turned left
",31
95,Geneva,46.2043907,6.1431577,GPE," 
“Geneva,” the pilot replied, revving the engines",32
96,Geneva,46.2043907,6.1431577,GPE,“The lab’s in Geneva,33
97,Geneva,46.2043907,6.1431577,GPE,".”
“Geneva,” Langdon repeated, feeling a little better",34
386,Seneca Lake,42.6918497,-76.92019200000001,LOC,I’ve actually got family near Seneca Lake,35
98,Geneva,46.2043907,6.1431577,GPE,I wasn’t aware Geneva had a physics lab,36
227,New York,40.7127753,-74.0059728,GPE,"“Not Geneva, New York, Mr",37
99,Geneva,46.2043907,6.1431577,GPE,"Geneva, Switzerland ",38
511,Switzerland,46.818188,8.227511999999999,GPE,"Geneva, Switzerland ",39
512,Switzerland,46.818188,8.227511999999999,GPE,“Switzerland?” Langdon felt his pulse surge,40
875,earth,37.2321077,-95.7243335,LOC,One of the most covert and feared fraternities ever to walk the earth had called on him for service,41
126,Janus,39.718656,-104.9548505,LOC,He had made his kill and delivered the item to Janus as requested,42
384,Saturn,33.5242494,-86.774474,LOC,or to the moon of Saturn? Not that it made any difference,43
513,Switzerland,46.818188,8.227511999999999,GPE," 
“Welcome to Switzerland,” the pilot said, yelling over the roar of the X-33’s misted-fuel HEDM engines winding down behind them",44
106,HEDM,,,GPE," 
“Welcome to Switzerland,” the pilot said, yelling over the roar of the X-33’s misted-fuel HEDM engines winding down behind them",45
526,Tokyo,35.6761919,139.6503106,GPE,If we’d gone to Tokyo I’d have taken her all the way up-a hundred miles,46
876,earth,37.2321077,-95.7243335,LOC,“It’s buried six stories below the earth,47
68,Europe,54.5259614,15.2551187,LOC,“Most Americans do not see Europe as the world leader in scientific research,48
869,ards,42.1391851,-87.8614972,GPE," 
Kohler took a sharp left and entered a wide hallway
ards and
adorned with aw 
commendations",49
147,Louvre,48.8606111,2.337644,LOC,"Then again, his knowledge was limited to the site for his own book and the occasional on-line exploration of the Louvre or El Prado on his old Macintosh",50
66,El Prado,34.0778918,-118.25951,FAC,"Then again, his knowledge was limited to the site for his own book and the occasional on-line exploration of the Louvre or El Prado on his old Macintosh",51
529,U.S.,37.09024,-95.712891,GPE,"Of course, the entire world is under the impression the Web is U.Stechnology",52
90,Frisbee,37.09024,-95.712891,FAC,"As if to accentuate the collegiate atmosphere, two longhaired hippies hurled a Frisbee back and forth while enjoying Mahler’s Fourth Symphony blaring from a dorm window",53
82,Fourth Symphony,38.640269,-90.23013300000001,FAC,"As if to accentuate the collegiate atmosphere, two longhaired hippies hurled a Frisbee back and forth while enjoying Mahler’s Fourth Symphony blaring from a dorm window",54
91,Frisbee,37.09024,-95.712891,FAC,"As they walked, a Frisbee sailed overhead and skidded to a stop directly in front of them",55
233,PARIS,48.856614,2.3522219,GPE,An elderly white-haired man in a COLLEGE PARIS sweatshirt waved to him,56
260,Rome,41.9027835,12.4963655,GPE,"But in the 1500s, a group of men in Rome fought back against the church",57
119,Italy,41.87194,12.56738,GPE,"Some of Italy’s most enlightened men-physicists, ma 
e 
thematicians, astronom rs-began meeting
secretly to share their concerns about the church’s inaccurate teachings",58
69,Europe,54.5259614,15.2551187,LOC,"“Europe’s most learne 
i 
d m nds ",59
70,Europe,54.5259614,15.2551187,LOC,"Word spread through the academic underground, and the Illuminati brotherhood grew to include academics from all over Europe",60
261,Rome,41.9027835,12.4963655,GPE,The scientists met regularly in Rome at an ultrasecret lair they called the Church of Illumination ,61
877,earth,37.2321077,-95.7243335,LOC,"Even nonscientists were familiar with the ill-fated as 
m 
trono er who had been arrested and almost executed by the church for proclaiming that the sun , and not the earth, was the center of the solar system",62
92,Galileo Galilei,40.4552551,-79.9212929,FAC," 
“His name was Galileo Galilei,” Langdon said",63
262,Rome,41.9027835,12.4963655,GPE," 
“Then the scientists were brutally murdered, their dead bodies dropped in the streets of Rome as a warning to others thinking of joining the Illuminati",64
120,Italy,41.87194,12.56738,GPE,"With the church closing in, the remaining Illuminati fled Italy",65
878,earth,37.2321077,-95.7243335,LOC,Their power grew to the point where the church considered them the single most dangerous anti-Christian force on earth,66
545,Vatican,41.902916,12.453389,FAC,The Vatican denounced the brotherhood as Shaitan ,67
263,Rome,41.9027835,12.4963655,GPE," 
re survivors,” he explained 
“When they fled Rome, they traveled across Europe looking for a safe place to regroup",68
71,Europe,54.5259614,15.2551187,LOC," 
re survivors,” he explained 
“When they fled Rome, they traveled across Europe looking for a safe place to regroup",69
1007,the United States,37.09024,-95.712891,GPE,"The brotherhood of the Masons currently had over five million members worldwide, half of them residing in the United States, and over one million of them in Europe",70
72,Europe,54.5259614,15.2551187,LOC,"The brotherhood of the Masons currently had over five million members worldwide, half of them residing in the United States, and over one million of them in Europe",71
73,Europe,54.5259614,15.2551187,LOC,"“The Illuminati grew more powerful in Europe and set their sights on America, a
a 
fledgling government m ny of whose leaders
were Masons-George Washington, Ben Franklin-honest, God-fearing men who were unaware of the Illuminati stronghold on the Masons",72
4,America,37.09024,-95.712891,GPE,"“The Illuminati grew more powerful in Europe and set their sights on America, a
a 
fledgling government m ny of whose leaders
were Masons-George Washington, Ben Franklin-honest, God-fearing men who were unaware of the Illuminati stronghold on the Masons",73
127,Kent,41.1536674,-81.3578859,GPE,"Recently the New York Timeshad reported the eerie Masonic ties of countless famous men-Sir Arthur Conan Doyle, the Duke of Kent, Peter Sellers, Irving Berlin, Prince Philip, Louis Armstrong, as well as a pantheon of well-known modern-day industrialists and banking magnates",74
118,Irving Berlin,40.7539141,-73.9853115,GPE,"Recently the New York Timeshad reported the eerie Masonic ties of countless famous men-Sir Arthur Conan Doyle, the Duke of Kent, Peter Sellers, Irving Berlin, Prince Philip, Louis Armstrong, as well as a pantheon of well-known modern-day industrialists and banking magnates",75
928,the Biology Building,41.6615826,-91.5327641,FAC,"Just last week the Harvard School of Divinity had marched on the Biology Building, protesting the genetic engineering taking place in the graduate program",76
927,the Balearic Sea,40.2890514,2.1450245,LOC," 
Kohler nodded and yelled back, “She was doing biological research in the Balearic Sea",77
1022,twen,38.8039283,-77.11740499999999,FAC,"Her face was unmistakably Italiannot overly beautiful, but possessing f atures that even at twen 
ull, earthy fe 
ty yards seemed
to exude a raw sensuality",78
152,Mediterranean,34.5531284,18.0480105,LOC,"Her limbs were strong and toned, radiating the healthy luminescence of Mediterranean flesh that had enjoyed long hours in the sun",79
530,U.S.,37.09024,-95.712891,GPE,“He is a specialist from the U.SHe’s here to help us locate who is responsible for this situation,80
20,Camb,29.8589069,-95.38670859999999,GPE,"He had first heard it over dinner with some colleagues at Dunster House in Camb 
f
ridge",81
531,U.S.,37.09024,-95.712891,GPE,"“The U.S.! It was going to be the world’s most powerful particle accelerator! One of the most important scientific projects of the century! Twobilliondollars into it and the Senate sacks the project! Damn Bible-Belt lobbyists!”
When Brownell finally calmed down, he explained that a particle accelerator was a large, circular tube through which subatomic particles were accelerated",82
879,earth,37.2321077,-95.7243335,LOC,"The circumference of this tunnel is so
pe 
large that the curve is im 
rceptible-like
that of the earth",83
880,earth,37.2321077,-95.7243335,LOC,He remembered the CERN driver saying something about a huge machine buried in the earth,84
83,France,46.227638,2.213749,GPE,It extends all the way into France before curving back here to this spot,85
387,Siena,43.31880899999999,11.3307574,GPE,"She was eight years old, living where sh a 
e always h d, Orfanotrofiodi Siena , a Catholic orphanage near Florence, deserted by parents she never knew",86
80,Florence,43.7695604,11.2558136,GPE,"She was eight years old, living where sh a 
e always h d, Orfanotrofiodi Siena , a Catholic orphanage near Florence, deserted by parents she never knew",87
514,Switzerland,46.818188,8.227511999999999,GPE," 
“I’m moving to Switzerland,” Leonardo said",88
515,Switzerland,46.818188,8.227511999999999,GPE,"“Oh yes! Yes!”
Leonardo told her he had to leave for a while and get their new home settled in Switzerland, but he promised to send for her in six months",89
100,Geneva,46.2043907,6.1431577,GPE,"Five days before her ninth birthday, Vittoria moved to Geneva",90
926,the Balearic Islands,39.3587759,2.7356328,GPE,in the Balearic Islands when Kohler’s call came through,91
74,Europe,54.5259614,15.2551187,LOC,"But here, in Europe, women feigned a strength and independence that both amused and excited him",92
508,Stonehenge,51.17888199999999,-1.826215,GPE,"Like a miniature Stonehenge, a dozen or so columns of polished steel stood in a circle in the middle of the room",93
831,Vittoria,42.7623971,-80.32301939999999,GPE,".”
Langdon sensed Kohler weighing his options, as if wondering how far to push Vittoria ",94
949,the Hubble Telescope,39.3327417,-76.6233669,FAC,"It’s called the Hubble Telescope, sir-I’ve never heard of any Lemaître Telescope!
“Mr",95
136,Lemaître   Telescope,,,LOC,"It’s called the Hubble Telescope, sir-I’ve never heard of any Lemaître Telescope!
“Mr",96
881,earth,37.2321077,-95.7243335,LOC,"They are a type of matter that does nothad 
exist anywhere on earth ",97
832,Vittoria,42.7623971,-80.32301939999999,GPE,He looked up at Vittoria in clear astonishment and then without warning was overcome by a fit of coughing,98
237,Papua New Guinea,-6.314992999999999,143.95555,GPE,The room reminded Langdon of the holding tank of an oil freighter he had once taken to Papua New Guinea to study Hantabody graffiti,99
903,lthou,,,GPE,"Comm 
wh 
ercialism was critical
lthou 
for the success of any new energy source",100
909,nonpolluti,,,GPE,"A 
gh antimatter technology had staggering
potential as an efficient and nonpolluti 
ource-if unveiled prematurely,
ng energy s 
antimatter ran the risk of being vilified by the politics and PR fiascoes that had killed nuclear and solar power",101
833,Vittoria,42.7623971,-80.32301939999999,GPE,".”
The look of alarm that shot between Kohler and Langdon was not lost on Vittoria",102
882,earth,37.2321077,-95.7243335,LOC," 
Another seventy-five feet into the earth",103
883,earth,37.2321077,-95.7243335,LOC,"“You think
e product of an icy divorce from 
CERN is so critical to the earth’s future that we should be immune from moral responsibility?”
“Do not argue moralswith me",104
75,Europe,54.5259614,15.2551187,LOC,I didn’t know it was in Europe too,105
884,earth,37.2321077,-95.7243335,LOC,It was like the man had disappeared off the face of the earth,106
834,Vittoria,42.7623971,-80.32301939999999,GPE," 
A single sentient thought began pounding at Vittoria with unrelenting force",107
232,PA,41.2033216,-77.1945247,GPE,".”
The sound of his name on the PA seemed to startle Kohler",108
835,Vittoria,42.7623971,-80.32301939999999,GPE,"Kohler took two long pulls, pushed the mask aside, and still gasping for air, looked up at Vittoria and Langdon",109
264,Rome,41.9027835,12.4963655,GPE,“Rome,110
265,Rome,41.9027835,12.4963655,GPE,".”
“Rome?” Vittoria demanded",111
266,Rome,41.9027835,12.4963655,GPE,"“The antimatter is in Rome? Who called?”
Kohler’s face was twisted, his gray eyes watering",112
267,Rome,41.9027835,12.4963655,GPE," 
“Rome? But ",113
723,Vatican City,41.902916,12.453389,GPE,“The sworn sentinels of Vatican City,114
867,X-33,36.6934237,-90.7895684,LOC,".”31 
T he X-33 space plane roared into the sky and arched south toward Rome",115
268,Rome,41.9027835,12.4963655,GPE,".”31 
T he X-33 space plane roared into the sky and arched south toward Rome",116
546,Vatican,41.902916,12.453389,FAC,"Now that he had finished briefing Vittoria on the Illuminati and their covenant against the Vatican, the scope of itua 
this s 
tion was starting to sink in",117
18,Boston,42.3600825,-71.0588801,GPE,Langdon’s better judgment had screamed at him to return to Boston,118
724,Vatican City,41.902916,12.453389,GPE,"Although Langdon was ashamed to admit it, his initial horror on hearing about the antimatter’s location was not only the danger to human life in Vatican City, but for something else as well",119
836,Vittoria,42.7623971,-80.32301939999999,GPE,The earnestness in Vittoria’s voice was even more disarming than the inquiry,120
208,Möbius Strip,39.9165532,-86.0995416,GPE,My father could argue two sides of a Möbius Strip,121
209,Möbius Strip,39.9165532,-86.0995416,GPE,".”
Langdon laughed, picturing the artful crafting of a Möbius Strip-a twisted ring of paper, which technically possessed only oneside",122
151,Mecca,21.3890824,39.8579118,GPE,"Some
of us pray to Jesus, some of us go to Mecca, some of us study subatomic particles",123
532,U.S.,37.09024,-95.712891,GPE,“I became fascinated with the cult when I first learned that U.Scurrency is covered with Illuminati symbology,124
533,U.S.,37.09024,-95.712891,GPE,"Do you know what pyramids have to do with U.Shistory?”
Vittoria shrugged",125
947,the Great Seal,42.7328851,-84.5579635,FAC,"But it was Wallace who sold the design
of the Great Seal to the president",126
269,Rome,41.9027835,12.4963655,GPE,".”32
L angdon held his breath as the X-33 spiraled into Rome’s Leonardo da Vinci International Airport",127
873,da Vinci International Airport,41.7998868,12.2462384,FAC,".”32
L angdon held his breath as the X-33 spiraled into Rome’s Leonardo da Vinci International Airport",128
923,the Andean Palpa Valley,-14.739027,-75.130005,LOC,"Langdon had been on 
helicopter once in the Andean Palpa Valley looking at the Nazcasand drawings and had not enjoyed it one bit",129
547,Vatican,41.902916,12.453389,FAC,"After a morning of space plane rides, Langdon had hoped the Vatican would send a car",130
548,Vatican,41.902916,12.453389,FAC,"It was the trad 
al s 
ition 
eal of the Vatican-the sacred symbol of the Holy Seeor “holy seat” of government, the seatbeing literally the ancient throne of St",131
399,St. Peter,33.20116,-96.6206811,GPE,"It was the trad 
al s 
ition 
eal of the Vatican-the sacred symbol of the Holy Seeor “holy seat” of government, the seatbeing literally the ancient throne of StPeter",132
549,Vatican,41.902916,12.453389,FAC,"He’d forgotten the Vatican owned one of these things, used for transporting the Pope to the airport, to meetings, or to his summer palace in Gandolfo",133
534,U.S.,37.09024,-95.712891,GPE,"He moved toward them with all the rigidity and dignity of a U.S 
a Marine",134
516,Switzerland,46.818188,8.227511999999999,GPE,"Recruited from one of Switzerland’s four Catholic cantons, applicants had to be Swiss males between nineteen and thirty years old, at least 5 feet 6 inches, trained by the Swiss Army, and unmarried",135
725,Vatican City,41.902916,12.453389,GPE,“Short pants are not permitted inside Vatican City,136
726,Vatican City,41.902916,12.453389,GPE,"Vatican City
had a strict ban on visible legs above the knee-both male and female",137
134,Langdon,42.0675769,-75.7946344,GPE," 
The officer crouched at Langdon’s feet and began patting him down, starting at his socks",138
132,"La 
 
don",48.004543,2.533953,GPE,".”
The Swiss Guard chopper churned in neutral as La 
don and Vittoria app 
ng 
roached",139
270,Rome,41.9027835,12.4963655,GPE," 
Langdon knew that with Rome’s maniacal drivers, flying was probably safer anyway",140
271,Rome,41.9027835,12.4963655,GPE,"Then with a roar, the craft shot up and banked sharply north toward Rome",141
272,Rome,41.9027835,12.4963655,GPE, Rome,142
400,St. Peter,33.20116,-96.6206811,GPE,"the caput mundi, where Caesar once ruled, where StPeter was crucified",143
550,Vatican,41.902916,12.453389,FAC," 
The Vatican chopper stayed low in the sky as it sliced northwest through the permanent smog layer coughed up by the congestion below",144
958,the Roman Coliseum,41.8902102,12.4922309,FAC,His eyes found the crumbling ruins of the Roman Coliseum,145
900,eventshungry lions shredding prisoners,40.7135343,-73.829914,FAC,"Now a dignified symbol for the rise of human culture and civilization, the stadium had been built to host centuries of barbaric eventshungry lions shredding prisoners, armies of slaves battling to the death, gang rapes of exotic women captured from far-off lands, as well as public beheadings and castrations",146
273,Rome,41.9027835,12.4963655,GPE," 
As the chopper headed north, Langdon spied the Roman Forum-the heart of pre-Christian Rome",147
524,Tiber River,42.2955402,12.4894408,LOC,"To the west the wide basin of the Tiber River wound enormo 
ven
us arcs across the city",148
466,St. Peter’s Basilica,41.9021667,12.4539367,GPE,"Like a mountain parting the morning fog, the colossal dome rose out of the haze before them: StPeter’s Basilica",149
409,St. Peter’s,30.533953,-84.233853,GPE,".”
Langdon had never seen StPeter’s from the air",150
727,Vatican City,41.902916,12.453389,GPE,"over one hundred times the population of Vatican City, the smallest country in the world",151
410,St. Peter’s,30.533953,-84.233853,GPE," 
A sprawling expanse of granite, StPeter’s Square was a staggering open space in the congestion of Rome, like a classical Central Park",152
274,Rome,41.9027835,12.4963655,GPE,"Peter’s Square was a staggering open space in the congestion of Rome, like a classical Central Park",153
27,Central Park,40.7812199,-73.9665138,LOC,"Peter’s Square was a staggering open space in the congestion of Rome, like a classical Central Park",154
728,Vatican City,41.902916,12.453389,GPE," 
“Vatican City,” the pilot said, sounding anything but welcoming",155
487,St. Peter’s Square,41.9022225,12.4567283,GPE,"She motioned frantically
downward toward StPeter’s Square directly beneath them",156
551,Vatican,41.902916,12.453389,FAC,"But now, in keeping with the sacred tradition, fifteen days after the death of a Pope, the Vatican was holding Il Conclavo -the sacred ceremony in which the 165 cardinals of the world-the most powerful men in Christendom athered in 
-g Vatican City to elect the new Pope",157
729,Vatican City,41.902916,12.453389,GPE,"But now, in keeping with the sacred tradition, fifteen days after the death of a Pope, the Vatican was holding Il Conclavo -the sacred ceremony in which the 165 cardinals of the world-the most powerful men in Christendom athered in 
-g Vatican City to elect the new Pope",158
730,Vatican City,41.902916,12.453389,GPE," 
d of Vatican City spread out beneath him The entire power structure of the Roman Catholic Church is sitting on a time bomb ",159
156,Mortati,40.6552458,-73.945734,GPE," 34
C ardinal Mortati gazed up at the lavish ceiling of the Sistine Chapel and tried to find a moment of quiet reflection",160
964,the Sistine Chapel,33.7884471,-117.900887,FAC," 34
C ardinal Mortati gazed up at the lavish ceiling of the Sistine Chapel and tried to find a moment of quiet reflection",161
157,Mortati,40.6552458,-73.945734,GPE," What privilege, Mortati thought, that I am to oversee this sanctified event ",162
158,Mortati,40.6552458,-73.945734,GPE,"Cardinals over eighty years of age were too old to be eligible for election and did not attend conclave, but at seventy-nine years old, Mortati was the most senior cardinal here and had been appointed to oversee the proceedings",163
159,Mortati,40.6552458,-73.945734,GPE,"Ancient history, Mortati thought",164
731,Vatican City,41.902916,12.453389,GPE,"Mortati knewfrom 
that all the exits to Vatican City were
guarded, and the missing cardinals could not have gone far, but still, with less than an hour before opening prayer, he was feeling disconcerted",165
160,Mortati,40.6552458,-73.945734,GPE," 
As overseer of the conclave, Mortati had al 
per channels
ready sent word through the pro 
to the Swiss Guard alerting them to the cardina 
t 
ls’ absence",166
868,"al 
 
",32.3182314,-86.902298,GPE," 
As overseer of the conclave, Mortati had al 
per channels
ready sent word through the pro 
to the Swiss Guard alerting them to the cardina 
t 
ls’ absence",167
552,Vatican,41.902916,12.453389,FAC," 35
T he Vatican’s helipad, for reasons of safety and noise control, is located in the northwest tip of Vatican City, as far from St",168
732,Vatican City,41.902916,12.453389,GPE," 35
T he Vatican’s helipad, for reasons of safety and noise control, is located in the northwest tip of Vatican City, as far from St",169
467,St. Peter’s Basilica,41.9021667,12.4539367,GPE," 35
T he Vatican’s helipad, for reasons of safety and noise control, is located in the northwest tip of Vatican City, as far from StPeter’s Basilica as possible",170
553,Vatican,41.902916,12.453389,GPE,"The heart of Vatican Cit f
y",171
955,the Palace of the Tribunal,45.5068762,-73.55592519999999,FAC,"To the right loomed the Palace of the Tribunal, the lush papal residence rivaled only by Versailles in its baroque embellishment",172
828,Versailles,48.8048649,2.1203554,GPE,"To the right loomed the Palace of the Tribunal, the lush papal residence rivaled only by Versailles in its baroque embellishment",173
105,Governatorato,41.90221409999999,12.4511559,GPE,"The severe-looking Governatorato build d
ing was now behin 
them, housing Vatican City’s administration",174
821,Vatican City’s,41.902916,12.453389,GPE,"The severe-looking Governatorato build d
ing was now behin 
them, housing Vatican City’s administration",175
1012,the Vatican Museum,41.9064878,12.4536413,FAC,"And up ahead on the left, the massive rectangular edifice of the Vatican Museum",176
965,the Sistine Chapel,33.7884471,-117.900887,FAC,“The cardinals are convened in the Sistine Chapel,177
966,the Sistine Chapel,33.7884471,-117.900887,FAC,".”
Langdon nodded, vaguely recalling that before conclave the cardinals spent two hours inside the Sistine Chapel in quiet reflection and visitations with their fellow cardinals from around the globe",178
468,St. Peter’s Basilica,41.9021667,12.4539367,GPE," 
After parking the cart on the wide lawn directly behind StPeter’s Basilica, the guard escorted Langdon and Vittoria up a stone escarpment to a ma 
k of the
rble plaza off the bac 
basilica",179
870,"bac 
 
basilica",38.6424948,-90.2547326,FAC,"Peter’s Basilica, the guard escorted Langdon and Vittoria up a stone escarpment to a ma 
k of the
rble plaza off the bac 
basilica",180
30,Crossing the plaza,36.461046,-94.298772,FAC,"Crossing the plaza, they approached the rear wall of the basilica and followed it through a triangular courtyard, across Via Belvedere, and into a series of buildings closely huddled together",181
829,Via Belvedere,40.7616773,-73.98803989999999,FAC,"Crossing the plaza, they approached the rear wall of the basilica and followed it through a triangular courtyard, across Via Belvedere, and into a series of buildings closely huddled together",182
469,St. Peter’s Basilica,41.9021667,12.4539367,GPE," 
The Office of the Swiss Guard is housed adjacent to Il Corpo di Vigilanza, directly northeast of StPeter’s Basilica",183
554,Vatican,41.902916,12.453389,FAC,"Although they also wore the blue and gold uniform, each wielded the traditional “Vatican long sword”-an eight-foot spear with a razor-sharp scythe-rumored to have decapitated countless Muslims while defending the Christian crusaders in the fifteenth century",184
555,Vatican,41.902916,12.453389,FAC,"In 1857, Pope Pius IX
decided that the accurate representation of the male form might incite lust inside the Vatican",185
733,Vatican City,41.902916,12.453389,GPE,So he got a chisel and mallet and hacked off the genitalia of every single male statue inside Vatican City,186
556,Vatican,41.902916,12.453389,FAC,"and yet the room 
bookshelves, oriental carpets, and colorful tape bristled with
high-tech gear-banks of computers, faxes, electronic maps of the Vatican complex, and televisions tuned to CNN",187
734,Vatican City,41.902916,12.453389,GPE,“This image is from a remote camera hidden somewhere inside Vatican City,188
735,Vatican City,41.902916,12.453389,GPE,We need to locate it immediately or evacuate Vatican City,189
