,lugares,LAT_google,LON_google,labels,Quotes,Position
286,Il Duomo,32.5310751,-117.0736327,FAC,"All the historians, guides, and specialists who generously spent time with me in Florence and Venice, sharing their expertise: Giovanna Rao and Eugenia Antonucci at the Biblioteca Medicea Laurenziana, Serena Pini and staff at the Palazzo Vecchio; Giovanna Giusti at the Uffizi Gallery; Barbara Fedeli at the Baptistery and Il Duomo; Ettore Vito and Massimo Bisson at St",10
510,St. Mark’s Basilica,45.4345606,12.3397124,FAC,"All the historians, guides, and specialists who generously spent time with me in Florence and Venice, sharing their expertise: Giovanna Rao and Eugenia Antonucci at the Biblioteca Medicea Laurenziana, Serena Pini and staff at the Palazzo Vecchio; Giovanna Giusti at the Uffizi Gallery; Barbara Fedeli at the Baptistery and Il Duomo; Ettore Vito and Massimo Bisson at St",11
117,Doge’s Palace,45.4337035,12.3403894,FAC,"Mark’s Basilica; Giorgio Tagliaferro at the Doge’s Palace; Isabella di Lenardo, Elizabeth Carroll Consavari, and Elena Svalduz throughout all of Venice; Annalisa Bruni and staff at the Biblioteca Nazionale Marciana; and to the many others whom I’ve failed to mention in this abbreviated list, my sincere thanks",12
599,Venice,45.4408474,12.3155151,GPE,"Mark’s Basilica; Giorgio Tagliaferro at the Doge’s Palace; Isabella di Lenardo, Elizabeth Carroll Consavari, and Elena Svalduz throughout all of Venice; Annalisa Bruni and staff at the Biblioteca Nazionale Marciana; and to the many others whom I’ve failed to mention in this abbreviated list, my sincere thanks",13
273,Green Gables,41.1795702,-89.6619723,FAC,Judd and Kathy Gregg for providing me quiet sanctuary within Green Gables as I wrote the final chapters of this book,14
32,Arno,43.73244,11.0148006,LOC,"Along the banks of the river Arno, I scramble, breathless … turning left onto Via dei Castellani, making my way northward, huddling in the shadows of the Uffizi",15
579,Uffizi,43.7677856,11.2553108,FAC,"Along the banks of the river Arno, I scramble, breathless … turning left onto Via dei Castellani, making my way northward, huddling in the shadows of the Uffizi",16
726,earth,37.2321077,-95.7243335,LOC,Their persistence has kept me underground … forced me to live in purgatory … laboring beneath the earth like a chthonic monster,17
777,the Apennine Mountains,43.2728024,12.5836413,LOC,"Here aboveground, I raise my eyes to the north, but I am unable to find a direct path to salvation … for the Apennine Mountains are blotting out the first light of dawn",18
441,Piazza di San Firenze,43.7698414,11.2574712,GPE,I pass behind the palazzo with its crenellated tower and one-handed clock … snaking through the early-morning vendors in Piazza di San Firenze with their hoarse voices smelling oflampredottoand roasted olives,19
727,earth,37.2321077,-95.7243335,LOC," But how? Why? She pointed now to a writhing pair of legs, which protruded upside down from the earth, apparently belonging to some poor soul who hadbeen buried headfirst to his waist",20
477,Somerset,51.105097,-2.9262307,GPE,"You were wearing Harris Tweed and Somerset loafers, so we guessed British",21
385,Massachusetts,42.4072107,-71.3824374,GPE,"Unfortunately, it was also located four thousand miles from Massachusetts",22
150,FLORENCE,43.7695604,11.2558136,GPE, CHAPTER2 I’M IN FLORENCE!? Robert Langdon’s head throbbed,23
321,Italy,41.87194,12.56738,GPE,"“I’m in … Italy!?” “Good,” she said",24
869,the Palazzo Vecchio,43.7693012,11.2561509,FAC,“I recognize the Palazzo Vecchio,25
156,Florence,43.7695604,11.2558136,GPE,"Brooks flicked the lights back on, and the Florence skyline disappeared",26
322,Italy,41.87194,12.56738,GPE,"He checked Langdon’s heart monitor as the young doctor spoke to him in rapid, fluent Italian—something about how Langdon was“agitato”to learn he was in Italy",27
568,U.K.,55.378051,-3.435973,GPE,I’m on sabbatical here from the U,28
323,Italy,41.87194,12.56738,GPE," What the hell am I doing in Italy?Normally Langdon came here every other June for an art conference, but this was March",29
728,earth,37.2321077,-95.7243335,LOC,"The sedatives pulled harder at him now, and he felt as if earth’s gravity were growing stronger by the second, trying to drag him down through his mattress",30
157,Florence,43.7695604,11.2558136,GPE,“All I know is I’m in a Florence hospital and I arrived repeating the words ‘very sorry …’ ” A frightening thought now occurred to him,31
324,Italy,41.87194,12.56738,GPE," CHAPTER3 FIVE MILES OFFthe coast of Italy, the 237-foot luxury yachtThe Mendaciummotored through the predawn mist that rose from the gently rolling swells of the Adriatic",32
0,237-foot,32.886653,-96.469915,FAC," CHAPTER3 FIVE MILES OFFthe coast of Italy, the 237-foot luxury yachtThe Mendaciummotored through the predawn mist that rose from the gently rolling swells of the Adriatic",33
1,Adriatic,41.85509039999999,17.2902839,LOC," CHAPTER3 FIVE MILES OFFthe coast of Italy, the 237-foot luxury yachtThe Mendaciummotored through the predawn mist that rose from the gently rolling swells of the Adriatic",34
2,Adriatic,41.85509039999999,17.2902839,LOC," CHAPTER5 THE SHRILL RINGof his phone drew the provost’s gaze from the calming mist of the Adriatic, and he quickly stepped back into his stateroom office",35
158,Florence,43.7695604,11.2558136,GPE,"Their client had jumped to his death several days ago in Florence, but the Consortium still had numerous outstanding services on his docket—specific tasks the man had entrusted to this organization regardless of the circumstances—and the Consortium, as always, intended to follow through without question",36
325,Italy,41.87194,12.56738,GPE,The air inside smelled of MS cigarettes—a bittersweet fragrance as ubiquitous in Italy as the aroma of fresh espresso,37
159,Florence,43.7695604,11.2558136,GPE,"They passed a window, outside of which the murky silhouettes of Florence rooftops had begun emerging in the predawn light",38
460,San Pellegrino,37.0423805,-95.57917739999999,GPE,Brooks opened the refrigerator and handed Langdon a half-empty bottle of San Pellegrino,39
160,Florence,43.7695604,11.2558136,GPE,"All Langdon knew was that he was in Florence, having suffered a bullet wound to the head",40
54,Bombay,19.0759837,72.8776559,GPE,"As Langdon stared into his own weary eyes, he half wondered if he might at any moment wake up in his reading chair at home, clutching an empty martini glass and a copy ofDead Souls , only to remind himself that Bombay Sapphire and Gogol should never be mixed",41
439,Piazza del Duomo,45.46436440000001,9.1889943,FAC,"Brunelleschi had made architectural history by engineering the basilica’s massive dome, and now, more than five hundred years later, the 375-foot-tall structure still stood its ground, an immovable giant on Piazza del Duomo",42
161,Florence,43.7695604,11.2558136,GPE,"Why would I be in Florence? For Langdon, a lifelong aficionado of Italian art, Florence had become one of his favorite destinations in all of Europe",43
128,Europe,54.5259614,15.2551187,LOC,"Why would I be in Florence? For Langdon, a lifelong aficionado of Italian art, Florence had become one of his favorite destinations in all of Europe",44
696,Venus,30.2851533,-81.5138602,LOC,"This was Florence, whose galleries luredmillions of travelers to admire Botticelli’sBirth of Venus , Leonardo’sAnnunciation , and the city’s pride and joy— Il Davide ",45
773,the Accademia delle Belle Arti,44.0621572,12.5745299,FAC,"Langdon had been mesmerized by Michelangelo’sDavidwhen he first saw it as a teenager … entering the Accademia delle Belle Arti … moving slowly through the somber phalanx of Michelangelo’s crudePrigioni… and then feeling his gaze dragged upward, inexorably, to the seventeen-foot-tall masterpiece",46
162,Florence,43.7695604,11.2558136,GPE," What happened last night?Langdon pushed on, accessing the Web site forThe Florentine , an English-language newspaper published in Florence",47
368,London,51.5073509,-0.1277583,GPE,"The child of a wealthy couple in the London suburb of Blackheath, the girl was already a celebrity in scientific circles; at the age of four, she had beat a chess grand master at his own game and was reading in three languages",48
52,Blackheath,42.7515637,-83.13446789999999,GPE,"The child of a wealthy couple in the London suburb of Blackheath, the girl was already a celebrity in scientific circles; at the age of four, she had beat a chess grand master at his own game and was reading in three languages",49
369,London,51.5073509,-0.1277583,GPE,"She had been found in an upscale London hotel, where she had pretended to be the daughter of a guest, stolen a key, and was ordering room service on someone else’s account",50
363,Le maschere,42.3412971,14.3203001,FAC,Le maschere,51
729,earth,37.2321077,-95.7243335,LOC,"Driven underground, I must speak to the world from deep within the earth, exiled to this gloomy cavern where the bloodred waters collect in the lagoon that reflects no stars",52
289,Inferno,39.1185438,-77.2532777,FAC,Inferno,53
112,Copernicus,41.968261,-87.7584199,GPE,"There is the silver-haired beauty who dares call me monster! Like the blind clerics who lobbied for the death of Copernicus, she scorns me as a demon, terrified that I have glimpsed the Truth",54
129,Europe,54.5259614,15.2551187,LOC,"“A plague mask?” Langdon quickly explained that in his world of symbols, the unique shape of the long-beaked mask was nearly synonymous with the Black Death—the deadly plague that swept through Europe in the 1300s, killing off a third of the population in some regions",55
600,Venice,45.4408474,12.3155151,GPE,"Nowadays, you only see them worn as costumes during Venice Carnevale—an eerie reminder of a grim period in Italy’s history",56
326,Italy,41.87194,12.56738,GPE,"Nowadays, you only see them worn as costumes during Venice Carnevale—an eerie reminder of a grim period in Italy’s history",57
130,Europe,54.5259614,15.2551187,LOC,"Centuries ago, Europe was in the depths of its own misery—the population huddled, starving, mired in sin and hopelessness",58
429,Paradise,37.6633867,-97.24397379999999,LOC,"To reach Paradise, man must pass through Inferno",59
290,Inferno,39.1185438,-77.2532777,LOC,"To reach Paradise, man must pass through Inferno",60
7,Africa,-8.783195,34.508523,LOC, “The first Ebola samples were brought back from Africa in a tube similar to this one,61
767,relocking,42.4492103,-71.2081944,GPE,"After three seconds, it clicked again, apparently relocking itself",62
327,Italy,41.87194,12.56738,GPE,"First of all, how would I get this chunk of metal through airport security?” “Maybe you flew in on a private jet? Or maybe it was given to you when you arrived in Italy?” “Sienna, I need to call the consulate",63
328,Italy,41.87194,12.56738,GPE,My immigration situation in Italy is … complicated,64
151,Firenze,43.7695604,11.2558136,GPE," “Per favore, può darmi il numero del Consolato americano di Firenze?” She waited and then quickly wrote down a phone number",65
163,Florence,43.7695604,11.2558136,GPE,“How can I help you?” “I’m an American visiting Florence and I was attacked,66
164,Florence,43.7695604,11.2558136,GPE,I’m an American visiting Florence,67
569,U.S.,37.09024,-95.712891,GPE,“The U,68
48,B.C.,36.1835287,-95.9660485,GPE,Invented by the Sumerians in 3500 B,69
583,Vatican,41.902916,12.453389,FAC,“It’s a Latin mnemonic invented by the Vatican in the Middle Ages to remind Christians of the Seven Deadly Sins,70
730,earth,37.2321077,-95.7243335,LOC,The underworld was portrayed as a cutaway cross section of the earth into which plunged a cavernous funnel-shaped pit of unfathomable depth,71
354,La Mappa,45.79122630000001,12.0460807,FAC,"The masterpiece before him— La Mappa dell’Inferno —had been painted by one of the true giants of the Italian Renaissance, Sandro Botticelli",72
3,Adriatic,41.85509039999999,17.2902839,LOC,"At that moment, on boardThe Mendacium , the provost stepped out onto the mahogany deck and inhaled deeply, savoring the salty air of the Adriatic",73
165,Florence,43.7695604,11.2558136,GPE,"This vessel had been his home for years, and yet now, the series of events transpiring in Florence threatened to destroy everything he had built",74
731,earth,37.2321077,-95.7243335,LOC,Didn’t you say your hallucinations included a pair of legs sticking out of the earth upside down with the letterR ?” She touched a precise spot on the wall,75
732,earth,37.2321077,-95.7243335,LOC,"“There they are!” As Langdon had seen many times in this painting, the tenth ditch of the Malebolge was packed with sinners half buried upside down, their legs sticking out of the earth",76
355,La Mappa,45.79122630000001,12.0460807,GPE,"There was no signature, and yet barely visible alongLa Mappa ’s dark brown border was a line of text in tiny block letters:la verità è visibile solo attraverso gli occhi della morte",77
58,Brüder,33.8992798,-118.3655431,GPE,"As his men disappeared into the apartment building, Brüder stood watch at the front door, pulling out his comm device and contacting the person in charge",78
724,casa,39.051798,-95.667413,GPE," “Signora! Rientri subito in casa!” Sienna took another rickety step, shaking her fist angrily",79
560,Trike,32.1556594,-95.0325498,FAC,"Langdon leaned forward, centering himself again as Sienna raced the Trike down a larger thoroughfare",80
166,Florence,43.7695604,11.2558136,GPE,What had just transpired at the Florence apartment building was unthinkable,81
281,Highland Park,32.8334607,-96.79194539999999,LOC,He circled the entire ship twice before stalking into his office and taking out a bottle of fifty-year-old Highland Park single malt,82
167,Florence,43.7695604,11.2558136,GPE,“The contents of this envelope provide access to a safe-deposit box in Florence,83
329,Italy,41.87194,12.56738,GPE,The provost watched through his office window as the man’s helicopter lifted off the deck and headed back toward the coast of Italy,84
168,Florence,43.7695604,11.2558136,GPE,"Then, just before the circled date, there occurred a rapid series of calamitous events in Florence",85
49,Badia tower,43.77052399999999,11.2576598,FAC,The crisis climaxed with his client’s breathless ascent up the Badia tower,86
169,Florence,43.7695604,11.2558136,GPE,"He quickly began preparing to make good on his final promise to the deceased—the delivery to the silver-haired woman of the contents of a safe-deposit box in Florence—the timing of which, he had been admonished, was critical",87
170,Florence,43.7695604,11.2558136,GPE,"The provost gave the envelope containing the safe-deposit-box codes to Vayentha, who had traveled to Florence to recover the object inside—this “clever little barb",88
171,Florence,43.7695604,11.2558136,GPE,"Now, with everything unraveling in Florence, the provost stared down at his desk and wondered what the future held",89
984,west bank,31.9465703,35.3027226,GPE,"Sienna expertly maneuvered the Trike through each arching curve as they left behind the dingy residential neighborhood and moved into the clean, cedar-laden air of the city’s upscale west bank",90
172,Florence,43.7695604,11.2558136,GPE,I awoke in Florence … No city on earth was more closely tied to Dante than Florence,91
173,Florence,43.7695604,11.2558136,GPE,"Dante Alighieri had been born in Florence, grew up in Florence, fell in love, according to legend, with Beatrice in Florence, and was cruelly exiled from his home in Florence, destined to wander the Italian countryside for years, longing soulfully for his home",92
174,Florence,43.7695604,11.2558136,GPE,"Dante Alighieri had been born in Florence, grew up in Florence, fell in love, according to legend, with Beatrice in Florence, and was cruelly exiled from his home in Florence, destined to wander the Italian countryside for years, longing soulfully for his home",93
175,Florence,43.7695604,11.2558136,GPE,"Dante Alighieri had been born in Florence, grew up in Florence, fell in love, according to legend, with Beatrice in Florence, and was cruelly exiled from his home in Florence, destined to wander the Italian countryside for years, longing soulfully for his home",94
176,Florence,43.7695604,11.2558136,GPE,"Dante Alighieri had been born in Florence, grew up in Florence, fell in love, according to legend, with Beatrice in Florence, and was cruelly exiled from his home in Florence, destined to wander the Italian countryside for years, longing soulfully for his home",95
780,the Arno River,43.73244,11.0148006,LOC,"As Langdon recalled those words from the seventeenth canto of theParadiso , he looked to the right, gazing out across the Arno River toward the distant spires of old Florence",96
177,Florence,43.7695604,11.2558136,GPE,"Langdon pictured the layout of the old city—a labyrinth of tourists, congestion, and traffic bustling through narrow streets around Florence’s famed cathedral, museums, chapels, and shopping districts",97
356,La Mappa,45.79122630000001,12.0460807,FAC,He pondered the words scrawled beneathLa Mappa — The truth can be glimpsed only through the eyes of death —and wondered if the grim saying might be a quote from Dante,98
85,Cambridge,52.2042666,0.1149085,GPE,"The oldest American branch had been founded in 1881 in Cambridge, Massachusetts, by Henry Wadsworth Longfellow",99
386,Massachusetts,42.4072107,-71.3824374,GPE,"The oldest American branch had been founded in 1881 in Cambridge, Massachusetts, by Henry Wadsworth Longfellow",100
411,New England’s,43.9653889,-70.8226541,GPE,"New England’s famous Fireside Poet was the first American to translateThe Divine Comedy , his translation remaining among the most respected and widely read to this day",101
701,Vienna,48.2081743,16.3738189,GPE,"As a noted student of Dante’s work, Langdon had been asked to speak at a major event hosted by one of the world’s oldest Dante societies—Società Dante Alighieri Vienna",102
371,Lucca,35.613185,-97.55902809999999,GPE,"In this portrait, as in nearly all depictions, he wears on his head a redcappuccio —a tight-fitting, plaited hood with earflaps—which, along with his crimson Lucca robe, has become the most widely reproduced image of Dante",103
958,the Uffizi Gallery,43.7677856,11.2553108,FAC,".” Langdon advanced slides to the Botticelli portrait of Dante from the Uffizi Gallery, which stressed Dante’s most salient features, a heavy jaw and hooked nose",104
271,Greece,39.074208,21.824312,GPE,"“Here, Dante’s unique face is once again framed by his redcappuccio , but in this instance Botticelli has added a laurel wreath to his cap as a symbol of expertise—in this case in the poetic arts—a traditional symbol borrowed from ancient Greece and used even today in ceremonies honoring poet laureates and Nobel laureates",105
911,the Piazza di Santa Croce,43.7691604,11.2613817,FAC,"“And to round out your image of Dante, here is a statue from the Piazza di Santa Croce … and, of course, the famous fresco attributed to Giotto in the chapel of the Bargello",106
263,Giotto,40.8139693,-74.21948239999999,FAC,"“And to round out your image of Dante, here is a statue from the Piazza di Santa Croce … and, of course, the famous fresco attributed to Giotto in the chapel of the Bargello",107
178,Florence,43.7695604,11.2558136,GPE,The painting now hung in Florence’s Cathedral of Santa Maria del Fiore—better known as Il Duomo,108
287,Il Duomo,32.5310751,-117.0736327,FAC,The painting now hung in Florence’s Cathedral of Santa Maria del Fiore—better known as Il Duomo,109
947,the Sistine Chapel,41.9029468,12.4544835,FAC,"“Yes,” Langdon said, “that’s the same Michelangelo you all know from the Sistine Chapel and theDavid ",110
948,the Sistine Chapel,41.9029468,12.4544835,FAC,"And if you don’t believe me, read the third canto of Dante’sInfernoand then visit the Sistine Chapel; just above the altar, you’ll see this familiar image",111
949,the Sistine Chapel,41.9029468,12.4544835,FAC,"As you can see here in the Sistine Chapel, Michelangelo chose Dante’s version over that of the Bible",112
179,Florence,43.7695604,11.2558136,GPE,"An agile motorbike on the labyrinthine streets of Florence would easily elude Brüder’s vans, whose heavy polycarbonate windows and solid, puncture-proof tires made them impenetrable but lumbering",113
457,S.C.,33.836081,-81.1637245,GPE,“It’s registered to someone initialedS,114
975,the Viale del Poggio Imperiale,43.7547759,11.2447295,FAC,"As Vayentha sped northward on the sleek straightaway of the Viale del Poggio Imperiale, she realized what a difference a few hours had made for her",115
442,Pistoletto,39.9655697,-75.18096609999999,GPE,"Six major roads converge in front of these doors, filtering into a rotary whose grassy median is dominated by a large Pistoletto statue depicting a woman departing the city gates carrying an enormous bundle on her head",116
817,the Fiera dei Contratti,,,FAC,"Although nowadays it is more of a snarled traffic nightmare, Florence’s austere city gate was once the site of the Fiera dei Contratti—the Contracts Fair—at which fathers sold their daughters into a contracted marriage, often forcing them to dance provocatively in an effort to secure higher dowries",117
330,Italy,41.87194,12.56738,GPE,"“Destruction of property doesn’t look like this everywhere in Italy,” Sienna said, apparently reading his mind",118
935,the Porta Romana,53.5461986,-113.899397,FAC,"They were chatting, lighting cigarettes, and puzzling over the roadblock in front of them at the Porta Romana",119
733,earth,37.2321077,-95.7243335,LOC,"Perhaps it was on account of the smell of human waste, or possibly the recumbent bicyclist with bare legs flailing in front of him, but whatever the stimulus, Langdon had flashed on the putrid world of the Malebolge and the naked legs protruding upside down from the earth",120
702,Vienna,48.2081743,16.3738189,GPE,.” For a split second Langdon was back in Vienna giving his lecture,121
357,La Mappa,45.79122630000001,12.0460807,FAC," La Mappa dell’Infernoappeared, glowing brightly in the dim light",122
358,La Mappa,45.79122630000001,12.0460807,GPE,He closed his eyes and held the two versions ofLa Mappain his mind’s eye to analyze their differences,123
180,Florence,43.7695604,11.2558136,GPE,“I know why I’m here in Florence,124
937,the Porta-Potty,37.1185366,-94.5056287,FAC,“What did you figure out?” The sounds of laughing voices echoed on the other side of the Porta-Potty,125
938,the Porta-Potty,37.1185366,-94.5056287,FAC,".” On cue, Sienna emerged unseen from behind the Porta-Potty and walked over",126
181,Florence,43.7695604,11.2558136,GPE,“We’re in Florence researching possible spots for a teaching year abroad,127
182,Florence,43.7695604,11.2558136,GPE,"In 1563, these ten letters had been used to spell a message high on a wall inside Florence’s famed Palazzo Vecchio, painted some forty feet off the ground, barely visible without binoculars",128
936,the Porta Romana,53.5461986,-113.899397,FAC,".” The group arrived at the Art Institute’s main gate on the right, where a crowd of students had gathered to watch the action at the Porta Romana",129
183,Florence,43.7695604,11.2558136,GPE,The name alone had become a symbol of Florence,130
234,France,46.227638,2.213749,GPE,"During its three-century reign, the royal house of Medici amassed unfathomable wealth and influence, producing four popes, two queens of France, and the largest financial institution in all of Europe",131
131,Europe,54.5259614,15.2551187,LOC,"During its three-century reign, the royal house of Medici amassed unfathomable wealth and influence, producing four popes, two queens of France, and the largest financial institution in all of Europe",132
697,Venus,30.2851533,-81.5138602,LOC,"The list of luminaries receiving Medici patronage ranged from da Vinci to Galileo to Botticelli—the latter’s most famous painting,Birth of Venus , the result of a commission from Lorenzo de’ Medici, who requested a sexually provocative painting to hang over his cousin’s marital bed as a wedding gift",133
184,Florence,43.7695604,11.2558136,GPE,This tranquil site that now inspired young artists had been specifically chosen for the Medici’s stables because of its proximity to one of the most beautiful riding areas in all of Florence,134
547,The Boboli Gardens,43.7624972,11.2483996,LOC,The Boboli Gardens,135
796,the Boboli Gardens,43.7624972,11.2483996,LOC,The massive expanse of the Boboli Gardens was now a popular tourist attraction,136
797,the Boboli Gardens,43.7624972,11.2483996,LOC,"More important, traversing the Boboli Gardens would eventually lead them to the Palazzo Pitti, the stone citadel that once housed the main seat of the Medici grand duchy, and whose 140 rooms remained one of Florence’s most frequented tourist attractions",137
866,the Palazzo Pitti,43.7651533,11.2500081,FAC,"More important, traversing the Boboli Gardens would eventually lead them to the Palazzo Pitti, the stone citadel that once housed the main seat of the Medici grand duchy, and whose 140 rooms remained one of Florence’s most frequented tourist attractions",138
867,the Palazzo Pitti,43.7651533,11.2500081,FAC,"If we can reach the Palazzo Pitti , Langdon thought,the bridge to the old city is a stone’s throw away",139
443,Pitti Palace,43.7651533,11.2500081,FAC,The entrance is way over at Pitti Palace,140
414,New York,40.7127753,-74.0059728,GPE,New York,141
378,Manhattan,40.7830603,-73.9712488,GPE,"She had flown to Manhattan from Geneva, where she was serving as the director of the World Health Organization, a highly coveted and prestigious post that she had held for nearly a decade",142
245,Geneva,46.2043907,6.1431577,GPE,"She had flown to Manhattan from Geneva, where she was serving as the director of the World Health Organization, a highly coveted and prestigious post that she had held for nearly a decade",143
152,First Avenue,44.9785315,-93.2759978,FAC,"As her limo raced up First Avenue, she began to feel strangely nervous",144
379,Manhattan,40.7830603,-73.9712488,GPE,"Before she knew it, the car had stopped, and the driver was helping her out onto the sidewalk in an affluent section of Manhattan",145
415,New York,40.7127753,-74.0059728,GPE,.” The New York headquarters of the Council on Foreign Relations was an unobtrusive neoclassical building on the corner of Park and Sixty-eighth that had once been the home of a Standard Oil tycoon,146
432,Park,37.064236,-95.6431662,GPE,.” The New York headquarters of the Council on Foreign Relations was an unobtrusive neoclassical building on the corner of Park and Sixty-eighth that had once been the home of a Standard Oil tycoon,147
538,Switzerland,46.818188,8.227511999999999,GPE,".” The man’s tautly precise accent suggested Elizabeth’s homeland of Switzerland, or perhaps Germany",148
261,Germany,51.165691,10.451526,GPE,".” The man’s tautly precise accent suggested Elizabeth’s homeland of Switzerland, or perhaps Germany",149
734,earth,37.2321077,-95.7243335,LOC,"The earth’s population, like our stack of paper, had very meager beginnings … but alarming potential",150
735,earth,37.2321077,-95.7243335,LOC,It took the earth’s population thousands of years—from the early dawn of man all the way to the early 1800s—to reachonebillion people,151
121,Earth,37.2321077,-95.7243335,LOC,"Just today, the human race added another quarter-million people to planet Earth",152
262,Germany,51.165691,10.451526,GPE,"Currently, every year, we’re adding the equivalent of the entire country of Germany",153
736,earth,37.2321077,-95.7243335,LOC,"As you know, your World Health Organization has again increased its forecasts, predicting there will be some nine billion people on earth before the midpoint of this century",154
8,Africa,-8.783195,34.508523,LOC,Recently we spent millions of dollars sending doctors into Africa to deliver free condoms and educate people about birth control,155
9,Africa,-8.783195,34.508523,LOC,Africa has a new environmental issue now—landfills overflowing with unused condoms,156
584,Vatican,41.902916,12.453389,FAC,"He was correct on this point, and yet modern Catholics were starting to fight back against the Vatican’s meddling in reproductive issues",157
10,Africa,-8.783195,34.508523,LOC,“And your response? Free condoms in Africa,158
433,Park Avenue,40.8043256,-73.939393,FAC,He will bring to you Dante’s vision of hell right outside on Park Avenue … huddled masses wallowing in their own excrement,159
810,the Boboli Gardens’,43.7624972,11.2483996,FAC,“Is it?”  CHAPTER23 ROBERT LANGDON LANDEDhard on the spongy earth just inside the retaining wall of the Boboli Gardens’ heavily wooded southern edge,160
548,The Boboli Gardens,43.7624972,11.2483996,LOC,"The Boboli Gardens had enjoyed the exceptional design talents of Niccolò Tribolo, Giorgio Vasari, and Bernardo Buontalenti—a brain trust of aesthetic talent that had created on this 111-acre canvas a walkable masterpiece",161
92,Catrova,,,LOC,Catrova,162
359,La Mappa,45.79122630000001,12.0460807,GPE,"“Robert, you said earlier thatLa Mappapoints to a specific location in the old city",163
834,the Hall of the Five Hundred,43.769282,11.2560561,FAC," “As it turns out, this phrase points very specifically to a famous mural thathangs in the Palazzo Vecchio—Giorgio Vasari’sBattaglia di Marcianoin the Hall of the Five Hundred",164
427,Palazzo Vecchio,43.7693012,11.2561509,FAC,I was mumbling about the secret message in the mural at Palazzo Vecchio!” He could still hear the recording of his own delirious voice,165
976,the Viale del Poggio Imperiale,43.7547759,11.2447295,FAC,"Her motorcycle fishtailed, screeching loudly as it left a long skid mark on the Viale del Poggio Imperiale, finally coming to an abrupt stop behind an unexpected line of traffic",166
553,The Viale del Poggio,40.868045,14.2363531,FAC,The Viale del Poggio was at a standstill,167
899,the Palazzo Vecchio’s,43.7693012,11.2561509,FAC,The wordscerca trovahad placed Vasari back in the mainstream consciousness about thirty years ago when his “secret message” was discovered high on his sprawling mural in the Palazzo Vecchio’s Hall of the Five Hundred,168
870,the Palazzo Vecchio,43.7693012,11.2561509,FAC," Time is running out!If there were answers, Langdon sensed, they would be at the Palazzo Vecchio",169
775,the Aegean Islands,38,25,LOC,He now flashed on an old adage from early Grecian free divers who hunted lobsters in the coral caves of the Aegean Islands,170
912,the Pitti Palace,43.7651533,11.2500081,FAC,"If he and Sienna could reach the Pitti Palace and exit the gardens, then the old city was just a short walk across the most famous footbridge in the world—the Ponte Vecchio",171
927,the Ponte Vecchio,43.767925,11.2531435,FAC,"If he and Sienna could reach the Pitti Palace and exit the gardens, then the old city was just a short walk across the most famous footbridge in the world—the Ponte Vecchio",172
871,the Palazzo Vecchio,43.7693012,11.2561509,FAC,"From there, the Palazzo Vecchio was only a few blocks away",173
798,the Boboli Gardens,43.7624972,11.2483996,LOC,Marconi … the soldiers firing on them … the Italian military police gathering in the Porta Romana … and now a surveillance drone tracking them through the Boboli Gardens,174
