,Unnamed: 0,Unnamed: 0.1,lugares,LAT_google,LON_google,labels,Quotes,Position,cluster_label,day,Quotes_total
31,,,"<a href=""http://saintlouis-rome.net/""target=""_blank""> Church of St. Louis of the French </a><br><b>Rating: </b>4.8<br><b>Popularity: </b><br>4408",41.899581,12.4745405,TOUR,"[]<b>Author: </b>Father Kenny Ang; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>This is one of my favorite churches in Rome, since I especially love Caravaggio and his works. Every time I come here, I almost always head directly to the Contarelli chapel just to delight in his three paintings of St. Matthew. My favorite one is the Calling of St. Matthew on the left-side wall of the chapel (which is the darker side of the wall, unfortunately). When I went there yesterday, some ladies already put some euros into the machine so the entire chapel was brightly illuminated. I was a lucky pilgrim and photographer!<br><br><b>Author: </b>Veranika Tsybulskaya; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>Spectacular! Definitely worth to visit not only for a Caravaggio works, but for an ambience itself. Rich and spaced. Were lucky to end up there during the organ mass - truly recommend!<br><br><b>Author: </b>Iman Traveler; <br><b>Rating: </b>5<br><b>When: </b>3 months ago<br>3 Caravaggio paintings!!! What could you expect more?

Short explain:
is a Roman Catholic church in Rome, not far from Piazza Navona. The church is dedicated to the Virgin Mary, to St. Denis the Areopagite and St. Louis IX, king of France. The church was designed by Giacomo della Porta and built by Domenico Fontana between 1518 and 1589, and completed through the personal intervention of Catherine de' Medici, who donated to it some property in the area. It is the national church in Rome of France.<br><br><b>Author: </b>George; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>The ceiling is covered in beautiful art. If you are in the area you must pop in for a look. It is free and marvelous.<br><br><b>Author: </b>Ron Nederpelt; <br><b>Rating: </b>5<br><b>When: </b>6 months ago<br>I Caravaggi. I CARAVAGGI! A day without seeing a painting by Caravaggio is a day not lived.<br><br>",,,1,
33,,,"<a href=""http://www.museodiroma.it/""target=""_blank""> Museo di Roma - Palazzo Braschi </a><br><b>Rating: </b>4.5<br><b>Popularity: </b><br>2614",41.897551,12.4727241,TOUR,"[]<b>Author: </b>M in Paris; <br><b>Rating: </b>3<br><b>When: </b>2 months ago<br>The building is amazing and especially on the third floor there is a very interesting little exhibition of the evolution of the Roman architecture. The second floor you'll find a little bit of history of the clergy and romans aristocracy through the centuries but no ground breaking paintings.<br><br><b>Author: </b>Dominic Arbuthnott; <br><b>Rating: </b>4<br><b>When: </b>8 months ago<br>Great view from top floor<br><br><b>Author: </b>Vijay Sisodia; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Nice little museum. (Be warned that it isn't very big so don't expect to spend more than a few hours here.)
Information is multilingual
Staff are friendly
Has seating area in almost every room.
Has good interactive videos explaining the history of Rome.
For those with a Roma pass, you still have to go to the ticket office to get your tickets.<br><br><b>Author: </b>David naftalis; <br><b>Rating: </b>2<br><b>When: </b>9 months ago<br>Museum with variable exhibitions.
Not pricy.
The staff not welcoming and very not patience...<br><br><b>Author: </b>Tony Popa; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>The Museo di Roma is a museum in Rome, Italy, part of the network of Roman civic museums. The museum was founded in the Fascist era with the aim of documenting the local history and traditions of the ""old Rome"" that was rapidly disappearing, but following many donations and acquisitions of works of art is now principally an art museum. The collections initially included 120 water-colours by the nineteenth-century painter Ettore Roesler Franz of Roma sparita, ""vanished Rome"", later moved to the Museo di Roma in Trastevere.<br><br>",,,1,
35,,,"<a href=""http://www.vallicella.org/""target=""_blank""> Parrocchia Santa Maria in Vallicella </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>1713",41.8984826,12.46916,TOUR,"[]<b>Author: </b>Hartmut P; <br><b>Rating: </b>4<br><b>When: </b>a week ago<br>A baroque Church , hidden is the painting from Ruben's behind a mechanical cover<br><br><b>Author: </b>S.Y. Park; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Cozy, dark yet brilliantly rich in Golden Renaissance essences.  It really is inviting, for anyone to come.<br><br><b>Author: </b>Edward Mueller; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Imposing Baroque.  Great gigantic grandiosity.<br><br><b>Author: </b>EFG Manju; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>A must visit to see the grandeur. Has a very calming influence on you.<br><br><b>Author: </b>Rob R; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Whilst walking Rome I come across this church. Just like most churches in Rome they all have their individual beauty. This was a beautifully detailed building allowing for quite reflection during a busy trip.<br><br>",,,1,
37,,,"<a href=""http://www.villafarnesina.it/""target=""_blank""> Villa Farnesina </a><br><b>Rating: </b>4.6<br><b>Popularity: </b><br>1488",41.89359939999999,12.4672868,TOUR,"[]<b>Author: </b>M in Paris; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>Amazing ceiling painting from Raffaelo. It is mind blowing and definitely one of the more hidden unknown museums<br><br><b>Author: </b>JUZER KAPADIA; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>The wealthy Sienese banker Agostino Chigi commissioned this villa in 1508 for his lavish banquets and for sojourns with the courtesan Imperia, who allegedly inspired one of the Three Graces painted by Raphael in the Loggia of Cupid and Psyche.
Designed by the Sienese architect Baldassare Peruzzi, the harmonious Farnesina, with a central block and projecting wings, is one of the first true Renaissance villas. Peruzzi decorated some of the interiors himself, such as the Sala della Prospettiva upstairs, in which illusionistic frescoes create the impression of looking out over Rome through a marble colonnade.
The painted vault of the Sala di Galatea shows the position of the stars at the time of Chigi’s birth. After his death, the banking business collapsed, and in 1577 the villa was sold to the Farnese family.<br><br><b>Author: </b>Andrew Potts; <br><b>Rating: </b>5<br><b>When: </b>6 months ago<br>Beautiful building, amazing Raphael frescoes.<br><br><b>Author: </b>A. Lexander; <br><b>Rating: </b>2<br><b>When: </b>10 months ago<br>""Don't download the guide app it takes too long almost 5 minutes per room"" was said to us when we bought tickets and wanted to download the free guide app they ADVERTISED AS PART OF TICKET... What a joke. And that for 10€. Very rude and unfriendly people at ticket counter.<br><br><b>Author: </b># Volkmer; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>The most amazing library I have ever seen in my life and probably the most amazing one I will ever see in my hole life. 😯 Just extraordinary fantastic. Extremely happy to be taken there.<br><br>",,,1,
39,,,"<a href=""http://www.beige-roma.com/""target=""_blank""> Beige Roma </a><br><b>Rating: </b>3.8<br><b>Popularity: </b><br>399",41.8908691,12.4712072,CLUB,"[]<b>Author: </b>Thomas Bollman; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>This place is much much bigger than it looks when you first walk in. Lots of places to sit and lounge around. Bartenders were very nice and their English was fine. Great for groups to sit around a table to have a drink or seven. Will go back on my next trip to Rome and when I’m not so hungover already.<br><br><b>Author: </b>Pondz Meme; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Great staff.
Great food.
Great wine.
Great price.
The place is great. I threw a gathering for 17 people for my 19th bday and it was so nice. Totally recommend!!<br><br><b>Author: </b>Michal Glinka; <br><b>Rating: </b>3<br><b>When: </b>2 years ago<br>We arrived around 7pm for some good cocktails, but there was no other guests at the time. The bar was completely empty. The service was very good. The style of the bar is probably dated to the 90/00's looking on the interieur.<br><br><b>Author: </b>Wesam Rukun; <br><b>Rating: </b>3<br><b>When: </b>a year ago<br>An ok food. But the location is great.<br><br><b>Author: </b>Jorge R Tomey; <br><b>Rating: </b>4<br><b>When: </b>2 years ago<br>Good decor, gin and tonics €8 per. Closes at 0200h. Music wasn’t very good.<br><br>",,,1,
41,,,"<a href=""http://www.romabeercompany.it/""target=""_blank""> Roma Beer Company - Campo de' Fiori </a><br><b>Rating: </b>4.0<br><b>Popularity: </b><br>264",41.8957931,12.4722989,CLUB,"[]<b>Author: </b>Balázs Krucsó; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>We took a beer and a prosecco there. Both of them were absolutely delightful and also we chatted a lot with the algerian waitress, whos has a very unique life story on Campo de’ Fiori. Definitely recommend to get the place and drink a bit and talk with the employees. You will not regret it!<br><br><b>Author: </b>Rok Bergman; <br><b>Rating: </b>3<br><b>When: </b>10 months ago<br>Good food and good beer selecetion.<br><br><b>Author: </b>Mr JoneZ; <br><b>Rating: </b>5<br><b>When: </b>10 months ago<br>The food was very delicious and the waiters were very friendly. We recommend this place<br><br><b>Author: </b>Heloisa Lopes; <br><b>Rating: </b>2<br><b>When: </b>a year ago<br>We were attracted here during Happy Hour, I asked which beers were in Happy Hour, it was two. But they did not told us it was only 0,4L, so we asked 1L and it was not in Happy Hour, and we only discovered that while we were paying (they omitted the information, although I specifically asked which beers were included in Happy Hour). Besides that, they charged us for 2L of the beer that costs 14 euros, but we asked 1L of the 14 euros beer and 1L of the 12 euros beer. They subtracted the 2 euros, but complaining until the very end.<br><br><b>Author: </b>John Willemsen; <br><b>Rating: </b>4<br><b>When: </b>9 months ago<br>The aperitivo dish was okay, the beer not bad but also nothing special, the waiter (the Albanian one) was very friendly, charming and added nice vibes to our evening. If I went back, it would be because of him.<br><br>",,,1,
45,,,"<a href=""http://wisdomlessclub.com/""target=""_blank""> Wisdomless Club </a><br><b>Rating: </b>4.6<br><b>Popularity: </b><br>99",41.8976582,12.470452,CLUB,"[]<b>Author: </b>Jennifer Friedrich; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>What a fabulous find in Rome! Completely charming and fascinating cocktail bar- vintage decor with lots of wild taxidermy! The drinks were delicious and the staff friendly- go check them out!<br><br><b>Author: </b>neaux bodi; <br><b>Rating: </b>1<br><b>When: </b>a year ago<br>Had an awful experience here. Walked in and ordered a drink then went to find a seat. Ended up walking into a room we weren't supposed to be in I guess, even though there was no sign or door to stop us, the owner rushed us out then proceeded to scream at the bartender until she cried. Very very awkward situation. We quickly paid for our 3 drinks, which was €40, and got out of there. DO NOT GO TO THIS BAR!<br><br><b>Author: </b>Sokol Elmazaj; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Lovely cocktail bar. You have to try this. Do not miss the Churchill.<br><br><b>Author: </b>Yana Osinsky; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>One of the best and craziest cocktail bars I have been in. If you visit Rome, you must visit this place! Enjoy...<br><br><b>Author: </b>Mr GillyFlower; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Fantastic experience, warm welcoming from the staff and a great atmosphere. Lovely cocktails! Would recommend to everyone.<br><br>",,,1,
46,,,"<a href=""http://www.rabbitholeclubroma.it/""target=""_blank""> Rabbit Hole Club Roma </a><br><b>Rating: </b>3.3<br><b>Popularity: </b><br>92",41.89068080000001,12.4706659,CLUB,"[]<b>Author: </b>Blanche Leroy; <br><b>Rating: </b>1<br><b>When: </b>a year ago<br>Horrible place to go out, misorganized, you have to sign a form to get in after waiting an hour for no obvious reason. I do not recommend at all!<br><br><b>Author: </b>Ruth Tacandong; <br><b>Rating: </b>1<br><b>When: </b>2 years ago<br>Went shortly after it opened and stayed for an hour in hopes that the crowd would grow. Left because we realized that we were the only ones around as everyone left. 5$ cover charge isn't worth it. Music was hard to dance to and drinks were up to 20$; they also don't do any fancy shots. They also record your full name, birth date, and state you're from. Mandatory ID.

Would not recommend<br><br><b>Author: </b>Carlos Villavieja; <br><b>Rating: </b>1<br><b>When: </b>3 years ago<br>Three room underground disco. 10 euros entrance that only includes bad alcohol, they asked for an  additional 7 euros for a good gin or whisky, total 17. €. They don't serve quality alcohol,  probably fake brands, be careful.<br><br><b>Author: </b>Sophie Hartley; <br><b>Rating: </b>2<br><b>When: </b>2 years ago<br>Thought it was a club. It was not. Nice bar, but not worth 15 euros entry<br><br><b>Author: </b>Dominic Mullen; <br><b>Rating: </b>1<br><b>When: </b>3 years ago<br>went on a Friday night at midnight: no one was in the club. went back the same night at 2:30am and it was completely empty. not one person except for a couple in the smoke room<br><br>",,,1,
47,,,"<a href=""http://www.nurbar.net/""target=""_blank""> NUR BAR </a><br><b>Rating: </b>3.6<br><b>Popularity: </b><br>85",41.897109,12.474981,CLUB,"[]<b>Author: </b>Fabrizio Maria Guidi; <br><b>Rating: </b>5<br><b>When: </b>4 years ago<br>bella location<br><br><b>Author: </b>Giuseppe Fiordalisi; <br><b>Rating: </b>2<br><b>When: </b>a year ago<br>The glories of the past are a distant memory! Mediocre piano bar, old commercial house music ""attracts foreigners"", good cocktails (only positive note!). Once sold out rooms not open to the public. Such a pity<br><br><b>Author: </b>Lanciano Serena; <br><b>Rating: </b>1<br><b>When: </b>a year ago<br>We decided to celebrate my cousin's birthday .. But about an hour and a half ago we were literally thrown out because the police arrived for a check and it turned out that the place is not in order to be open after 2 am !!! I state that we paid the table € 30 !!!! The security service leaves a lot to be desired .. A boy pointed the laser in our eyes to tell us to go out, after I pointed it out to him for the third time and instead of apologizing he started verbally attacking me, not taking into account that I was a customer, much less a woman. I am horrified .. Needless to say, I will never set foot again !!! A star is too much !!!!<br><br><b>Author: </b>Francesco Giacobbi; <br><b>Rating: </b>4<br><b>When: </b>2 years ago<br>Located in an appropriate manner for its type as it is close to piazza venezia, the interiors are furnished with a luxury that does not exaggerate, making the stay pleasant for the eyes as well. Bar service managed in an excellent way even in the evenings when there is an open bar, making the evening run smoothly to be able to enjoy a good glass of wine. Also appreciable is the quality of the buffet offered and the live music, peculiar is the sudden change of the evening from a formal evening with live music to a disco around one in the morning in order to cover a wider range of people.<br><br><b>Author: </b>Anna Maria Passante; <br><b>Rating: </b>3<br><b>When: </b>2 years ago<br>Terrible local noisy darkness an unbearable confusion ... I do not understand how young and not young people go to go there ... it is always queued x to enter even if there is a table booked for a party .... food all cold in part of the pasta that was nothing of it ..... everything falls to the ground Xche it is all tight, the tables with arched legs make everyone stumble .... the sofas knocked out .... they fill it up to capacity and so they can't follow all the guests in return, it's full of bouncers or the like who check - it's x say - the situation .... they just check not to be screwed ... in short, a disaster ... you have a lot to learn. ... although I understand that it is a money factory ... but it is only a fashion<br><br>",,,1,
48,,,"<a href=""http://www.hdo.it/""target=""_blank""> La Cabala </a><br><b>Rating: </b>3.4<br><b>Popularity: </b><br>85",41.9019733,12.4723318,CLUB,"[]<b>Author: </b>abigail garcia; <br><b>Rating: </b>1<br><b>When: </b>3 years ago<br>Would not recommend going to this place if you are in Rome. Arrived around midnight, thinking this place would be starting up and instead was sent to the piano bar because the upstairs wasn't open yet. So we went to the empty piano bar, maybe three people in the whole bar. Decided to have a drink, when I asked for a menu they didn't have one, which I thought was pretty weird. Anywyas, bought two shots of tequila and it came out to 30€...so not worth it for that place.<br><br><b>Author: </b>Alexander Graf; <br><b>Rating: </b>1<br><b>When: </b>5 years ago<br>First no menu, and then ridiculous 30 € for a Gin Tonic. The Ambient is definitely not that high class. This is just rip-off. Don't go there !<br><br><b>Author: </b>Oscar Andersson; <br><b>Rating: </b>1<br><b>When: </b>2 years ago<br>They are not serious. They try to trick tourist to pay more and claim that its ”because of the service”. Beware!!!<br><br><b>Author: </b>EDOARDO MARCHETTI; <br><b>Rating: </b>4<br><b>When: </b>4 years ago<br>Nice place, in a beautiful building in the center of Rome<br><br><b>Author: </b>Samuel Van der Stappen; <br><b>Rating: </b>1<br><b>When: </b>3 years ago<br>Never seen an unfriendlier bouncer (seriously)<br><br>",,,1,
49,,,"<a href=""http://www.lasalettakaraoke.it/""target=""_blank""> La Saletta </a><br><b>Rating: </b>4.2<br><b>Popularity: </b><br>70",41.8998292,12.4701903,CLUB,"[]<b>Author: </b>Lou Lowton; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Best night ever in this little Roman gem!! Lots of locals enjoying wonderful Italian songs and plenty of English/American anthems. Were made so welcome! Fantastic venue - thanks for a lovely evening guys!!<br><br><b>Author: </b>Zeichenkohle; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>One of the best evenings I had in Rome!

Things started off slow, we registered to sing, got a little card and took some seats next to the wall.

The karaoke system is old school, and most of the songs are in italian--but there is a nice list of American songs as well.

We all toss the mic around from person to person, sing together, create makeshift duets. It was a magical experience, I felt like I was back in my old choir group.

The amount of joy in the atmosphere was amazing. I really felt like part of this little inclusive group of singers.<br><br><b>Author: </b>Suzana Caneca; <br><b>Rating: </b>5<br><b>When: </b>2 years ago<br>Best karaoke in Rome! All the people there  are so nice, and fun! Loved the place!<br><br><b>Author: </b>Andres Jimenez Ayala; <br><b>Rating: </b>2<br><b>When: </b>2 years ago<br>Too small and hot but good atmosphere<br><br><b>Author: </b>Riccardo Nappi; <br><b>Rating: </b>1<br><b>When: </b>2 years ago<br>Very small, unorganized, and grumpy bartenders.
If you ask for a song expect someone else to sing it....
as they don’t call who asked for the song.
Left after 20minutes...<br><br>",,,1,
50,,,"<a href=""""target=""_blank""> I Giganti della Notte Roma </a><br><b>Rating: </b>3.6<br><b>Popularity: </b><br>59",41.8959249,12.4716238,CLUB,"[]<b>Author: </b>neaux bodi; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>This bar was awesome. Our waiter (Luigi) was an amazing host. He was very attentive and constantly making us laugh. American friendly. Good prices. I highly recommend stopping by here if you're visiting Rome.<br><br><b>Author: </b>David Henry; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>This place has the best food I have eaten in Italy (and i have lived here for 2 years). Akram is the best and can advise you on the best food and drinks to get!!<br><br><b>Author: </b>Kim Maree Penn; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Rose made our night unforgettable! Thank you for looking after us so well! We now have a local pub to come too!!!!! Grazia and see you soon!<br><br><b>Author: </b>H Kamal; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>So nice place. Hamburger is such delicious meat<br><br><b>Author: </b>Jeremy Richard; <br><b>Rating: </b>4<br><b>When: </b>3 years ago<br>Nice pub opened also during the day.
Service is fast and good.
Prices are a bit high.<br><br>",,,1,
