,Unnamed: 0,Unnamed: 0.1,lugares,LAT_google,LON_google,labels,Quotes,Position,cluster_label,day,Quotes_total
31,,,"<a href=""http://saintlouis-rome.net/""target=""_blank""> Church of St. Louis of the French </a><br><b>Rating: </b>4.8<br><b>Popularity: </b><br>4408",41.899581,12.4745405,TOUR,"[]<b>Author: </b>Father Kenny Ang; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>This is one of my favorite churches in Rome, since I especially love Caravaggio and his works. Every time I come here, I almost always head directly to the Contarelli chapel just to delight in his three paintings of St. Matthew. My favorite one is the Calling of St. Matthew on the left-side wall of the chapel (which is the darker side of the wall, unfortunately). When I went there yesterday, some ladies already put some euros into the machine so the entire chapel was brightly illuminated. I was a lucky pilgrim and photographer!<br><br><b>Author: </b>Veranika Tsybulskaya; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>Spectacular! Definitely worth to visit not only for a Caravaggio works, but for an ambience itself. Rich and spaced. Were lucky to end up there during the organ mass - truly recommend!<br><br><b>Author: </b>Iman Traveler; <br><b>Rating: </b>5<br><b>When: </b>3 months ago<br>3 Caravaggio paintings!!! What could you expect more?

Short explain:
is a Roman Catholic church in Rome, not far from Piazza Navona. The church is dedicated to the Virgin Mary, to St. Denis the Areopagite and St. Louis IX, king of France. The church was designed by Giacomo della Porta and built by Domenico Fontana between 1518 and 1589, and completed through the personal intervention of Catherine de' Medici, who donated to it some property in the area. It is the national church in Rome of France.<br><br><b>Author: </b>George; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>The ceiling is covered in beautiful art. If you are in the area you must pop in for a look. It is free and marvelous.<br><br><b>Author: </b>Ron Nederpelt; <br><b>Rating: </b>5<br><b>When: </b>6 months ago<br>I Caravaggi. I CARAVAGGI! A day without seeing a painting by Caravaggio is a day not lived.<br><br>",,,1,
34,,,"<a href=""http://www.romabeercompany.it/""target=""_blank""> Roma Beer Company - Campo de' Fiori </a><br><b>Rating: </b>4.0<br><b>Popularity: </b><br>264",41.8957931,12.4722989,CLUB,"[]<b>Author: </b>Balázs Krucsó; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>We took a beer and a prosecco there. Both of them were absolutely delightful and also we chatted a lot with the algerian waitress, whos has a very unique life story on Campo de’ Fiori. Definitely recommend to get the place and drink a bit and talk with the employees. You will not regret it!<br><br><b>Author: </b>Rok Bergman; <br><b>Rating: </b>3<br><b>When: </b>10 months ago<br>Good food and good beer selecetion.<br><br><b>Author: </b>Mr JoneZ; <br><b>Rating: </b>5<br><b>When: </b>10 months ago<br>The food was very delicious and the waiters were very friendly. We recommend this place<br><br><b>Author: </b>Heloisa Lopes; <br><b>Rating: </b>2<br><b>When: </b>a year ago<br>We were attracted here during Happy Hour, I asked which beers were in Happy Hour, it was two. But they did not told us it was only 0,4L, so we asked 1L and it was not in Happy Hour, and we only discovered that while we were paying (they omitted the information, although I specifically asked which beers were included in Happy Hour). Besides that, they charged us for 2L of the beer that costs 14 euros, but we asked 1L of the 14 euros beer and 1L of the 12 euros beer. They subtracted the 2 euros, but complaining until the very end.<br><br><b>Author: </b>John Willemsen; <br><b>Rating: </b>4<br><b>When: </b>9 months ago<br>The aperitivo dish was okay, the beer not bad but also nothing special, the waiter (the Albanian one) was very friendly, charming and added nice vibes to our evening. If I went back, it would be because of him.<br><br>",,,1,
39,,,"<a href=""http://castelsantangelo.beniculturali.it/""target=""_blank""> Castel Sant'Angelo </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>54165",41.90306319999999,12.466276,MUSE,"[]<b>Author: </b>Ghazzal Mehdi; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Surely a five star place. Perhaps the most iconic in Rome? To be honest, Rome has so many iconic places that I lost the count...
Anyway, near to. Vetican, great bridges.. Simply outstanding...<br><br><b>Author: </b>Marcos Chavarria; <br><b>Rating: </b>4<br><b>When: </b>2 months ago<br>Greater sight from the outside, I hope the pictures make sense of the very nice place this is. The architecture is different from other landmarks as it was intended for a different purpose in the religious history. Prepare to walk a lot. I would recommend the walking tour if possible.<br><br><b>Author: </b>Marcel van Poeijer; <br><b>Rating: </b>4<br><b>When: </b>4 months ago<br>This huge Castle is definitely worth a visit. Even though I did not go in (entrance fee = 15EU), I still loved the outside area and the little park next to it. When you go inside, it is recommended to go before sunrise, as the sunrise view on top of the terrace should be lovely.<br><br><b>Author: </b>Ken Saberi; <br><b>Rating: </b>4<br><b>When: </b>7 months ago<br>Great place to visit with spectacular views all around Rome. Interesting artefacts and some Papal history to see. Some of the rooms are stunning. There are a lot of stairs so people with mobility issues may struggle although there is a lift to the second level which can be used on request. This does mean that you will lose out on the top terrace which provides the best views. All the staff were extremely helpful and kind.<br><br><b>Author: </b>Rich; <br><b>Rating: </b>3<br><b>When: </b>8 months ago<br>A fine visit. The best thing about this castle is the view you get once you're on the top floor.<br><br>",,,1,
41,,,"<a href=""http://www.museodiroma.it/""target=""_blank""> Museo di Roma - Palazzo Braschi </a><br><b>Rating: </b>4.5<br><b>Popularity: </b><br>2614",41.897551,12.4727241,MUSE,"[]<b>Author: </b>M in Paris; <br><b>Rating: </b>3<br><b>When: </b>2 months ago<br>The building is amazing and especially on the third floor there is a very interesting little exhibition of the evolution of the Roman architecture. The second floor you'll find a little bit of history of the clergy and romans aristocracy through the centuries but no ground breaking paintings.<br><br><b>Author: </b>Dominic Arbuthnott; <br><b>Rating: </b>4<br><b>When: </b>8 months ago<br>Great view from top floor<br><br><b>Author: </b>Vijay Sisodia; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Nice little museum. (Be warned that it isn't very big so don't expect to spend more than a few hours here.)
Information is multilingual
Staff are friendly
Has seating area in almost every room.
Has good interactive videos explaining the history of Rome.
For those with a Roma pass, you still have to go to the ticket office to get your tickets.<br><br><b>Author: </b>David naftalis; <br><b>Rating: </b>2<br><b>When: </b>9 months ago<br>Museum with variable exhibitions.
Not pricy.
The staff not welcoming and very not patience...<br><br><b>Author: </b>Tony Popa; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>The Museo di Roma is a museum in Rome, Italy, part of the network of Roman civic museums. The museum was founded in the Fascist era with the aim of documenting the local history and traditions of the ""old Rome"" that was rapidly disappearing, but following many donations and acquisitions of works of art is now principally an art museum. The collections initially included 120 water-colours by the nineteenth-century painter Ettore Roesler Franz of Roma sparita, ""vanished Rome"", later moved to the Museo di Roma in Trastevere.<br><br>",,,1,
44,,,"<a href=""http://galleriaspada.beniculturali.it/index.php?it/1/home""target=""_blank""> Spada Gallery </a><br><b>Rating: </b>4.5<br><b>Popularity: </b><br>1466",41.89420339999999,12.4719221,MUSE,"[]<b>Author: </b>Alex Unguru; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Probably one of the most immersive Art Galleries in Rome. The smell of orange blossoms from the inner courtyard accompanies you in every room.
Better take a day, enjoy it in peace and then taste Rome from one of the nearby terraces.<br><br><b>Author: </b>Call Me M.; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>Nice place to go, it wasnt crowded at all but your experience may differ!
If you like forced perspectives, this is for you! and you hardly pay anything (up to 25)<br><br><b>Author: </b>Avery Haviv; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Lovely formally private art collection.  Very intimate and quiet experience.<br><br><b>Author: </b>Marek Rewa; <br><b>Rating: </b>5<br><b>When: </b>3 months ago<br>Very good experience<br><br><b>Author: </b>Tony Popa; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>The Galleria Spada is a museum in Rome (Italy), which is housed in the Palazzo Spada of the same name, located in the Piazza Capo di Ferro. The palazzo is also famous for its façade and for the forced perspective gallery by Francesco Borromini.

The gallery exhibits paintings from the 16th and 17th century.<br><br>",,,1,
45,,,"<a href=""http://www.stadiodomiziano.com/""target=""_blank""> Stadium of Domitian </a><br><b>Rating: </b>4.2<br><b>Popularity: </b><br>727",41.9002133,12.4725301,MUSE,"[]<b>Author: </b>Zoe Walker; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>Great hidden historical gem beneath Piazza Navona. Entry includes an smart audio guide pen. A lot of extra information relating to the period is also available. In depth information about the stadium and games held here, many videos playing on loop too.
Recommended!<br><br><b>Author: </b>Etty Villanueva; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>Nice archeological museum with fun details and comprehensive audio guide. Recommended!<br><br><b>Author: </b>Rui Oliveira; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>An amazing view of one of the greatest places of antic Rome<br><br><b>Author: </b>Rachel Ridler; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Really interesting little museum.  Audio guide is essential to get the most out of this, and there isn't lots of the stadium left, but they have done a great job in showing how it was found and what it would have looked like.
Included in our turbo pass tickets and glad we got to visit it.<br><br><b>Author: </b>Tobi; <br><b>Rating: </b>1<br><b>When: </b>2 years ago<br>Audio Guides are without earpods and in my Example I Bought one bottle of iced tea and its Date of expiry was over...in the end i could Not feel Good if i said it was nice...Not very well<br><br>",,,1,
46,,,"<a href=""http://www.welcometo-rome.it/""target=""_blank""> Welcome To Rome </a><br><b>Rating: </b>4.8<br><b>Popularity: </b><br>632",41.89735160000001,12.4710878,MUSE,"[]<b>Author: </b>A Melete; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Interesting experience and insight into Rome’s history. Worth a visit<br><br><b>Author: </b>Alessandro Cavazza de Altamer; <br><b>Rating: </b>5<br><b>When: </b>6 months ago<br>The best experience in town for who's visiting Rome and want to discover the eternal city's history in an interesting and entertaining way<br><br><b>Author: </b>Nathan Jones; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Well worthwhile visit with the kids to kick off a 3 day Rome sightseeing trip. Gave a really solid explanation of the origins of Rome in an non-gimmicky but fun presentation. The ‘3D’ film at the end was very informative.<br><br><b>Author: </b>Katelyn McMaster; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Loved this place!! We were told to visit here before truly starting our adventures in Rome, and we were so grateful that we followed the advice. The presentations are awesome, and it really helps you to understand the history of Rome and the history of the most important locations. Well worth a visit for anyone who is going to Rome without a tour group. The presentations are really great quality too! Can't recommend it enough. The staff are also REALLY helpful and friendly.<br><br><b>Author: </b>ionela alexandra; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Great place! You have to see it before visiting the monuments.<br><br>",,,1,
48,,,"<a href=""http://www.060608.it/it/cultura-e-svago/beni-culturali/beni-architettonici-e-storici/fontana-dei-fiumi.html""target=""_blank""> Fiumi Fountain </a><br><b>Rating: </b>4.8<br><b>Popularity: </b><br>4572",41.8989673,12.4730872,PRK,"[]<b>Author: </b>Marcos Chavarria; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>All comments agree in one thing. This is a beautiful square, the 4 rivers fountain is a great sight. The details and the history behind it are just marvelous. You can have a coffee. Lunch or dinner at the surrounding restaurants, have a look at the daily life at the Piazza Navona is just delightful. Recommended for all parties<br><br><b>Author: </b>Shelby Elkins; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>Always a pretty sight to see! Of course, Piazza Navona is free to visit. There are plenty of food options in the square and so much to see. The church is free to visit, and the three fountains are very nice. You can even talk to a psychic and learn your possible destiny!🤫<br><br><b>Author: </b>Mahammad Alizada; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>Amazing<br><br><b>Author: </b>Hartmut P; <br><b>Rating: </b>5<br><b>When: </b>in the last week<br>Fountain made by the famous baroque artist Bernini , depicting the four great rivers of the World<br><br><b>Author: </b>Regan; <br><b>Rating: </b>5<br><b>When: </b>5 months ago<br>The coolest back story for a fountain ever! The figures on the fountain are all covering their faces to save their eyes from the sight of a rival Architects Building adjacent. Brilliant! Incredible sculpture also and set an an impressive square.<br><br>",,,1,
53,,,"<a href=""http://www.sovraintendenzaroma.it/i_luoghi/roma_medioevale_e_moderna/fontane/fontana_di_piazza_della_rotonda""target=""_blank""> Obelisco del Pantheon </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>841",41.8993212,12.4767522,PRK,"[]<b>Author: </b>Scott Miller; <br><b>Rating: </b>5<br><b>When: </b>a week ago<br>I felt like I was in a movie 🎦. Magical place. To see more of my photo's please see my instagram page @scottstravelphotos<br><br><b>Author: </b>Michael Pilgrom; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>Definitely visit. It's free and very interesting<br><br><b>Author: </b>Michael Ibukun; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>Pantheon, temporarily closed due to Covid19 restrictions. It looks cool on the outside, and I think that's enough to see.<br><br><b>Author: </b>Muhammad Hamza; <br><b>Rating: </b>5<br><b>When: </b>3 months ago<br>A Great place to enjoy your time and have some quality food as well.<br><br><b>Author: </b>Lorenzo Falorni; <br><b>Rating: </b>5<br><b>When: </b>11 months ago<br>Next to the Brazilian Embassy and if you take a right you end up in the Senate of the Republic.There's plenty of space, and the fountain may be looked upon from all angles too.<br><br>",,,1,
54,,,"<a href=""http://060608.it/it/cultura-e-svago/beni-culturali/beni-architettonici-e-storici/fontana-del-moro.html""target=""_blank""> Moor Fountain </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>521",41.8981206,12.4731517,PRK,"[]<b>Author: </b>Hartmut P; <br><b>Rating: </b>5<br><b>When: </b>in the last week<br>Fountain designed in 1575 by giacomo della Porta, but the statue of the Moor is from the famous baroque artist Bernini<br><br><b>Author: </b>Vinay Kulkarni; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>Lovely fountain in piazza novona. Nice old construction.<br><br><b>Author: </b>Derek Stewart (Stew-Art-Prints); <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Epic square in Rome many gorgeous fountains to admire.<br><br><b>Author: </b>Davide Danti; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>Amazing fountain in Piazza Navona!! Is a sculpure made in marble and is amazing by night!! 🇮🇹🌃❤️<br><br><b>Author: </b>Skylar Sekr; <br><b>Rating: </b>3<br><b>When: </b>a year ago<br>It's nice except for pushy waiters trying to get you into their restaurants and the constant nagging of street sellers..... that and its very busy!!! Go in the evening it's much better!!!<br><br>",,,1,
55,,,"<a href=""http://www.sovraintendenzaroma.it/""target=""_blank""> Fontana di Piazza Farnese </a><br><b>Rating: </b>4.5<br><b>Popularity: </b><br>129",41.89500969999999,12.4714431,PRK,"[]<b>Author: </b>Simone Coletta; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>The Square is really nice, good for the nightlife, lots of space and security as there is police and army nearby, recommended<br><br><b>Author: </b>Rue Jer; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>All points in Rome are beautiful<br><br><b>Author: </b>Steven Rahman; <br><b>Rating: </b>5<br><b>When: </b>2 years ago<br>Put this fountain on your walking tour to see the Farnese Palace.  It's the French Embassy in Italy, designed by Michelangelo.  Try seeing it in the early evening to admire the views of the illuminated rooms.<br><br><b>Author: </b>Jivko Velev; <br><b>Rating: </b>3<br><b>When: </b>a year ago<br>There are two identical fountains, looking like bathtub in front of the French Palace/Palazzo Farnese/, at Piazza Farnese.<br><br><b>Author: </b>Rasp Berry; <br><b>Rating: </b>4<br><b>When: </b>3 years ago<br>The place has potential. Palace block is famous and influential renessaince building,  but courtyard look's like a parking lot, cars are next to fountains, it could be polished more.<br><br>",,,1,
