,Unnamed: 0,Unnamed: 0.1,lugares,LAT_google,LON_google,labels,Quotes,Position,cluster_label,Quotes_total,day
24,1079.0,966.0,the Palais Royal,48.8637569,2.3371261000000003,LIB,"<b>1079</b><br>He turned south onto Rue Richelieu, where the air grew sweet with the scent of blossoming jasmine from the stately gardens of the Palais Royal",1079.0,0.0,"<b>1079</b><br>He turned south onto Rue Richelieu, where the air grew sweet with the scent of blossoming jasmine from the stately gardens of the Palais Royal",3
25,1081.0,890.0,the Comédie-Française,48.8635708,2.3359376,LIB,"<b>1081</b><br>As he cut across the corner of the Comédie-Française, another bronze medallion passed beneath his feet",1081.0,0.0,"<b>1081</b><br>As he cut across the corner of the Comédie-Française, another bronze medallion passed beneath his feet",3
27,,,"<a href=""https://www.louvre.fr/""target=""_blank""> Louvre Museum </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>210845",48.8606111,2.337644,TOUR,"[]<b>Author: </b>Vic; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Absolutely in love with this place. It is huge so I would recommend spending a day or two if you really wanna go through everything. wasn’t too crowded overall except around the Mona Lisa where it was a stampede. There is something for everyone here, it ranges in different time periods and art forms. It surpasses anything we have in Canada in terms of an art museum.They have cute gift shops all around which is convenient. I came from Canada to visit and got the membership which I would recommend considering it was almost the same price as single admission and the line was shorter.p<br><br><b>Author: </b>Walt Bionik; <br><b>Rating: </b>5<br><b>When: </b>5 months ago<br>The best art museum in the world. The Mona Lisa may be on your bucket list, but please do yourself a favor and see the rest of the museum. There are many paintings that are breathtaking that do not get the attention because of the ""Photo Op"" paintings. Contrary to what I read, I did not have to wait in a long line. The Louvre is very easy to get to by Metro and easy to navigate. I'm American and it was my first time in Paris. I can't wait to visit again.<br><br><b>Author: </b>Priya Indian Vlogger in Germany; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>There is no doubt that it is an absolute must visit for anyone who visits Paris. The place is the most beautiful museum of the whole world and houses a great deal of artworks, paintings and monuments. It is a  real gem with lots of very high-end artworks. The quality of all sculptures is way too high as you can easily see and feel it. Mona Lisa is also in this museum. I was simply amazed at each and every part of this museum as it was full of history and has lots of very fine artworks around. It is very well organized and maintained and worth every penny. I would recommend to must visit it if you are going to Paris.<br><br><b>Author: </b>Marinko Zubac; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>The museum is amazing. We were the whole day in Louvre and still you have the impression that you could stay there forever. It's something you definitively should visit when in Paris.
Buy your tickets online so you don't have to wait in queues for the entrance.
The entrance to the museum is very simple. We waited for about 10 minutes to get through security. My suggestion is to get the Nintendo audio guide when visiting the Museum. It costs only 5 Eur and it helps a lot. The audio guide follows your location and helps to find around the museum. Its something like google maps for Louvre. When we were there Mona Lisa room was not too crowded so we had plenty of time to watch the painting. Do not search for souvenirs in the museum itself, you will have to go outside the museum in the direction of Metro station. There you will find the official Louvre Musem Shops.<br><br><b>Author: </b>Jenny Fall; <br><b>Rating: </b>5<br><b>When: </b>3 weeks ago<br>Visiting the Louvre is an amazing experience that will stay with you forever. There is so much history and beauty to absorb and admire. The building itself is exquisite along with the beautiful painted ceilings. Then, there is of course all of the art. Winged Victory, Venus Di Milo, and the Mona Lisa are just a few of the world's most famous works of art that are permanently on display at the Louvre.<br><br>",,,,3
29,,,"<a href=""https://www.parisinfo.com/musee-monument-paris/71304/Jardin-des-Tuileries""target=""_blank""> Tuileries Garden </a><br><b>Rating: </b>4.6<br><b>Popularity: </b><br>72225",48.8634916,2.327494299999999,TOUR,"[]<b>Author: </b>Joe N; <br><b>Rating: </b>5<br><b>When: </b>11 months ago<br>This place is gorgeous! Even though there aren't green leafy trees because of the season, it's still amazing to walk around and enjoy the scenery and marvel at all the buildings around the park. You can enjoy seeing family and tourists gathered and just enjoying the same space as you and make you just want to enjoy the moment even longer. It's a nice area to go for a run with the ground mostly heavy sand and not very rocky.<br><br><b>Author: </b>Luca Doria; <br><b>Rating: </b>2<br><b>When: </b>8 months ago<br>Impressive in the historical context and beautiful architecture that surrounds it but the swathes of grit and very little green make them quite soulless as many other gardens in central Paris. The great space occupied by grit and sand in hot days make you feel almost like you are in a desert. With impending climate change there should be more grass, bushes and somewhat a turn towards an English landscaped garden...it would be much better. I hope that Paris local authorities are gonna adapt these Gardens as overall they're not welcoming places.<br><br><b>Author: </b>Elena; <br><b>Rating: </b>4<br><b>When: </b>10 months ago<br>very beautiful! you can walk around, sit on one of the cute green chairs and watch. one of the water fountains, or relax in a nice café! beautiful roman statues you can see everywhere! sadly the floor is full of sand/dust and because it's a little windy the dust gets everywhere on your clothes and shoes...<br><br><b>Author: </b>Solyi H; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>What a beautiful place.  The flower garden was exceptionally well designed taken cared of.  It’s lovely to go when there are very few people around.<br><br><b>Author: </b>Abigail Cai; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>It’s my favorite vibe in Paris. I spent time sitting on the chair with my friends under the shade of the tree. There are always beautiful flowers there and the Ferris wheel.<br><br>",,,,3
30,,,"<a href=""https://www.musee-orsay.fr/""target=""_blank""> Musée d'Orsay </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>53875",48.8599614,2.3265614,TOUR,"[]<b>Author: </b>igwinelove fujin421cellar; <br><b>Rating: </b>5<br><b>When: </b>a month ago<br>This is the greatest museum in the world. It’s so happy to live in Paris, as long as you have time, you can come and see it anytime. It’s very helpful for human beings. It’s very helpful for children. Born in Paris, you can come here every day when you have time.  In addition to food and wine, Chen Hao also has culture, art and healthy Paris. Happy Paris I love<br><br><b>Author: </b>Yrn Sbh Shll; <br><b>Rating: </b>5<br><b>When: </b>3 months ago<br>One of the best Museum. Display, atmosphere, the building, object are amazing. there is a locker room for free and it is so convenient to leave bags and walk around. taking picture was forbidden for many saloons. yet the memory of it good enough.<br><br><b>Author: </b>Fabio De Angelis; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>Who am I to evaluate such a wonderful, astonishing museum, full of masterpieces of world culture? If you are in Paris, take your time to spend three, four hours, one day in this must-to-be-seen museum! Enjoy that time! ;)<br><br><b>Author: </b>Marcos Chavarria; <br><b>Rating: </b>4<br><b>When: </b>2 months ago<br>Great museum, great location. You could think it is a small museum, but the distribution and the amount of art pieces you will find are endless. You can spend 3 hrs here easily. I recommend it for youngs and adults. I would go back definitively.<br><br><b>Author: </b>Jessica Zug; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Beautiful museum if you're mainly interested in impressionism, expressionism and everything around and between that! Heaven on earth for Monet-lovers like me!<br><br>",,,,3
33,,,"<a href=""https://www.osullivans-pubs.com/pub-irlandais/grands-boulevards/""target=""_blank""> O'Sullivans Grands Boulevards </a><br><b>Rating: </b>3.8<br><b>Popularity: </b><br>2941",48.87136599999999,2.342792,CLUB,"[]<b>Author: </b>Joe; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Sick atmosphere<br><br><b>Author: </b>Safaa Norredine; <br><b>Rating: </b>2<br><b>When: </b>8 months ago<br>Nice chill bar when u donno where to go :)

The waiters there are extra nice btw :))<br><br><b>Author: </b>Lea; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Really great place to go! The staff are so friendly and happy to help! The drinks are awesome and the food is great! Would definitely come back!<br><br><b>Author: </b>Terry Quinn; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>It was nice to go to a real Irish pub while visiting Paris. Jamison is not an easy drink to find but they had it! Food was good and the atmosphere was friendly. We watched the Women's Word cup game and we're not pressured in any way to leave. It was also great to have a person from Ireland to wait on us. (Sorry I don't remember his name)<br><br><b>Author: </b>A. OULDELALA; <br><b>Rating: </b>3<br><b>When: </b>a year ago<br>Nice place to gather, but too noisy though.<br><br>",,,,3
38,,,"<a href=""http://www.balrock.fr/""target=""_blank""> Bal Rock </a><br><b>Rating: </b>3.6<br><b>Popularity: </b><br>1040",48.87094739999999,2.3427048,CLUB,"[]<b>Author: </b>Amelie Charmant; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Comfortable places, friendly atmosthere<br><br><b>Author: </b>Brahim R; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Best place in Paris to danse cuban salsa the Sunday<br><br><b>Author: </b>Sylvain Yver; <br><b>Rating: </b>1<br><b>When: </b>9 months ago<br>Booked in advance over the phone then, once one site, « we don’t take reservations »<br><br><b>Author: </b>David Rivas; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Great place to grab a beer and some chicken wings while watching some soccer games!<br><br><b>Author: </b>Edo Cisca; <br><b>Rating: </b>1<br><b>When: </b>a year ago<br>Expensive, ridiculous service, poor quality food. Tourist trap.<br><br>",,,,3
42,,,"<a href=""https://www.louvre.fr/""target=""_blank""> Louvre Museum </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>210845",48.8606111,2.337644,MUSE,"[]<b>Author: </b>Vic; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Absolutely in love with this place. It is huge so I would recommend spending a day or two if you really wanna go through everything. wasn’t too crowded overall except around the Mona Lisa where it was a stampede. There is something for everyone here, it ranges in different time periods and art forms. It surpasses anything we have in Canada in terms of an art museum.They have cute gift shops all around which is convenient. I came from Canada to visit and got the membership which I would recommend considering it was almost the same price as single admission and the line was shorter.p<br><br><b>Author: </b>Walt Bionik; <br><b>Rating: </b>5<br><b>When: </b>5 months ago<br>The best art museum in the world. The Mona Lisa may be on your bucket list, but please do yourself a favor and see the rest of the museum. There are many paintings that are breathtaking that do not get the attention because of the ""Photo Op"" paintings. Contrary to what I read, I did not have to wait in a long line. The Louvre is very easy to get to by Metro and easy to navigate. I'm American and it was my first time in Paris. I can't wait to visit again.<br><br><b>Author: </b>Priya Indian Vlogger in Germany; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>There is no doubt that it is an absolute must visit for anyone who visits Paris. The place is the most beautiful museum of the whole world and houses a great deal of artworks, paintings and monuments. It is a  real gem with lots of very high-end artworks. The quality of all sculptures is way too high as you can easily see and feel it. Mona Lisa is also in this museum. I was simply amazed at each and every part of this museum as it was full of history and has lots of very fine artworks around. It is very well organized and maintained and worth every penny. I would recommend to must visit it if you are going to Paris.<br><br><b>Author: </b>Marinko Zubac; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>The museum is amazing. We were the whole day in Louvre and still you have the impression that you could stay there forever. It's something you definitively should visit when in Paris.
Buy your tickets online so you don't have to wait in queues for the entrance.
The entrance to the museum is very simple. We waited for about 10 minutes to get through security. My suggestion is to get the Nintendo audio guide when visiting the Museum. It costs only 5 Eur and it helps a lot. The audio guide follows your location and helps to find around the museum. Its something like google maps for Louvre. When we were there Mona Lisa room was not too crowded so we had plenty of time to watch the painting. Do not search for souvenirs in the museum itself, you will have to go outside the museum in the direction of Metro station. There you will find the official Louvre Musem Shops.<br><br><b>Author: </b>Jenny Fall; <br><b>Rating: </b>5<br><b>When: </b>3 weeks ago<br>Visiting the Louvre is an amazing experience that will stay with you forever. There is so much history and beauty to absorb and admire. The building itself is exquisite along with the beautiful painted ceilings. Then, there is of course all of the art. Winged Victory, Venus Di Milo, and the Mona Lisa are just a few of the world's most famous works of art that are permanently on display at the Louvre.<br><br>",,,,3
43,,,"<a href=""https://www.musee-orsay.fr/""target=""_blank""> Musée d'Orsay </a><br><b>Rating: </b>4.7<br><b>Popularity: </b><br>53875",48.8599614,2.3265614,MUSE,"[]<b>Author: </b>igwinelove fujin421cellar; <br><b>Rating: </b>5<br><b>When: </b>a month ago<br>This is the greatest museum in the world. It’s so happy to live in Paris, as long as you have time, you can come and see it anytime. It’s very helpful for human beings. It’s very helpful for children. Born in Paris, you can come here every day when you have time.  In addition to food and wine, Chen Hao also has culture, art and healthy Paris. Happy Paris I love<br><br><b>Author: </b>Yrn Sbh Shll; <br><b>Rating: </b>5<br><b>When: </b>3 months ago<br>One of the best Museum. Display, atmosphere, the building, object are amazing. there is a locker room for free and it is so convenient to leave bags and walk around. taking picture was forbidden for many saloons. yet the memory of it good enough.<br><br><b>Author: </b>Fabio De Angelis; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>Who am I to evaluate such a wonderful, astonishing museum, full of masterpieces of world culture? If you are in Paris, take your time to spend three, four hours, one day in this must-to-be-seen museum! Enjoy that time! ;)<br><br><b>Author: </b>Marcos Chavarria; <br><b>Rating: </b>4<br><b>When: </b>2 months ago<br>Great museum, great location. You could think it is a small museum, but the distribution and the amount of art pieces you will find are endless. You can spend 3 hrs here easily. I recommend it for youngs and adults. I would go back definitively.<br><br><b>Author: </b>Jessica Zug; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Beautiful museum if you're mainly interested in impressionism, expressionism and everything around and between that! Heaven on earth for Monet-lovers like me!<br><br>",,,,3
45,,,"<a href=""https://www.parisinfo.com/musee-monument-paris/71304/Jardin-des-Tuileries""target=""_blank""> Tuileries Garden </a><br><b>Rating: </b>4.6<br><b>Popularity: </b><br>72225",48.8634916,2.327494299999999,PRK,"[]<b>Author: </b>Joe N; <br><b>Rating: </b>5<br><b>When: </b>11 months ago<br>This place is gorgeous! Even though there aren't green leafy trees because of the season, it's still amazing to walk around and enjoy the scenery and marvel at all the buildings around the park. You can enjoy seeing family and tourists gathered and just enjoying the same space as you and make you just want to enjoy the moment even longer. It's a nice area to go for a run with the ground mostly heavy sand and not very rocky.<br><br><b>Author: </b>Luca Doria; <br><b>Rating: </b>2<br><b>When: </b>8 months ago<br>Impressive in the historical context and beautiful architecture that surrounds it but the swathes of grit and very little green make them quite soulless as many other gardens in central Paris. The great space occupied by grit and sand in hot days make you feel almost like you are in a desert. With impending climate change there should be more grass, bushes and somewhat a turn towards an English landscaped garden...it would be much better. I hope that Paris local authorities are gonna adapt these Gardens as overall they're not welcoming places.<br><br><b>Author: </b>Elena; <br><b>Rating: </b>4<br><b>When: </b>10 months ago<br>very beautiful! you can walk around, sit on one of the cute green chairs and watch. one of the water fountains, or relax in a nice café! beautiful roman statues you can see everywhere! sadly the floor is full of sand/dust and because it's a little windy the dust gets everywhere on your clothes and shoes...<br><br><b>Author: </b>Solyi H; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>What a beautiful place.  The flower garden was exceptionally well designed taken cared of.  It’s lovely to go when there are very few people around.<br><br><b>Author: </b>Abigail Cai; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>It’s my favorite vibe in Paris. I spent time sitting on the chair with my friends under the shade of the tree. There are always beautiful flowers there and the Ferris wheel.<br><br>",,,,3
