,LAT,LON,order,Distance [m],lugares,quotes,Position_book,Type
10,41.8991633,12.4730742,20,141,Piazza Navona,"<b>742</b><br> 
Dead center of Piazza Navona, outside the church of St",742.0,LIB
11,41.899677,12.470511,27,219,"<a href=""http://www.etabli.it/""target=""_blank""> Etablì </a><br><b>Rating: </b>4.4<br><b>Popularity: </b><br>1068","[]<b>Author: </b>Marcos M; <br><b>Rating: </b>5<br><b>When: </b>4 months ago<br>Amazing food, great wine. This is Rome. Waitress recommended all of our food and I couldn’t be happier!<br><br><b>Author: </b>George Kolios; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>A warm place for every hour of the day in the center of Rome. Tasty food and a nice atmospheric bar. The waiters were very friendly and the service perfect. We will be back again…<br><br><b>Author: </b>Jeremy Holifield; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>exceptional cheese flavors and cooked perfectly.  The waiter recommended two pizzas, but one sufficed.  Highly recommend.<br><br><b>Author: </b>Alfonso Irnan; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Great ambience for a few drinks or even for a dinner. The meals are good in quality, the selection of drinks is also excellent, with some cocktails to delight. Very advisable.<br><br><b>Author: </b>Benedict Hince; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>A really comfortable and warm place with good coffee. The comfy chairs really won me over, as did the interior design. I can't vouch for the food as I did not try anything.

But I'd be happy to recommend this place as a good meeting point to grab a coffee.<br><br>",,TOUR
12,41.8976582,12.470452,38,224,"<a href=""http://wisdomlessclub.com/""target=""_blank""> Wisdomless Club </a><br><b>Rating: </b>4.6<br><b>Popularity: </b><br>99","[]<b>Author: </b>Jennifer Friedrich; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>What a fabulous find in Rome! Completely charming and fascinating cocktail bar- vintage decor with lots of wild taxidermy! The drinks were delicious and the staff friendly- go check them out!<br><br><b>Author: </b>neaux bodi; <br><b>Rating: </b>1<br><b>When: </b>a year ago<br>Had an awful experience here. Walked in and ordered a drink then went to find a seat. Ended up walking into a room we weren't supposed to be in I guess, even though there was no sign or door to stop us, the owner rushed us out then proceeded to scream at the bartender until she cried. Very very awkward situation. We quickly paid for our 3 drinks, which was €40, and got out of there. DO NOT GO TO THIS BAR!<br><br><b>Author: </b>Sokol Elmazaj; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Lovely cocktail bar. You have to try this. Do not miss the Churchill.<br><br><b>Author: </b>Yana Osinsky; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>One of the best and craziest cocktail bars I have been in. If you visit Rome, you must visit this place! Enjoy...<br><br><b>Author: </b>Mr GillyFlower; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Fantastic experience, warm welcoming from the staff and a great atmosphere. Lovely cocktails! Would recommend to everyone.<br><br>",,TOUR
13,41.8957931,12.4722989,33,257,"<a href=""http://www.romabeercompany.it/""target=""_blank""> Roma Beer Company - Campo de' Fiori </a><br><b>Rating: </b>4.0<br><b>Popularity: </b><br>264","[]<b>Author: </b>Balázs Krucsó; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>We took a beer and a prosecco there. Both of them were absolutely delightful and also we chatted a lot with the algerian waitress, whos has a very unique life story on Campo de’ Fiori. Definitely recommend to get the place and drink a bit and talk with the employees. You will not regret it!<br><br><b>Author: </b>Rok Bergman; <br><b>Rating: </b>3<br><b>When: </b>9 months ago<br>Good food and good beer selecetion.<br><br><b>Author: </b>Mr JoneZ; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>The food was very delicious and the waiters were very friendly. We recommend this place<br><br><b>Author: </b>Heloisa Lopes; <br><b>Rating: </b>2<br><b>When: </b>a year ago<br>We were attracted here during Happy Hour, I asked which beers were in Happy Hour, it was two. But they did not told us it was only 0,4L, so we asked 1L and it was not in Happy Hour, and we only discovered that while we were paying (they omitted the information, although I specifically asked which beers were included in Happy Hour). Besides that, they charged us for 2L of the beer that costs 14 euros, but we asked 1L of the 14 euros beer and 1L of the 12 euros beer. They subtracted the 2 euros, but complaining until the very end.<br><br><b>Author: </b>John Willemsen; <br><b>Rating: </b>4<br><b>When: </b>8 months ago<br>The aperitivo dish was okay, the beer not bad but also nothing special, the waiter (the Albanian one) was very friendly, charming and added nice vibes to our evening. If I went back, it would be because of him.<br><br>",,TOUR
14,41.8935403,12.4757501,29,379,"<a href=""http://www.santamariabistrot.com/""target=""_blank""> Santa Maria Bistrot & Old Pub </a><br><b>Rating: </b>4.3<br><b>Popularity: </b><br>554","[]<b>Author: </b>P S; <br><b>Rating: </b>4<br><b>When: </b>8 months ago<br>Nice pub with friendly bartender, the choice of beers is good considering they have draft Guiness 👌🏼<br><br><b>Author: </b>Petr Sobíšek; <br><b>Rating: </b>4<br><b>When: </b>5 months ago<br>Nice pub with friendly staff. Guinness and two or three Italian craft beers on tap. We came just for a beer and were satisfied.<br><br><b>Author: </b>Lauren McKinnon; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>We stopped in for a quick drink on our way to dinner.  Extensive drinks menu, reasonably priced too.  The venue itself is decorated very nicely, with a cosy welcoming atmosphere.  I had the Black Swan cocktail which was lovely, very strong so only managed the one!<br><br><b>Author: </b>vk; <br><b>Rating: </b>5<br><b>When: </b>5 months ago<br>Tasty burgers, tasty snacks, delicious cocktails! Super atmosphere and cool music 😎😊<br><br><b>Author: </b>Linn Lerøy; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>A nice place for lunch. We had the club sandwich with chicken and a Maria Vittoria pita. Both very good. Recommend.<br><br>",,TOUR
15,41.8900099,12.4737863,36,424,"<a href=""https://m.facebook.com/pages/Il-cantiere/170845079607766""target=""_blank""> Il Cantiere </a><br><b>Rating: </b>4.5<br><b>Popularity: </b><br>106","[]<b>Author: </b>Fabio Marziali; <br><b>Rating: </b>4<br><b>When: </b>3 years ago<br>Good place for jazz music and live concerts....it is kind of a youngsters association. Worth a visit if u like that kind of music<br><br><b>Author: </b>Ingel Marcellino; <br><b>Rating: </b>5<br><b>When: </b>2 years ago<br>Many art forms, music, dance, theater... In Trastevere, maybe the last real Social-cultural place, now a days....<br><br><b>Author: </b>Danilo Nastasi (FaccioMusica); <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Good music, nice location and it feels like home.<br><br><b>Author: </b>arpo medical service arpo medical service; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Notice that the mobile number is incorrect<br><br><b>Author: </b>Isabella Moroni; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Already left a review, it's a place of the heart ... But they don't just make jazz. It's all to discover.<br><br>",,TOUR
16,41.8908691,12.4712072,31,233,"<a href=""http://www.beige-roma.com/""target=""_blank""> Beige Roma </a><br><b>Rating: </b>3.8<br><b>Popularity: </b><br>398","[]<b>Author: </b>Thomas Bollman; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>This place is much much bigger than it looks when you first walk in. Lots of places to sit and lounge around. Bartenders were very nice and their English was fine. Great for groups to sit around a table to have a drink or seven. Will go back on my next trip to Rome and when I’m not so hungover already.<br><br><b>Author: </b>Pondz Meme; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Great staff.
Great food.
Great wine.
Great price.
The place is great. I threw a gathering for 17 people for my 19th bday and it was so nice. Totally recommend!!<br><br><b>Author: </b>Michal Glinka; <br><b>Rating: </b>3<br><b>When: </b>2 years ago<br>We arrived around 7pm for some good cocktails, but there was no other guests at the time. The bar was completely empty. The service was very good. The style of the bar is probably dated to the 90/00's looking on the interieur.<br><br><b>Author: </b>Wesam Rukun; <br><b>Rating: </b>3<br><b>When: </b>a year ago<br>An ok food. But the location is great.<br><br><b>Author: </b>Jorge R Tomey; <br><b>Rating: </b>4<br><b>When: </b>2 years ago<br>Good decor, gin and tonics €8 per. Closes at 0200h. Music wasn’t very good.<br><br>",,TOUR
17,41.89166669999999,12.4702778,25,117,"<a href=""https://www.meccanismoroma.com/""target=""_blank""> Meccanismo Bistrot </a><br><b>Rating: </b>4.2<br><b>Popularity: </b><br>1902","[]<b>Author: </b>Francis Kaduki; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>Very friendly staff<br><br><b>Author: </b>Garrett Romines; <br><b>Rating: </b>5<br><b>When: </b>2 months ago<br>I spent over a week in Rome with my boyfriend. As much as I love Italian food, I need a good comfort American food. The burger was delicious as well as the fries! There’s plenty of selection in terms of beer and wine. Great escape if you need a little comfort food.<br><br><b>Author: </b>Ben Carlo; <br><b>Rating: </b>4<br><b>When: </b>4 months ago<br>Is it a full-blown Denny's All-American Grand Slam? No. But this is one of the more American breakfasts around Rome. Think the continental breakfast you might get at a hotel back in the states. It's good, it satiates that craving for pancakes and sausage, but you won't be whistling the national anthem on the way out. The restaurant is cool and definitely had an American vibe, aside from the Tabacchi inside the from door. Generous indoor and outdoor seating, even in this, the age of Corona. Overall, good! You won't be transported back to America, but you will experience a satisfying nostalgia.<br><br><b>Author: </b>V/s ZaZza; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>Don't bother searching for cheap places , it's in the Rome's city center after all . Enjoyed a nice cold beer and an american like burger (don't forget to get a coffee). Staff was very kind. Within walking distance you find lots of tourist attractions and if you love nature a google search will bring you close to the Botanical Garden wich is awesome.<br><br><b>Author: </b>Samantha; <br><b>Rating: </b>4<br><b>When: </b>a month ago<br>Great food, but aperitivo was meh.<br><br>",,TOUR
18,41.901788,12.4664617,21,1168,the famous Bridge of Angels,"<b>771</b><br>And as if that were not enough, leading solely and directly to the castle’s main entrance stood the famous Bridge of Angels ",771.0,LIB
19,41.90306320000001,12.466276,22,142,Castle St. Angelo,"<b>781</b><br>Il Passetto -The Little Passage-was a slender, three-quarter-mile tunnel built between Castle StAngelo and the Vatican<br><b>892</b><br> 
He had come for her at Castle StAngelo<br><b>961</b><br>Europe’s top scientists mocking religion as they secretly assembled in the Vatican’s own Castle StAngelo",781.0,LIB
20,41.9050753,12.4713114,30,472,"<a href=""https://www.thebulldog.com/the-bulldog-rome/""target=""_blank""> The Bulldog Rome </a><br><b>Rating: </b>4.4<br><b>Popularity: </b><br>447","[]<b>Author: </b>Ken Saberi; <br><b>Rating: </b>4<br><b>When: </b>6 months ago<br>Not the cheapest but a nice atmosphere and generous portions. The waiting staff were very helpful.<br><br><b>Author: </b>vektor57; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Hank did it again! A beautiful restaurant and Bulldog experience in one of the most historical plazas in Rome! Great drinks as well!<br><br><b>Author: </b>Matt Smith; <br><b>Rating: </b>5<br><b>When: </b>9 months ago<br>Hope the staff and bartender Luana are doing well....great bar!!!<br><br><b>Author: </b>J T; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Interesting place. Seemed to be a chain, which isn't as common in Italy as it is here. We didn't eat anything, just had drinks. Drinks were fine, but it's more of a bar for beer and sports. It satisfied though since we were stopping every so often to grab a drink and snack before we moved on to the next place.<br><br><b>Author: </b>Daniel Portik; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>The food is very good, quality beer and we found it open even on a late Sunday evening. The ragazza brunette waitress with the star tattoo was very patient and helpful for a few lost and hungry tourists.<br><br>",,TOUR
21,41.90984279999999,12.4728453,18,545,Ponte Margherita,"<b>543</b><br> 73
G unther Glick floored the BBC van’s accelerator and swerved through traffic as he e 
tailed the four speeding Alpha Rom os across the Tiber River on Ponte Margherita",543.0,LIB
22,41.91070379999999,12.4763579,14,306,the Piazza del Popolo,"<b>496</b><br>“Well I’ll be damned!”70
G unther Glick and Chinita Macri sat parked in the BBC van in the shadows at the far end of Piazza del Popolo<br><b>540</b><br>Peter’s Squarewas designed by Bernini!”
As the caravan of Alpha Romeos tore out of Piazza del Popolo, everyone was in too much of a hurry to notice the BBC van pulling out behind them<br><b>767</b><br>In front of him in the distance, Piazza del Popolo<br><b>443</b><br>They skidded to a stop on the south side of the Piazza del Popolo just before eight",443.0,LIB
23,41.9114511,12.4764951,13,83,the Chigi Chapel,"<b>434</b><br>“Wrong? What do you mean?”
“The first altar of science is at the Chigi Chapel!”
“Where?” Now Olivetti sounded angry<br><b>455</b><br>“Where is this Chigi Chapel?”
Langdon gazed through the dusky ghostliness toward the back of the cathedral and studied the outer walls<br><b>430</b><br>“It’s called the Chigi Chapel<br><b>485</b><br>The Chigi Chapel was packed with Swiss Guards<br><b>461</b><br>Finished entirely in chestnut marble, the Chigi Chapel was breathtaking<br><b>468</b><br>deeper and deeper beneath the floor of the Chigi Chapel<br><b>460</b><br>They would have to traverse the length of the cathedral, passing three other chapels, each of them, like the Chigi Chapel, covered with translucent plastic shrouds<br><b>459</b><br> 
It seemed the Chigi Chapel was located in the third of four recessed alcoves to their right<br><b>431</b><br>“Signore, whereis this Chigi Chapel?”
“About a mile north<br><b>626</b><br>my videographer got the footage of the cardinal being removed from the Chigi Chapel",430.0,LIB
24,41.9115413,12.4760243,15,40,Porta del Popolo,<b>448</b><br>.” Langdon pointed to the imposing Porta del Popolo-the high stone archway at the far end of the piazza,448.0,LIB
25,41.9079743,12.465208,16,979,Via Cola di Riezo,"<b>521</b><br>The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",521.0,LIB
26,41.9058118,12.4607831,34,438,"<a href=""http://www.emeraldsbar.com/""target=""_blank""> Emerald's Independent Bar </a><br><b>Rating: </b>4.1<br><b>Popularity: </b><br>202","[]<b>Author: </b>Sebastian Sanchez; <br><b>Rating: </b>4<br><b>When: </b>5 months ago<br>Quaint place. Excelent decor. The service of the waitress could be better but the guy at the bar is very friendly.<br><br><b>Author: </b>Jacquie Orphanopoulos; <br><b>Rating: </b>5<br><b>When: </b>4 months ago<br>Very cozy, nice atmosphere....cool people!! Cocktail barman super cool, Giuglio!!!<br><br><b>Author: </b>OLGA Bluesoul; <br><b>Rating: </b>5<br><b>When: </b>8 months ago<br>It's a eally nice place.If you like nice design,something special.It's a right place to have a drink.
The service is excellent and the people are very nice.Good quality of wine,too.
Thanks.<br><br><b>Author: </b>Pei-Hsuen Liao; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Gorgeous bar, with phenomenal drinks and the nicest staff. Having experienced speakeasy style bars in New York, San Francisco, Shanghai, Taipei and Tokyo, I would put Emerald's up against the best. Not only were the drinks stellar, the staff was beyond nice. On a crowded night with no seats available, they noticed one person in my party had a mobility issue and immediately found a spare seat for him. Such hospitality and talent made for a truly wonderful night.<br><br><b>Author: </b>Erik Marco Norberg Schulz; <br><b>Rating: </b>2<br><b>When: </b>3 months ago<br>Not my style. A place for drunken yuppies.<br><br>",,TOUR
27,41.90519789999999,12.4591442,37,151,"<a href=""http://www.angelicodiciotto.it/""target=""_blank""> Angelico18 </a><br><b>Rating: </b>5.0<br><b>Popularity: </b><br>103","[]<b>Author: </b>harry alexander Boer; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>A friend of mine told me about this place and I went without any expectations. It’s like going back in time and having a drink in Chicago. Best music, best cocktails and a wonderful service.... good job guys, I will be back!<br><br><b>Author: </b>Bryant B; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Definitely worth visiting while in Rome. Stopped by during vacation in Italy and found this spot. Loved the environment and drinks, good prices and quality. Definitely will return whenever I am in Rome again.<br><br><b>Author: </b>Martina Orlando; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Loved our experience here. It’s a small intimate spot, the atmosphere and drinks were absolutely amazing and service was great. Bartenders were attentive and even made us drinks based on our personal preferences. Definitely a spot you want to visit at least once!<br><br><b>Author: </b>Catherine Hickinbotham; <br><b>Rating: </b>5<br><b>When: </b>2 years ago<br>This is an amazing speakeasy. It is so cute and quaint. The bartender, Alessandro, makes an amazing whiskey sour. It is a traditional yet unique Italian bar. I highly recommend to anyone traveling to meet locals and experience nightlife like a local. The owner open up just a few months ago and did a wonderful transforming this bar into something special.<br><br><b>Author: </b>Giuseppe Brindisi; <br><b>Rating: </b>5<br><b>When: </b>3 years ago<br>Must see!<br><br>",,TOUR
28,41.90633370000001,12.4580356,17,156,Piazza del Risorgimento,"<b>522</b><br>The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of St",522.0,LIB
29,41.9038641,12.4567781,10,293,Vatican Bank,<b>249</b><br>then there is the gold bullion and the real estate deeds inside the Vatican Bank vaults,249.0,LIB
30,41.9035313,12.4561705,9,62,the Papal Apartments,"<b>220</b><br>Peter’s Square,
the palace houses both the Papal Apartments and the Office of the Pope<br><b>811</b><br>Rocher
year’s worth of cancer res 
led Kohler up a handicapped ramp on a circuitous route into the Apostolic Palace<br><b>1000</b><br>A fellow cardinal emerged from the Apostolic Palace and strode beside him",220.0,LIB
31,41.9022225,12.456728300000002,5,152,St. Peter’s Square,"<b>586</b><br> 
The soldier pointed to StPeter’s Square<br><b>555</b><br> 
Somewhere around the obelisk, boldly positioned outside the largest church in the world, was the second altar of science-Bernini’s West Ponente -an elliptical block in StPeter’s Square<br><b>523</b><br>The path intersected the Margherita Bridge, Via Cola di Riezo, and passed through Piazza del Risorgimento, hitting no churches at all until it dead-ended abruptly at the center of StPeter’s Square<br><b>993</b><br> 
An early rainstorm had washed the crowds from StPeter’s Square<br><b>833</b><br>Pe 
ter’s Square<br><b>805</b><br>To her shock, much of StPeter’s Square was still packed with people! The Swiss Guard had apparently been able to clear only
rea
about a hundred and fifty feet back-the a 
directly in front of the basilica-less than one-third of the square<br><b>538</b><br>“I wasn’t thinking in those terms! That tile you’re talking about in StPeter’s Square is called the West Ponente -the i 
West W nd<br><b>156</b><br>She motioned frantically
downward toward StPeter’s Square directly beneath them<br><b>799</b><br>.”109
M
of S 
eanwhile, in StPeter’s Square, the wall
wiss Guards yelled orders and fanned
outward, trying to push the crowds back to a safer distance<br><b>536</b><br>I know every corner of StPeter’s Square<br><b>529</b><br>StPeter’s Square is in Vatican City<br><b>990</b><br> 
They were singing in StPeter’s Square <br><b>575</b><br> 
Robert Langdon stood nearby staring out at StPeter’s Square<br><b>1021</b><br>He and Vittoria had talked about it last night as they stole away from StPeter’s Square<br><b>265</b><br> 43
L angdon stood m nless at the Pope’s bulle 
otio 
tproof window and gazed down at the
bustle of media trailers in StPeter’s Square<br><b>896</b><br> 
The silence of StPeter’s Square broke with a ripple at first<br><b>840</b><br> 117
R obert Langdon had little doubt that the chaos and hysteria coursing through StPeter’s Square at this very instant exceeded anything Vatican Hill had ever witnessed<br><b>1003</b><br> 
Far below, in StPeter’s Square, reporter Gunther Glick watched in reflective silence<br><b>566</b><br> 
Her video came 
nchor as sh 
ra felt like an a 
e lumbered across StPeter’s Square, pushing
through the gathering crowd<br><b>219</b><br>With a commanding
view of StPeter’s Square,
the palace houses both the Papal Apartments and the Office of the Pope<br><b>549</b><br>As Langdon looked out at the wide-open spaces of StPeter’s Square, a familiar question nagged",156.0,LIB
32,41.9021667,12.4539367,4,231,St. Peter’s Basilica,"<b>897</b><br>Everyone was pointing behind him 
toward the front of StPeter’s Basilica<br><b>1015</b><br>And had he not ascended miraculously into a pillar of fire, he would now be buried in the Vatican Grottoes along with the other Popes<br><b>845</b><br> 
The main aisle of StPeter’s Basilica, Lieutenant Chartrand had once figured out, was longer than an Olympic soccer field<br><b>550</b><br>The springtime sun was setting behind StPeter’s Basilica, and a massive shadow spread, engulfing the piazza<br><b>879</b><br> 121
T he camerlegno erupted through the doors of StPeter’s Basilica at exactly 11:56 P<br><b>581</b><br>However,ter assessing the situation, I am confident the antimatter canister is located in one of our white zones-those Vatican sectors accessible to public tours-the museums and StPeter’s Basilica, for example<br><b>662</b><br> 
Thirty second 
, Vittoria was standing before a corpse when
s later, in the Vatican Grottoes 
the electronic squawk of a walkie-talkie broke the silence<br><b>995</b><br> 
Deep in the Vatican Grottoes 
s<br><b>585</b><br>We must rememb 
u 
er that the cardinals spent m ch of today in the
Vatican museums and StPeter’s Basilica, enjo 
reas without the crowds<br><b>149</b><br>Like a mountain parting the morning fog, the colossal dome rose out of the haze before them: StPeter’s Basilica<br><b>912</b><br>alighting like a silent angel on the deserted lawns, his black parachute shrouded from the madness by the towering shadow of StPeter’s Basilica<br><b>911</b><br>Is this really happening?
Camerlegno Carlo Ventresca stood on the rooftop terrace of StPeter’s Basilica and looked down over the m 
ople stari 
ultitudes of pe 
ng up at him<br><b>657</b><br> 85
T he Holy Vatican Grottoes are located beneath the main floor of StPeter’s Basilica<br><b>835</b><br>when Langdon stepped with the others from StPeter’s Basilica<br><b>980</b><br> 
The camerlegno staggered now through the dark 
e 
ness of StPeter’s Basilica<br><b>674</b><br> 
Only a hundred yards away, inside the thick walls of StPeter’s Basilica, the world was serene<br><b>851</b><br>On this very location, Langdon realized-Vatican Hill-Peter had been crucified and buried<br><b>183</b><br> 
The Office of the Swiss Guard is housed adjacent to Il Corpo di Vigilanza, directly northeast of StPeter’s Basilica<br><b>844</b><br> 
With a final joyous exultation, the camerlegno turned and dashed back into StPeter’s Basilica<br><b>656</b><br> 85
T he Holy Vatican Grottoes are located beneath the main floor of St<br><b>513</b><br>StPeter’s Basilica<br><b>179</b><br> 
After parking the cart on the wide lawn directly behind StPeter’s Basilica, the guard escorted Langdon and Vittoria up a stone escarpment to a ma 
k of the
rble plaza off the bac 
basilica<br><b>170</b><br> 35
T he Vatican’s helipad, for reasons of safety and noise control, is located in the northwest tip of Vatican City, as far from StPeter’s Basilica as possible<br><b>637</b><br> 83
F lashlights were no match for the voluminous blackness of StPeter’s Basilica",149.0,LIB
