,Name,Website,Phone Number,LON,LAT,Rating,Popularity,Last 5 Reviews,type
9,NUR BAR,http://www.nurbar.net/,+39 331 421 3254,12.474981,41.897109,3.6,85,"[]<b>Author: </b>Fabrizio Maria Guidi; <br><b>Rating: </b>5<br><b>When: </b>4 years ago<br>bella location<br><br><b>Author: </b>Giuseppe Fiordalisi; <br><b>Rating: </b>2<br><b>When: </b>a year ago<br>The glories of the past are a distant memory! Mediocre piano bar, old commercial house music ""attracts foreigners"", good cocktails (only positive note!). Once sold out rooms not open to the public. Such a pity<br><br><b>Author: </b>Lanciano Serena; <br><b>Rating: </b>1<br><b>When: </b>a year ago<br>We decided to celebrate my cousin's birthday .. But about an hour and a half ago we were literally thrown out because the police arrived for a check and it turned out that the place is not in order to be open after 2 am !!! I state that we paid the table € 30 !!!! The security service leaves a lot to be desired .. A boy pointed the laser in our eyes to tell us to go out, after I pointed it out to him for the third time and instead of apologizing he started verbally attacking me, not taking into account that I was a customer, much less a woman. I am horrified .. Needless to say, I will never set foot again !!! A star is too much !!!!<br><br><b>Author: </b>Francesco Giacobbi; <br><b>Rating: </b>4<br><b>When: </b>2 years ago<br>Located in an appropriate manner for its type as it is close to piazza venezia, the interiors are furnished with a luxury that does not exaggerate, making the stay pleasant for the eyes as well. Bar service managed in an excellent way even in the evenings when there is an open bar, making the evening run smoothly to be able to enjoy a good glass of wine. Also appreciable is the quality of the buffet offered and the live music, peculiar is the sudden change of the evening from a formal evening with live music to a disco around one in the morning in order to cover a wider range of people.<br><br><b>Author: </b>Anna Maria Passante; <br><b>Rating: </b>3<br><b>When: </b>2 years ago<br>Terrible local noisy darkness an unbearable confusion ... I do not understand how young and not young people go to go there ... it is always queued x to enter even if there is a table booked for a party .... food all cold in part of the pasta that was nothing of it ..... everything falls to the ground Xche it is all tight, the tables with arched legs make everyone stumble .... the sofas knocked out .... they fill it up to capacity and so they can't follow all the guests in return, it's full of bouncers or the like who check - it's x say - the situation .... they just check not to be screwed ... in short, a disaster ... you have a lot to learn. ... although I understand that it is a money factory ... but it is only a fashion<br><br>",CLUB
5,La Cabala,http://www.hdo.it/,+39 06 6830 1192,12.4723318,41.9019733,3.4,85,"[]<b>Author: </b>abigail garcia; <br><b>Rating: </b>1<br><b>When: </b>3 years ago<br>Would not recommend going to this place if you are in Rome. Arrived around midnight, thinking this place would be starting up and instead was sent to the piano bar because the upstairs wasn't open yet. So we went to the empty piano bar, maybe three people in the whole bar. Decided to have a drink, when I asked for a menu they didn't have one, which I thought was pretty weird. Anywyas, bought two shots of tequila and it came out to 30€...so not worth it for that place.<br><br><b>Author: </b>Alexander Graf; <br><b>Rating: </b>1<br><b>When: </b>6 years ago<br>First no menu, and then ridiculous 30 € for a Gin Tonic. The Ambient is definitely not that high class. This is just rip-off. Don't go there !<br><br><b>Author: </b>Oscar Andersson; <br><b>Rating: </b>1<br><b>When: </b>2 years ago<br>They are not serious. They try to trick tourist to pay more and claim that its ”because of the service”. Beware!!!<br><br><b>Author: </b>EDOARDO MARCHETTI; <br><b>Rating: </b>4<br><b>When: </b>4 years ago<br>Nice place, in a beautiful building in the center of Rome<br><br><b>Author: </b>Samuel Van der Stappen; <br><b>Rating: </b>1<br><b>When: </b>3 years ago<br>Never seen an unfriendlier bouncer (seriously)<br><br>",CLUB
2,La Saletta,http://www.lasalettakaraoke.it/,+39 06 6889 1238,12.4701903,41.8998292,4.2,70,"[]<b>Author: </b>Lou Lowton; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Best night ever in this little Roman gem!! Lots of locals enjoying wonderful Italian songs and plenty of English/American anthems. Were made so welcome! Fantastic venue - thanks for a lovely evening guys!!<br><br><b>Author: </b>Zeichenkohle; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>One of the best evenings I had in Rome!

Things started off slow, we registered to sing, got a little card and took some seats next to the wall.

The karaoke system is old school, and most of the songs are in italian--but there is a nice list of American songs as well.

We all toss the mic around from person to person, sing together, create makeshift duets. It was a magical experience, I felt like I was back in my old choir group.

The amount of joy in the atmosphere was amazing. I really felt like part of this little inclusive group of singers.<br><br><b>Author: </b>Suzana Caneca; <br><b>Rating: </b>5<br><b>When: </b>2 years ago<br>Best karaoke in Rome! All the people there  are so nice, and fun! Loved the place!<br><br><b>Author: </b>Andres Jimenez Ayala; <br><b>Rating: </b>2<br><b>When: </b>2 years ago<br>Too small and hot but good atmosphere<br><br><b>Author: </b>Riccardo Nappi; <br><b>Rating: </b>1<br><b>When: </b>2 years ago<br>Very small, unorganized, and grumpy bartenders.
If you ask for a song expect someone else to sing it....
as they don’t call who asked for the song.
Left after 20minutes...<br><br>",CLUB
39,I Giganti della Notte Roma,,+39 06 6934 5778,12.4716238,41.8959249,3.6,59,"[]<b>Author: </b>neaux bodi; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>This bar was awesome. Our waiter (Luigi) was an amazing host. He was very attentive and constantly making us laugh. American friendly. Good prices. I highly recommend stopping by here if you're visiting Rome.<br><br><b>Author: </b>David Henry; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>This place has the best food I have eaten in Italy (and i have lived here for 2 years). Akram is the best and can advise you on the best food and drinks to get!!<br><br><b>Author: </b>Kim Maree Penn; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Rose made our night unforgettable! Thank you for looking after us so well! We now have a local pub to come too!!!!! Grazia and see you soon!<br><br><b>Author: </b>H Kamal; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>So nice place. Hamburger is such delicious meat<br><br><b>Author: </b>Jeremy Richard; <br><b>Rating: </b>4<br><b>When: </b>3 years ago<br>Nice pub opened also during the day.
Service is fast and good.
Prices are a bit high.<br><br>",CLUB
40,On The Rox,https://www.facebook.com/On-the-rox-trastevere-121240101823735/,+39 06 4544 5808,12.468081,41.89146299999999,4.2,51,"[]<b>Author: </b>Chris; <br><b>Rating: </b>5<br><b>When: </b>7 months ago<br>Honestly one of best bars I’ve been to. The DJ was amazing and played absolute fire🔥
The drinks were kinda expensive but after a few drinks you forget about that fact and only left with good memories<br><br><b>Author: </b>juaco varela; <br><b>Rating: </b>3<br><b>When: </b>8 months ago<br>The prices are reasonable, the atmosphere is quite nice  but the bathroom is disgusting<br><br><b>Author: </b>Grace Thomson; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Amazing place for fun & drinks in Trastevere, Delicious cocktails made by the lovely Marco and Andrei 🥳🤩 we will definitely be back<br><br><b>Author: </b>Josue Cruz; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Nice place, great drinks and good bartenders, prices are reasonable. Live DJs. The place gets really crowded on weekends.<br><br><b>Author: </b>VICTORIA ANN Murray; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>Women's toilet leaves a lot to be desired! Drinks were fine.<br><br>",CLUB
45,Raspoutine Rome,http://raspoutine.com/raspoutine-rome/,+39 06 8956 5272,12.4734372,41.9105566,2.9,49,"[]<b>Author: </b>ABC Kids; <br><b>Rating: </b>1<br><b>When: </b>a year ago<br>Do not go if you’re black, they are very racist<br><br><b>Author: </b>Philippe Saad; <br><b>Rating: </b>5<br><b>When: </b>3 years ago<br>One of the best clubs In Rome! Dinner at Pacifico followed by Raspoutine proved to be an excellent formula. Staff were very friendly, nice atmosphere, elegant people and the DJ was brilliant! Highly recommended.<br><br><b>Author: </b>John McCarty; <br><b>Rating: </b>1<br><b>When: </b>a year ago<br>Very very very racist. I saw a black couple get turned down because they were black. Who new that restaurants would still be like this. Even rude to us. Only go here if your a local or at-least speak italian.<br><br><b>Author: </b>Rodrigo; <br><b>Rating: </b>1<br><b>When: </b>2 years ago<br>They are racist. If you are not italian club Its full And you need to pay for a table which means 280€. They cant speak English And they aré really rude. DONT GO THERE. Deborah is not polite at all, she gets her friends in for free while we wait for the table And cant talk English at all. Also seraphine is worried about having girls than anything else. TERRIBLE THAT THIS STILL HAPPENS IN EUROPE. Dont go if you are black or not italian.<br><br><b>Author: </b>Anthony Russo; <br><b>Rating: </b>1<br><b>When: </b>2 years ago<br>Rascist bodyguard, didn’t let us in because of our black friend.....<br><br>",CLUB
4,the workshop of the artists,http://bottegadegliartisti.net/,+39 345 656 5977,12.4613719,41.90952639999999,4.8,48,"[]<b>Author: </b>Asma Benoun; <br><b>Rating: </b>5<br><b>When: </b>3 years ago<br>Such a lovely cozy place, feeling comfortable, being your self, having great company, Lolla was professional, humble, and fun! It's original, vantage, lovely theatre<br><br><b>Author: </b>Midnight Martini; <br><b>Rating: </b>5<br><b>When: </b>4 years ago<br>Quirky, cute, fun venue! Intimate and unique<br><br><b>Author: </b>paola valloni; <br><b>Rating: </b>5<br><b>When: </b>3 years ago<br>Top<br><br><b>Author: </b>Matteo Moreno; <br><b>Rating: </b>5<br><b>When: </b>in the last week<br>Un posto magico, dove si può rivivere atmosfere di un tempo☆<br><br><b>Author: </b>Carla Felli; <br><b>Rating: </b>5<br><b>When: </b>2 years ago<br>The location is elegant and magical. The shows are unique and always innovative. The teachers of the courses are great. Absolutely to try !!<br><br>",CLUB
30,Mood,https://www.facebook.com/Mood-Roma-1760794487496919/,,12.4710583,41.89739289999999,2.7,47,"[]<b>Author: </b>Hadrien Buret; <br><b>Rating: </b>4<br><b>When: </b>4 years ago<br>passed by and decided to stop when hearing some jazz music, trendy upper class bar in Rome. a bit pricy<br><br><b>Author: </b>Viktor Veselinov; <br><b>Rating: </b>1<br><b>When: </b>2 years ago<br>The smallest club i ever seen, strongly not recommended<br><br><b>Author: </b>jacob lucka; <br><b>Rating: </b>5<br><b>When: </b>3 years ago<br>Nice club nice mood<br><br><b>Author: </b>Thomas Budolfsen; <br><b>Rating: </b>1<br><b>When: </b>3 years ago<br>Very bad!!!!<br><br><b>Author: </b>Luca Bergamasco; <br><b>Rating: </b>5<br><b>When: </b>4 years ago<br>Top location!!!<br><br>",CLUB
14,LiFe '85 Disco Club,,+39 06 3972 8687,12.4503791,41.9149464,4.0,41,"[]<b>Author: </b>Argo Airam; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>I like the kind and friendly atmosphere, the music at the right volume, excellent<br><br><b>Author: </b>Luca Lenzi; <br><b>Rating: </b>1<br><b>When: </b>3 years ago<br>This place really sucks little disco 80s-90s. Ms many lenses. Very discusting, many old people can't make cocktails. More. You requested him. He called it a meeting place. If you like 80-90 don't come here. But go find local lobbies. It is very small and poorly furnished. Ef for me a star and also trippo deserves --3 stars<br><br><b>Author: </b>Cristian Iaccarino; <br><b>Rating: </b>4<br><b>When: </b>2 years ago<br>Excellent experience, rented for my boyfriend's 18-year-old party, good value for money, something can still be improved but overall satisfied.<br><br><b>Author: </b>Geni Villarico; <br><b>Rating: </b>3<br><b>When: </b>2 years ago<br>No bad, but the space is not so big.<br><br><b>Author: </b>Sergio Moltoni; <br><b>Rating: </b>5<br><b>When: </b>2 years ago<br>Nice disco nice people and the owner and a great host in September I will be back<br><br>",CLUB
18,AMARO Lobby Bar & Lounge | Villa Agrippina Roma,https://www.facebook.com/AmaroRomaVillaAgrippina/,+39 06 925901,12.460999,41.89892020000001,4.3,40,"[]<b>Author: </b>Alessandro Mancini; <br><b>Rating: </b>3<br><b>When: </b>a year ago<br>Mah<br><br><b>Author: </b>Giorgio Acunzo; <br><b>Rating: </b>5<br><b>When: </b>a year ago<br>Trendy<br><br><b>Author: </b>Flavia Primitivo; <br><b>Rating: </b>4<br><b>When: </b>5 months ago<br>Elegant, reserved and retro-style restaurant. Good cuisine and a wine and spirits list of great assortment and high quality. Prices above average but adequate for a 5-star hotel.<br><br><b>Author: </b>Jon Osterman; <br><b>Rating: </b>5<br><b>When: </b>5 months ago<br>Spectacular Sunday Brunch! Congratulations to the chef and the guys who served the tables! Very elegant location. Absolutely recommended.<br><br><b>Author: </b>Ilaria Barone; <br><b>Rating: </b>4<br><b>When: </b>a year ago<br>The place is located within a beautiful hotel context, the location is very accurate in every detail and you can breathe air again. Upon entering you are greeted very well by qualified personnel and inside there is a beautiful warmth and warmth. Every corner is every table is well cared for and the food served is of good quality with very particular and refined proposals. The wine list is well stocked with excellent labels. I will be back very gladly, I spent a very pleasant evening.<br><br>",CLUB
20,La Fine,http://www.facebook.com/lafineroma,+39 349 273 9585,12.4650796,41.8992016,4.3,39,"[]<b>Author: </b>Thomas Cheah; <br><b>Rating: </b>4<br><b>When: </b>3 years ago<br>Just happened the night we visited, the DJ was playing weird Jamaican or African tribal songs. Many local came in and left after short while. Not sure if it's because of the music.
The lady bartender is so skillful and makes really good cocktails. It is clear that she takes much pride in preparing her drinks. Very generous with the alcohol too.
Would give 5-stars for this place if not for the music that was played on that night we visited.<br><br><b>Author: </b>Doris Sdinghen; <br><b>Rating: </b>5<br><b>When: </b>3 years ago<br>A fancy and intimate club for a night out. The music was great and people stayed partying until the early hours. No signs outside, looks like it is into a old theatre, right up Monti, where we spent most of our ""aperitivo"" time! This is a real gem of a secret Rome.<br><br><b>Author: </b>Claudio Salvatore; <br><b>Rating: </b>5<br><b>When: </b>3 years ago<br>No doubt! La Fine is the new place to be in Rome!<br><br><b>Author: </b>Elena Rebeca Carini; <br><b>Rating: </b>5<br><b>When: </b>3 years ago<br>If you like clubs that are a little different, almost ""Berlin-chic"", this is for you! Inside an ex-cinema, small and intimate, perhaps too small for many people but with different hallways / chill areas.
Excellent cocktails, price 10 €, but with free admission it makes sense.
Always free, unless specified by particular events.
Varied clientele, from well-dressed, fashion to easy in overalls.
Music depends on the evenings but so far but the djs selections are excellent.<br><br><b>Author: </b>Lorenzo orrù; <br><b>Rating: </b>5<br><b>When: </b>2 years ago<br>Atmosphere like Korova Milk Bar, only a few are missing at the door. Nice, even the acoustics for live shows are not bad. I'm not talking about food since I didn't eat<br><br>",CLUB
