,Unnamed: 0,lugares,LAT_google,LON_google,labels,Quotes,Position,cluster_label
141,271,Rome,41.902783500000005,12.4963655,GPE,"Then with a roar, the craft shot up and banked sharply north toward Rome",141,1
142,272,Rome,41.902783500000005,12.4963655,GPE, Rome,142,1
144,550,Vatican,41.902916,12.453389,FAC," 
The Vatican chopper stayed low in the sky as it sliced northwest through the permanent smog layer coughed up by the congestion below",144,0
145,958,the Roman Coliseum,41.8902102,12.492230900000001,FAC,His eyes found the crumbling ruins of the Roman Coliseum,145,1
147,273,Rome,41.902783500000005,12.4963655,GPE," 
As the chopper headed north, Langdon spied the Roman Forum-the heart of pre-Christian Rome",147,1
149,466,St. Peter’s Basilica,41.9021667,12.4539367,GPE,"Like a mountain parting the morning fog, the colossal dome rose out of the haze before them: StPeter’s Basilica",149,0
151,727,Vatican City,41.902916,12.453389,GPE,"over one hundred times the population of Vatican City, the smallest country in the world",151,0
153,274,Rome,41.902783500000005,12.4963655,GPE,"Peter’s Square was a staggering open space in the congestion of Rome, like a classical Central Park",153,1
155,728,Vatican City,41.902916,12.453389,GPE," 
“Vatican City,” the pilot said, sounding anything but welcoming",155,0
156,487,St. Peter’s Square,41.9022225,12.456728300000002,GPE,"She motioned frantically
downward toward StPeter’s Square directly beneath them",156,0
157,551,Vatican,41.902916,12.453389,FAC,"But now, in keeping with the sacred tradition, fifteen days after the death of a Pope, the Vatican was holding Il Conclavo -the sacred ceremony in which the 165 cardinals of the world-the most powerful men in Christendom athered in 
-g Vatican City to elect the new Pope",157,0
158,729,Vatican City,41.902916,12.453389,GPE,"But now, in keeping with the sacred tradition, fifteen days after the death of a Pope, the Vatican was holding Il Conclavo -the sacred ceremony in which the 165 cardinals of the world-the most powerful men in Christendom athered in 
-g Vatican City to elect the new Pope",158,0
159,730,Vatican City,41.902916,12.453389,GPE," 
d of Vatican City spread out beneath him The entire power structure of the Roman Catholic Church is sitting on a time bomb ",159,0
165,731,Vatican City,41.902916,12.453389,GPE,"Mortati knewfrom 
that all the exits to Vatican City were
guarded, and the missing cardinals could not have gone far, but still, with less than an hour before opening prayer, he was feeling disconcerted",165,0
168,552,Vatican,41.902916,12.453389,FAC," 35
T he Vatican’s helipad, for reasons of safety and noise control, is located in the northwest tip of Vatican City, as far from St",168,0
169,732,Vatican City,41.902916,12.453389,GPE," 35
T he Vatican’s helipad, for reasons of safety and noise control, is located in the northwest tip of Vatican City, as far from St",169,0
170,467,St. Peter’s Basilica,41.9021667,12.4539367,GPE," 35
T he Vatican’s helipad, for reasons of safety and noise control, is located in the northwest tip of Vatican City, as far from StPeter’s Basilica as possible",170,0
171,553,Vatican,41.902916,12.453389,GPE,"The heart of Vatican Cit f
y",171,0
174,105,Governatorato,41.90221409999999,12.451155900000002,GPE,"The severe-looking Governatorato build d
ing was now behin 
them, housing Vatican City’s administration",174,0
175,821,Vatican City’s,41.902916,12.453389,GPE,"The severe-looking Governatorato build d
ing was now behin 
them, housing Vatican City’s administration",175,0
176,1012,the Vatican Museum,41.906487799999994,12.4536413,FAC,"And up ahead on the left, the massive rectangular edifice of the Vatican Museum",176,0
179,468,St. Peter’s Basilica,41.9021667,12.4539367,GPE," 
After parking the cart on the wide lawn directly behind StPeter’s Basilica, the guard escorted Langdon and Vittoria up a stone escarpment to a ma 
k of the
rble plaza off the bac 
basilica",179,0
183,469,St. Peter’s Basilica,41.9021667,12.4539367,GPE," 
The Office of the Swiss Guard is housed adjacent to Il Corpo di Vigilanza, directly northeast of StPeter’s Basilica",183,0
184,554,Vatican,41.902916,12.453389,FAC,"Although they also wore the blue and gold uniform, each wielded the traditional “Vatican long sword”-an eight-foot spear with a razor-sharp scythe-rumored to have decapitated countless Muslims while defending the Christian crusaders in the fifteenth century",184,0
185,555,Vatican,41.902916,12.453389,FAC,"In 1857, Pope Pius IX
decided that the accurate representation of the male form might incite lust inside the Vatican",185,0
186,733,Vatican City,41.902916,12.453389,GPE,So he got a chisel and mallet and hacked off the genitalia of every single male statue inside Vatican City,186,0
187,556,Vatican,41.902916,12.453389,FAC,"and yet the room 
bookshelves, oriental carpets, and colorful tape bristled with
high-tech gear-banks of computers, faxes, electronic maps of the Vatican complex, and televisions tuned to CNN",187,0
188,734,Vatican City,41.902916,12.453389,GPE,“This image is from a remote camera hidden somewhere inside Vatican City,188,0
189,735,Vatican City,41.902916,12.453389,GPE,We need to locate it immediately or evacuate Vatican City,189,0
190,736,Vatican City,41.902916,12.453389,GPE,"“Despite the archaic appearance of Vatican City, every single ippe 
entrance, both public and private, is equ 
d with the most advanced sensing equipment
known to man",190,0
192,557,Vatican,41.902916,12.453389,FAC,"“Signorina, the Vatican is the target of dozens of bomb threats a month",192,0
193,558,Vatican,41.902916,12.453389,FAC,"“Might I ask exactly whoyou are? What is your position at CERN?”
“I am a senior member of the research staff and appointed liaison to the Vatican for this crisis",193,0
194,737,Vatican City,41.902916,12.453389,GPE,".”
“Excuse me for being rude, but if this is indeed a crisis, why am I dealing with youand not your director? And what disrespect do youintend by coming into Vatican City in short pants?”
Langdon groaned",194,0
195,559,Vatican,41.902916,12.453389,FAC,"Then again, he realized, if stone penises could induce lustful thoughts in Vatican residents, Vittoria Vetra in shorts could certainlybe a threat to national security",195,0
198,738,Vatican City,41.902916,12.453389,GPE,"“I have a woman in shorts telling me that a droplet of liquid is going to blow up Vatican City, and I have an American professor telling me we are being targeted by some antireligious cult",198,0
199,739,Vatican City,41.902916,12.453389,GPE,Vatican City is enormous,199,0
200,740,Vatican City,41.902916,12.453389,GPE,"“Until these numbers count down? Until Vatican City disappears? Believe me, I do not take kindly to people tampering with my security system",200,0
201,741,Vatican City,41.902916,12.453389,GPE,"“I am having a difficult time accepting that the Illuminati are still active, and yet the appearance of this brand combined with the fact that the Illuminati have a well-known covenant against Vatican City has changed my mind",201,0
202,560,Vatican,41.902916,12.453389,FAC,"Vetra has not informed you, but CERN scientists have been criticizing Vatican policies for decades",202,0
203,561,Vatican,41.902916,12.453389,FAC,"W 
io
hat scenar 
seems more likely to you-that a four-hundred-year-old satanican
cult has resurfaced with 
advanced weapon of mass destruction, or that some prankster at CERN is trying to disrupt a sacred Vatican event with a well-executed fraud?”
“That photo,” Vittoria said, her voice like bo Murdered 
iling lava, “is of my father",203,0
204,742,Vatican City,41.902916,12.453389,GPE,"With the exception of the Swiss Guard, the only ones present in Vatican City at this time are the College of Cardinals",204,0
206,562,Vatican,41.902916,12.453389,FAC,He recalled reading once about the curious arrangement of Vatican authority following the death of a Pope,206,0
207,563,Vatican,41.902916,12.453389,FAC,"Langdon, it is true that Vatican rule dictates the camerlegno assume chief executive office during conclave, but it is only because his lack of eligibility for the papacy ensures an unbiased election",207,0
208,564,Vatican,41.902916,12.453389,FAC,"Som one at the
Vatican needed to take her seriously",208,0
209,827,Vatican Prison,41.8932529,12.484504,FAC,".”
’s a pretty big 
“What’s he going to do, shoot me for using the phone?”
“Who the hell knows! This is a pretty strange place, and the wa going-”
y things are 
“Either that,” Vittoria said, “or we can spend the next five hours and forty-eight minutes in Vatican Prison",209,1
212,565,Vatican,41.902916,12.453389,FAC," 38
T he Vatican switchboard is located in the Ufficio di Communicazione behind the Vatican post office",212,0
213,743,Vatican City,41.902916,12.453389,GPE,He felt proud to be one of only a handful of employees still allowed inside Vatican City tonight,213,0
214,566,Vatican,41.902916,12.453389,FAC,World interest in Vatican events seemed to have dwindled in the last few years,214,0
216,744,Vatican City,41.902916,12.453389,GPE,"A woman inside Vatican City? Tonight?
The woma and furiously",216,0
218,745,Vatican City,41.902916,12.453389,GPE,".”39
T he Apostolic Palace is a conglomeration of buildings located near the Sistine Chapel in the northeast corner of Vatican City",218,0
219,488,St. Peter’s Square,41.9022225,12.456728300000002,GPE,"With a commanding
view of StPeter’s Square,
the palace houses both the Papal Apartments and the Office of the Pope",219,0
220,956,the Papal Apartments,41.9035313,12.4561705,FAC,"Peter’s Square,
the palace houses both the Papal Apartments and the Office of the Pope",220,0
222,567,Vatican,41.902916,12.453389,FAC," 
The camerlegno was nothing like the images of frail, beatific old men Langdon usually imagined roaming the Vatican",222,0
223,568,Vatican,41.902916,12.453389,GPE,"He looked to be in his late-thirties, indeed a child by Vatican standards",223,0
224,569,Vatican,41.902916,12.453389,FAC,"“W 
ator calls
hen the Vatican oper 
me a half hour before I begin conclave to
tell me a woman is calling from yourprivate office to warn me of some sort of major security threat of which I have not been informed, thatconcerns me",224,0
225,746,Vatican City,41.902916,12.453389,GPE,“The destruction of Vatican City,225,0
227,747,Vatican City,41.902916,12.453389,GPE,"“Are you certain it is
inside Vatican City?” the camerlegno asked",227,0
229,748,Vatican City,41.902916,12.453389,GPE,"“That droplet is enough to level Vatican City! Did you even listen to a word I told you?”
“Ma’am,” Olivetti said, his voice like steel, “my experience with explosives is extensive",229,0
230,749,Vatican City,41.902916,12.453389,GPE,"“Dangerous or not, Illuminati or no Illuminati, whatever this thing is, it most certainly should not be inside Vatican City ",230,0
231,750,Vatican City,41.902916,12.453389,GPE,"“Signore, if you are suggesting we make a naked-eye search of the entirety of Vatican City then I must object",231,0
232,275,Rome,41.902783500000005,12.4963655,GPE,"The IF signature suggests he’s somewhere in Rome 
, but there’s really no way to 
trace him",232,1
233,570,Vatican,41.902916,12.453389,FAC,The abolition of the Vatican is nonnegotiable,233,0
234,571,Vatican,41.902916,12.453389,FAC,"Do you really believe the Vatican is immune?”Jesus, Langdon thought, they’ve got someone on the inside ",234,0
237,751,Vatican City,41.902916,12.453389,GPE,"Every one of them checked into the residence hall this m 
fely inside
orning, so we know they are sa 
Vatican City",237,0
242,572,Vatican,41.902916,12.453389,FAC,"The church had made some deadly enem 
plar, arm 
ies through the years-the Hassassin, the Knights Tem 
ies that had been
either hunted by the Vatican or betrayed by them",242,0
244,276,Rome,41.902783500000005,12.4963655,GPE,"What else do I know? That this whole situation is insanity, that’s what I know! “After the brandings, the scientists were murdered, and their bodies were dropped in public locations around Rome as a warning to other scientists not to join the Illuminati",244,1
245,277,Rome,41.902783500000005,12.4963655,GPE,Have you not counted lately? There are over four hundred Catholic churches in Rome,245,1
246,752,Vatican City,41.902916,12.453389,GPE,The Catholic Church will continue with or without Vatican City,246,0
247,753,Vatican City,41.902916,12.453389,GPE,"Tell me, why is Vatican City a walled citadel?”
“Men of God live in a dangerous world,” the camerlegno said",247,0
248,573,Vatican,41.902916,12.453389,FAC," 
“How young areyou? The Vatican is a fortress because the Catholic Church holds ha 
lf of 
its equity insideits walls-rare paintings, sculpture, devalued jewels, priceless books ",248,0
249,720,Vatican Bank,41.9038641,12.456778100000001,GPE,then there is the gold bullion and the real estate deeds inside the Vatican Bank vaults,249,0
250,574,Vatican,41.902916,12.453389,GPE,"Inside estimates put the raw value of Vaticandolla 
City at 48",250,0
265,489,St. Peter’s Square,41.9022225,12.456728300000002,GPE," 43
L angdon stood m nless at the Pope’s bulle 
otio 
tproof window and gazed down at the
bustle of media trailers in StPeter’s Square",265,0
266,278,Rome,41.902783500000005,12.4963655,GPE,".”
“You suggest we cancel conclave right now?”
“Do I have a choice?”
“What about your charge to bring a new Pope?”
The young chamberlain sighed and turned to the window, his eyes drifting out onto the sprawl of Rome 
ld m below",266,1
268,279,Rome,41.902783500000005,12.4963655,GPE,“Marching one hundred sixty-five cardinals unprepared and unprotected into Rome would be reckless,268,1
270,280,Rome,41.902783500000005,12.4963655,GPE,"Some of surrounding 
Rome may be in danger",270,1
272,754,Vatican City,41.902916,12.453389,GPE,"There is a possibility, if we kill power to Vatican City, that we can eliminate the background RF
and create a clean enough environment to get a reading on that canister’s ma field",272,0
274,755,Vatican City,41.902916,12.453389,GPE,"“You want to black outVatican City?”
“Possibly",274,0
276,756,Vatican City,41.902916,12.453389,GPE,"“Believe me, removing all protection from Vatican City in order to stake out hundreds of churches is what the Illuminati hopewe will do ",276,0
281,757,Vatican City,41.902916,12.453389,GPE,"The public, it seemed, had little interest in Vatican City",281,0
282,281,Rome,41.902783500000005,12.4963655,GPE,"“What’s the angle?”
“Do you have a TV reporter in Rome covering the election?”
“I believe so",282,1
283,758,Vatican City,41.902916,12.453389,GPE,"Yawning, she looked at her computer and typed in the keywords “Vatican City",283,0
285,759,Vatican City,41.902916,12.453389,GPE,The BBC content editor copied down the reporter’s satelliteVatican City,285,0
286,575,Vatican,41.902916,12.453389,FAC,"But Vittoria knew if news of the Vatican predicament leaked out, the entire area could fill with onlookers in a matter of minutes",286,0
287,760,Vatican City,41.902916,12.453389,GPE,The archives are across Vatican City,287,0
294,576,Vatican,41.902916,12.453389,FAC,"Galileo’s Illuminati needed to protect themselves from the Vatican, so they founded an ultrasecret Illuminati meeting place here in Rome",294,0
295,282,Rome,41.902783500000005,12.4963655,GPE,"Galileo’s Illuminati needed to protect themselves from the Vatican, so they founded an ultrasecret Illuminati meeting place here in Rome",295,1
296,577,Vatican,41.902916,12.453389,FAC,Their meeting place was simply where they could safely congregate and discuss topics forbidden by the Vatican,296,0
297,283,Rome,41.902783500000005,12.4963655,GPE,"Word of Galileo’s brotherhood started to spread in the 1630s, and scien ts
tis 
from 
a around the world m de secret pilgrimages to Rome hoping to join the Illuminati ",297,1
298,284,Rome,41.902783500000005,12.4963655,GPE,"Unfortunately, though, because of the Illuminati’s secrecy, scientists arriving in Rome never knew where to go for the meetings or to whom they could safely speak",298,1
299,578,Vatican,41.902916,12.453389,FAC,".”
“But if the Vatican wanted to find the Illuminati,” Vittoria argued, “couldn’t theysimply follow the markers?”
“No",299,0
300,579,Vatican,41.902916,12.453389,FAC,"If these markers were in public locations, certainly there existed members of the Vatican who could have figured it out",300,0
301,285,Rome,41.902783500000005,12.4963655,GPE,"They created ma that
rkers 
faded into the backdrop of ancient Rome",301,1
302,286,Rome,41.902783500000005,12.4963655,GPE,"First, the sculptures had to look like the rest of the artwork in Rome ",302,1
303,580,Vatican,41.902916,12.453389,FAC,artwork that the Vatican would neversuspect belonged to the Illuminati,303,0
309,287,Rome,41.902783500000005,12.4963655,GPE,“The pieces blended into the sea of religious artwork all over Rome,309,1
310,288,Rome,41.902783500000005,12.4963655,GPE,"By donating the artwork anonymously to specific churches and then using their political influence, the brotherhood facilitated placement of these four pieces in carefully chosen churches in Rome",310,1
313,581,Vatican,41.902916,12.453389,FAC," 
As was Vatican tradition, following the Pope’s death the camerlegno had personally confirmed expiration by placing his fingers on the Pope’s carotid artery, listening for breath, and then calling the Pope’s name three times",313,0
324,761,Vatican City,41.902916,12.453389,GPE,"Although Glick’s first monthly review had come back filled with superlatives-resourceful, sharp, dependable-here he was in Vatican City on “Pope-Watch",324,0
325,582,Vatican,41.902916,12.453389,FAC,"He was to sit here waiting for a bunch of old farts to elect their next chief old fart, then he was to step outside and record a fifteen-second “live” spot with the Vatican as a backdrop",325,0
326,762,Vatican City,41.902916,12.453389,GPE," 
The imperial m 
fore him 
ountain of Vatican City rose be as a dismal reminder of what men
could accom 
i 
plish when they put their m nds to it",326,0
327,763,Vatican City,41.902916,12.453389,GPE,"“Gunther Glick, BBC, Live in Vatican City",327,0
331,583,Vatican,41.902916,12.453389,FAC,“Looks like the Vatican has its own system,331,0
333,584,Vatican,41.902916,12.453389,FAC,It is accepted theory now that the clue exists and that Galileo mass distributed it to the scientific community without the Vatican ever knowing,333,0
334,585,Vatican,41.902916,12.453389,FAC,".”
“That the Vatican no doubt saw",334,0
336,586,Vatican,41.902916,12.453389,FAC,"In the early 1630s, Galileo had wanted to publish a book endorsing the Copernican heliocentric model of the solar system, but the Vatican would not permit the book’s release unless Galileo included equally 
ence for the church’spersuasive evid geocentric model-a model Galileo knew to be dead wrong",336,0
337,587,Vatican,41.902916,12.453389,FAC," 
“As you probably know,” Langdon said, “despite Galileo’s compromise, Diàlogowas still seen as heretical, and the Vatican placed him under house arrest",337,0
338,289,Rome,41.902783500000005,12.4963655,GPE,"Like some of
Galileo’s previous manuscripts, Diagrammawas smuggled out of Rome ndby a friend a 
quietly published in Holland",338,1
340,588,Vatican,41.902916,12.453389,FAC,Then the Vatican caught wind of it and went on a book-burning campaign,340,0
341,589,Vatican,41.902916,12.453389,FAC,"But between the Vatican burnings and the booklet’s low permanence rating, the booklet has disappeared off the face of the earth",341,0
344,590,Vatican,41.902916,12.453389,FAC,"“And it’shere?”
“Confiscated from the Netherlands by the Vatican shortly after Galile n
o’s death",344,0
348,591,Vatican,41.902916,12.453389,FAC,"If this segno, this clue, this advertisement about the Path of Illumination was really in Galileo’s Diagramma,ee it when th 
why didn’t the Vatican s 
ey repossessed all the copies?”
“They may have seen it and not noticed",348,0
349,592,Vatican,41.902916,12.453389,FAC,".”
“The wrong people being the Vatican?”
“Not that they are wrong, per se, but the church has always downplayed the Illuminati threat",349,0
350,593,Vatican,41.902916,12.453389,FAC,"In the early 1900s the Vatican went so far as to say the Illuminati were a figment of overactive im 
nd perhaps rightly so, that the last thing
aginations",350,0
351,594,Vatican,41.902916,12.453389,FAC," 
“So you think the Vatican would have buried any evidence corroborating the Illuminati threat?”
“Quite possibly",351,0
352,595,Vatican,41.902916,12.453389,FAC," 
“The longest and most expensive legal proceeding in Vatican history",352,0
353,596,Vatican,41.902916,12.453389,FAC,"The Vatican, it seemed, took their archives a bit more seriously than m n
ost",353,0
355,597,Vatican,41.902916,12.453389,FAC,Something’s going on inside the Vatican,355,0
358,598,Vatican,41.902916,12.453389,FAC,The Vatican exalted the perfection of thecircleand insisted heavenly motion must be only circular,358,0
359,290,Rome,41.902783500000005,12.4963655,GPE," “Merda, as we say in Rome",359,1
361,291,Rome,41.902783500000005,12.4963655,GPE," Show yourself, damn it! Show yourself!53
S omewhere beneath Rome the dark figure prowled down a stone ramp into the underground tunnel",361,1
364,599,Vatican,41.902916,12.453389,FAC," 
nd humm 
“In the 1600s,” he said, talking faster
now, “Englishwas one language the Vatican had not yet embraced",364,0
365,600,Vatican,41.902916,12.453389,FAC,"They dealt in Italian, Latin, German, even Spanish and French, but English was totally foreign inside the Vatican",365,0
367,601,Vatican,41.902916,12.453389,FAC," 
“So you’re saying maybe Galileo considered English la lingua purabecause it was the one language the Vatican did not control?”
“Yes",367,0
368,602,Vatican,41.902916,12.453389,FAC,"Or maybe by putting the clue in English, Galileo was subtly restricting the readership away from the Vatican",368,0
369,292,Rome,41.902783500000005,12.4963655,GPE,"Not only had Milton made a well-documented 1638
pilgrimage to Rome to “commune with enlightened men,” but he had held meetings with Galileo during the scientist’s house arrest, meetings portrayed a in m ny Renaissance
paintings, including Annibale Gatti’s famous Gal which hung even nowileo and Milton,
in the IMSS Museum in Florence",369,1
373,603,Vatican,41.902916,12.453389,FAC,far from the eyes of the Vatican ,373,0
376,293,Rome,41.902783500000005,12.4963655,GPE," 
p, a clue unveiling the four a 
the four markers that
blazed a secret path across Rome",376,1
378,294,Rome,41.902783500000005,12.4963655,GPE,"From there, across Rome, the markers blazed the trail",378,1
380,295,Rome,41.902783500000005,12.4963655,GPE,"Even in the 1600s, the Pantheon, with its tremendous, holed dome, was one of the best known sites in Rome",380,1
381,296,Rome,41.902783500000005,12.4963655,GPE," 
“Oldest Catholic church in Rome",381,1
382,297,Rome,41.902783500000005,12.4963655,GPE,“But do you really think the first cardinal could be killed at the Pantheon? That’s got to be one of the busiest tourist spots in Rome,382,1
383,764,Vatican City,41.902916,12.453389,GPE,".”
“As impossible as kidnapping four cardinals from Vatican City? The poem is precise",383,0
385,298,Rome,41.902783500000005,12.4963655,GPE,"“Earthly? Actually, there’s probably no more earthly place in Rome than the Pantheon",385,1
387,765,Vatican City,41.902916,12.453389,GPE,“I have just removed a dozen of my best men from Vatican City on the eve of conclave,387,0
389,604,Vatican,41.902916,12.453389,FAC,“The Vatican had all the statues in the Pantheon removed and destroyed in the late 1800s,389,0
390,246,Piazza della Rotunda,41.8992619,12.4768866,FAC,"Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",390,1
391,383,Sant’Eustachio,41.8997351,12.4746038,FAC,"Cars
to Piazza della Rotunda, Via delgi Orfani, Piazza Sant’Ignacio, and Sant’Eustachio",391,1
396,605,Vatican,41.902916,12.453389,FAC," 59
T he Swiss Guard “staging room” is located adjacent to the Corpo di Vigilanza barracks and is used primarily for planning the security surrounding papal appearances and public Vatican events",396,0
398,766,Vatican City,41.902916,12.453389,GPE,He had been in Vatican City only three months,398,0
400,606,Vatican,41.902916,12.453389,FAC,"Like every man there, Chartrand was Swiss Arm 
d tw 
y trained and had endure 
o
years of additional ausbildingin Bern before qualifying for the grueling Vatican pròvaheld in a secret barracks outside of Rome",400,0
401,299,Rome,41.902783500000005,12.4963655,GPE,"Like every man there, Chartrand was Swiss Arm 
d tw 
y trained and had endure 
o
years of additional ausbildingin Bern before qualifying for the grueling Vatican pròvaheld in a secret barracks outside of Rome",401,1
403,944,the Eternal City,41.902783500000005,12.4963655,LOC,Nap time was eternal in the Eternal City-the ubiquitous public dozing a perfected extension of the afternoon siestas born of ancient Spain,403,1
408,247,Piazza della Rotunda,41.8992619,12.4768866,FAC,".”
As they rounded the corner into Piazza della Rotunda, the Pantheon rose before them",408,1
411,300,Rome,41.902783500000005,12.4963655,GPE,Others sat enjoying Rome’s best iced coffee at La Tazza di Oro’soutdoor cafe,411,1
413,607,Vatican,41.902916,12.453389,FAC,"Sadly, Langdon knew they once contained statues of the Olympian gods, but the pagan sculptures had been destroyed when the Vatican converted the Pantheon to a Christian church",413,0
415,301,Rome,41.902783500000005,12.4963655,GPE,"The sarcophagus, like many in Rome, was askew with the wall, positioned awkwardly",415,1
416,302,Rome,41.902783500000005,12.4963655,GPE,“It is my job to make your visit to Rome more interesting,416,1
417,303,Rome,41.902783500000005,12.4963655,GPE,".”More interesting?
s certain this part Langdon wa 
icular visit to Rome was plenty 
interesting",417,1
420,608,Vatican,41.902916,12.453389,FAC,hercanister that was now counting down inside the Vatican,420,0
421,609,Vatican,41.902916,12.453389,GPE,"It is under secret preservation in the Vatican Arc-”
“Could you excuse us 
used by Vittoria’s panic",421,0
423,304,Rome,41.902783500000005,12.4963655,GPE,“The Illuminati altars of science were here in Rome,423,1
424,305,Rome,41.902783500000005,12.4963655,GPE,In Rome,424,1
425,306,Rome,41.902783500000005,12.4963655,GPE,“This was Raphael’s only tomb in Rome,425,1
426,307,Rome,41.902783500000005,12.4963655,GPE,"If Raphael’s tomb wasn’t in Rome in 1655, then what was the poem referring to? Santi’s earthly tomb with demon’s hole? What the hell is it? Think!
“Was there another artist called Santi?” Vittoria asked",426,1
428,308,Rome,41.902783500000005,12.4963655,GPE,"Half of the sculpting done
in Renaissance and Baroque Rome was for the funeraries",428,1
430,934,the Chigi Chapel,41.9114511,12.4764951,FAC,“It’s called the Chigi Chapel,430,1
431,1019,this Chigi Chapel,41.9114511,12.4764951,FAC,"“Signore, whereis this Chigi Chapel?”
“About a mile north",431,1
434,935,the Chigi Chapel,41.9114511,12.4764951,FAC,"“Wrong? What do you mean?”
“The first altar of science is at the Chigi Chapel!”
“Where?” Now Olivetti sounded angry",434,1
441,610,Vatican,41.902916,12.453389,FAC,"“Although from the phone call we just got, it appears they dohave a special spot in their hearts for the Vatican",441,0
443,957,the Piazza del Popolo,41.91070379999999,12.4763579,FAC,They skidded to a stop on the south side of the Piazza del Popolo just before eight,443,1
446,309,Rome,41.902783500000005,12.4963655,GPE,"Spoils of Rome’s imperial 
elisks were scattered acrossplundering, ob 
Rome and referred to by symbologists as “Lofty Pyramids”-skyward extensions of the sacred pyramidal form",446,1
447,310,Rome,41.902783500000005,12.4963655,GPE,"Spoils of Rome’s imperial 
elisks were scattered acrossplundering, ob 
Rome and referred to by symbologists as “Lofty Pyramids”-skyward extensions of the sacred pyramidal form",447,1
448,252,Porta del Popolo,41.911541299999996,12.4760243,FAC,.” Langdon pointed to the imposing Porta del Popolo-the high stone archway at the far end of the piazza,448,1
451,611,Vatican,41.902916,12.453389,FAC,Every guard wore headphones connected to an antennalike detector that he waved rhythmically in front of him-the same devices they used twice a week to sweep for electronic bugs inside the Vatican,451,0
